area_id,time_id,fh_estimate,fh_variance,fh_lower,fh_upper,fh_ci_width
W02000001,2021,0.04706274439984137,1.1326943515155878e-4,0.026430750108493134,0.06812930855606347,0.04169855844757034
W02000002,2021,0.03998018370845036,1.2752452378837845e-4,0.019893482654998837,0.06263025064406127,0.04273676798906244
W02000003,2021,0.057120946224149996,1.2673898960262762e-4,0.03678989716628381,0.08521355160098809,0.04842365443470428
W02000004,2021,0.04386092434510672,1.244522026445087e-4,0.022362279552147635,0.06585040336381852,0.04348812381167089
W02000005,2021,0.03965307811454646,1.420872680726956e-4,0.01677438817052711,0.06437355584602121,0.0475991676754941
W02000006,2021,0.04903392723538695,1.1023900687226832e-4,0.025896109172196206,0.06751141355520456,0.04161530438300835
W02000007,2021,0.05075023322070998,1.0845350018927434e-4,0.029667618595608763,0.07145523949044363,0.04178762089483487
W02000008,2021,0.045345483806672734,1.208403802470832e-4,0.024244141384514507,0.06718282647326758,0.04293868508875307
W02000009,2021,0.04609621084499031,1.0490498694428586e-4,0.02537542401709015,0.06433835710926222,0.038962933092172074
W02000010,2021,0.08504692080933458,3.939554940448033e-4,0.045362199827480326,0.12163463038235836,0.07627243055487803
W02000011,2021,0.058140750097184515,1.399726915486424e-4,0.03398408170239821,0.08004809213678418,0.046064010434385974
W02000012,2021,0.05277727538615159,1.1161145029668708e-4,0.03220236092690222,0.07395201447338651,0.041749653546484286
W02000013,2021,0.0512157831398957,1.2687532713757862e-4,0.028240764130219725,0.07129271215917822,0.043051948028958495
W02000014,2021,0.051692915569640514,1.1832845987541045e-4,0.029948538926500526,0.07216830515644411,0.042219766229943584
W02000015,2021,0.05228654768394668,1.2131539104615554e-4,0.02993353451122421,0.07781659218303674,0.04788305767181253
W02000016,2021,0.04812887325740105,1.0017897031280369e-4,0.02724429634829368,0.06830532807447262,0.04106103172617894
W02000017,2021,0.04914398997938513,1.1040936507373785e-4,0.030033901191645687,0.07035156611426555,0.04031766492261986
W02000018,2021,0.04369740256585306,9.07343077470029e-5,0.025502846793535896,0.05874862654653999,0.03324577975300409
W02000019,2021,0.040494690477915866,1.2192411412432516e-4,0.01888906983204234,0.06310867617708743,0.04421960634504509
W02000020,2021,0.04225006766692569,1.1995966459798752e-4,0.019071085467671074,0.06230167158735904,0.04323058611968797
W02000021,2021,0.04677177741655026,1.3053470336954327e-4,0.02325976728965279,0.07128939204720666,0.048029624757553874
W02000022,2021,0.03925087569019443,1.4076387161991922e-4,0.015290051903845251,0.060239663996877676,0.04494961209303243
W02000023,2021,0.042116911104324646,1.8764905302105556e-4,0.01652356264109822,0.07193658660756004,0.05541302396646182
W02000024,2021,0.04598388852176803,9.609136660006904e-5,0.02487080063103614,0.06458970740736872,0.03971890677633258
W02000025,2021,0.04332910535525522,1.0987669263787817e-4,0.022411968327287583,0.06340809215424242,0.04099612382695484
W02000026,2021,0.03703572275696124,1.3365578637303932e-4,0.014302952272379323,0.0602990521179461,0.04599609984556678
W02000027,2021,0.04142758381293851,1.2618773895887582e-4,0.018647316150474796,0.063993286679595765,0.04534597052912097
W02000028,2021,0.041929391723796304,1.2322681378924914e-4,0.018971452160232407,0.06313841020383576,0.04416695804360335
W02000029,2021,0.03735983014837844,1.406558442180367e-4,0.014361009025893686,0.06030025157307669,0.045939242547183005
W02000030,2021,0.03471910391154526,1.6231681188336798e-4,0.009719846467172014,0.06131220417811104,0.05159235771093903
W02000031,2021,0.043220241107899446,1.213979225507613e-4,0.023008127532393577,0.06523786125790686,0.04222973372551328
W02000032,2021,0.03938120908204476,1.2903324259475532e-4,0.01469660679537494,0.06101800670283683,0.04632139990746189
W02000033,2021,0.049562100479377896,1.300423873386097e-4,0.02700277752615311,0.06857447266944808,0.041571695143294965
W02000034,2021,0.045231411414126156,1.2333916375997117e-4,0.02151216782059382,0.06525830406913508,0.043746136248541255
W02000035,2021,0.049718406190299505,1.1158845716727366e-4,0.028449014128290026,0.07160819047702083,0.0431591763487308
W02000036,2021,0.037702555187546054,1.1106063819169271e-4,0.01593368322209676,0.05618379709308707,0.04025011387099031
W02000037,2021,0.05093750611725166,1.368575556305599e-4,0.02483608961268695,0.07544619118748225,0.0506101015747953
W02000038,2021,0.04428731145448446,1.3212052759348933e-4,0.023158154565250166,0.06556440510767766,0.0424062505424275
W02000039,2021,0.04704788571308551,1.409485012773652e-4,0.023111877332193213,0.07094277049041278,0.04783089315821957
W02000040,2021,0.04406374603533385,1.0162672782984136e-4,0.023548827718671214,0.06173051576234305,0.038181688043671835
W02000041,2021,0.045291122080103115,1.067576863706737e-4,0.02427010489456929,0.06402864183242955,0.03975853693786026
W02000042,2021,0.037660087945453675,9.412216821369657e-5,0.018210054109342726,0.05350220132480367,0.035292147215460944
W02000043,2021,0.044815698029349656,9.651155017166998e-5,0.024523180696646267,0.0643288172287138,0.03980563653206753
W02000044,2021,0.041375229809232486,1.214974494180469e-4,0.01806789607925212,0.06460457460479029,0.046536678525538167
W02000045,2021,0.04627966310749056,1.0838236773823414e-4,0.024529070623221263,0.064738672155329,0.04020960153210773
W02000047,2021,0.0589788305868847,1.4416130008451878e-4,0.0370314739762251,0.08053222227661927,0.04350074830039417
W02000049,2021,0.047730999313807594,1.0109018778429869e-4,0.027726467447962894,0.06628435712797218,0.03855788968000928
W02000050,2021,0.046864243388979335,1.1003522399385512e-4,0.025391014380625156,0.0671834891019003,0.04179247472127515
W02000051,2021,0.04071258028481416,9.274770661213804e-5,0.01960084186202149,0.05801201949036683,0.03841117762834534
W02000052,2021,0.05174327236603748,1.1291425095082773e-4,0.030166697646679903,0.07078955060087916,0.040622852954199255
W02000053,2021,0.04484617382178751,1.0723646843274793e-4,0.022386493697662904,0.0660088952644671,0.04362240156680419
W02000054,2021,0.044034313090854975,1.1535896001244161e-4,0.02232120040546582,0.06437344378450437,0.04205224337903855
W02000055,2021,0.04739460879461809,1.0322343770362623e-4,0.026433762649408398,0.06763797219558026,0.04120420954617186
W02000056,2021,0.046671900379301835,1.0656333119751405e-4,0.02674367651604162,0.06943399811619272,0.0426903216001511
W02000057,2021,0.042380637260229406,1.117113103362024e-4,0.02226599280046085,0.06223895819675572,0.03997296539629487
W02000058,2021,0.044318664599178575,1.0539553958133633e-4,0.024247904524490892,0.06523347089573424,0.04098556637124334
W02000059,2021,0.0492377193302002,1.0521648913530063e-4,0.028489203798304635,0.06828150107992324,0.03979229728161861
W02000060,2021,0.051908234033200315,1.0880971387619914e-4,0.030665493253474937,0.07202215184695515,0.041356658593480214
W02000061,2021,0.056112837161529566,1.1101335727688659e-4,0.03276839027321825,0.07588351453653466,0.043115124263316415
W02000062,2021,0.0480592765223287,1.0576413305307158e-4,0.02789879174708644,0.06974544986787633,0.04184665812078989
W02000063,2021,0.04295742604894395,9.872791114381513e-5,0.02082122397951551,0.06300393194277887,0.04218270796326336
W02000064,2021,0.056550640179596386,1.3428659179975358e-4,0.03471692672884378,0.07724293322711012,0.04252600649826634
W02000065,2021,0.05372599220608279,1.3035154567787182e-4,0.030902019541459,0.07662520815807375,0.04572318861661475
W02000066,2021,0.05414649998952935,1.202680567137998e-4,0.030584338172144745,0.07546287559303318,0.04487853742088843
W02000067,2021,0.049456064962737474,1.1202794043862357e-4,0.025968241809827562,0.06829093199947539,0.04232269018964783
W02000068,2021,0.050715895490230846,1.1400673062900306e-4,0.02803739278380671,0.0716663416741622,0.0436289488903555
W02000069,2021,0.046531040071473524,1.0494829450703264e-4,0.02363510051328402,0.0645694537181866,0.04093435320490259
W02000070,2021,0.04841092069333445,1.0567641057591875e-4,0.029475093555121765,0.06822927031860498,0.03875417676348322
W02000071,2021,0.04404912700796666,9.730153894984541e-5,0.025381051276142527,0.062287560534140154,0.03690650925799763
W02000072,2021,0.05643221286375438,1.1705558017010515e-4,0.03598775972579194,0.07958050482969592,0.04359274510390398
W02000073,2021,0.04685385105551476,9.671709024907578e-5,0.02683406791711932,0.0633835801188877,0.03654951220176838
W02000074,2021,0.050428085800236305,1.0470772587215374e-4,0.029727167491464535,0.06996839419682857,0.040241226705364036
W02000075,2021,0.04996520527373407,1.0389513029030458e-4,0.02736881848952328,0.07202058759701932,0.04465176910749604
W02000076,2021,0.045596365337533765,1.056635679609687e-4,0.02436177923363534,0.0636224343551329,0.03926065512149756
W02000077,2021,0.047623823443923186,1.1540054642196018e-4,0.028370717083027963,0.06743083649516302,0.03906011941213505
W02000080,2021,0.05358369874387194,1.36100766782268e-4,0.028614245451690737,0.07762491536390513,0.049010669912214394
W02000081,2021,0.05369493878382326,1.0703319381071851e-4,0.0341202148436513,0.07447662117998385,0.040356406336332556
W02000082,2021,0.0554232150279176,1.2713892997626099e-4,0.0319621613945963,0.07596690228698894,0.04400474089239263
W02000083,2021,0.05455032979135382,1.0434876949367512e-4,0.032568530630284254,0.07434384212528777,0.04177531149500352
W02000085,2021,0.047196109006777384,1.0376102757207353e-4,0.025146842408463654,0.06671564022687312,0.04156879781840947
W02000087,2021,0.0614491897976335,1.51145429934995e-4,0.038057710162158614,0.08549411645129731,0.0474364062891387
W02000088,2021,0.05811367980368177,1.2707021740345932e-4,0.03555482199387576,0.07887628304845914,0.043321461054583385
W02000089,2021,0.0585743460258799,1.5000035313263166e-4,0.034414939664741864,0.08283375024448698,0.04841881057974512
W02000090,2021,0.05138908683601354,1.0389829537171104e-4,0.030790601692382707,0.06912093400202104,0.03833033230963834
W02000091,2021,0.05035031214917953,1.1194462269083913e-4,0.026210384040766286,0.06882397029265315,0.04261358625188687
W02000092,2021,0.05438297004423559,1.2009862131343575e-4,0.031538368140485135,0.07360433511621617,0.042065966975731034
W02000093,2021,0.05104410657506115,1.0524767806199147e-4,0.029119446543382353,0.07000886266936135,0.040889416125978996
W02000094,2021,0.05325759127090584,1.1948204064833002e-4,0.0316380348237848,0.07234624296044029,0.04070820813665549
W02000095,2021,0.04368631026524636,1.1946848693711785e-4,0.019696649605656508,0.06494112645820892,0.04524447685255241
W02000096,2021,0.04672582968131679,1.0942588243378925e-4,0.025341677426758275,0.06740824449410203,0.042066567067343755
W02000097,2021,0.042504064914980606,9.975662438938445e-5,0.02385228513056753,0.06095672963729777,0.03710444450673024
W02000098,2021,0.04495705846217145,1.0160500830896098e-4,0.02433550651324111,0.06583305815873908,0.04149755164549797
W02000099,2021,0.049281017974442246,1.1443850628769484e-4,0.028498225050569592,0.07079653998215722,0.04229831493158763
W02000100,2021,0.04484247237329547,1.0626004152408151e-4,0.021448231817000042,0.064200447305943,0.04275221548894296
W02000101,2021,0.0439574448353541,1.0976707074956405e-4,0.02381553509661782,0.06323050515635618,0.03941497005973836
W02000102,2021,0.04535133268425172,1.1143287066224083e-4,0.025095301008009156,0.06795811673446978,0.04286281572646062
W02000103,2021,0.04526229042432382,9.8691233957846e-5,0.026141054975252674,0.0646196689897994,0.038478614014546726
W02000104,2021,0.04887516891194852,1.0644567867748649e-4,0.027671143072137305,0.0711697080206192,0.043498564948481894
W02000105,2021,0.06007066666005439,1.1652178914824852e-4,0.03854683984206076,0.07949794313007774,0.04095110328801698
W02000106,2021,0.04329584113524835,9.684493012457614e-5,0.01917058076257692,0.061638206606555,0.04246762584397808
W02000107,2021,0.04303832234396749,1.0146432834275414e-4,0.022214144099688735,0.06129616699068966,0.03908202289100093
W02000108,2021,0.04185181189998111,1.0850523911636868e-4,0.02302069529349824,0.06408332178627561,0.04106262649277737
W02000109,2021,0.04564438047542839,9.680142415847393e-5,0.02701676377282956,0.06629334789709254,0.03927658412426298
W02000110,2021,0.04425136629719698,1.0309835118135721e-4,0.02290141635851416,0.06247076361820045,0.03956934725968629
W02000111,2021,0.043439812118862636,1.0693794607577307e-4,0.02167452893555942,0.06507819286719399,0.04340366393163457
W02000113,2021,0.05155552898901083,9.949209505107845e-5,0.030529432781000183,0.07086382827899115,0.04033439549799097
W02000114,2021,0.04098553776714774,1.030621943464351e-4,0.02103834432637448,0.06195814128847632,0.04091979696210184
W02000116,2021,0.045816014849911546,0.00011559094451717578,0.025256843243682194,0.06917261979688305,0.04391577655320086
W02000117,2021,0.08171682498272705,3.081367804346015e-4,0.04604975027454932,0.11511459220290592,0.0690648419283566
W02000118,2021,0.05836286665949279,1.336495007993021e-4,0.03490328817735498,0.07972167644818942,0.04481838827083444
W02000120,2021,0.04287305635925249,1.1777182323299735e-4,0.022077527841981786,0.064236111291153,0.042158583449171214
W02000122,2021,0.04263144661152779,1.251908060177971e-4,0.02242819997095094,0.06945216139794416,0.04702396142699322
W02000123,2021,0.046575886108273484,1.1192787759155116e-4,0.027412441710558635,0.06805823091725927,0.04064578920670063
W02000124,2021,0.043185801100624796,1.1115654381366453e-4,0.021960283023109536,0.06555953655774238,0.04359925353463284
W02000125,2021,0.03891265518915096,1.0222414164426977e-4,0.016798202063943148,0.05880654874754936,0.042008346683606215
W02000126,2021,0.04563813402455807,9.191552089020599e-5,0.025406040937011654,0.06349702822254011,0.038090987285528455
W02000127,2021,0.04384896272393159,1.1629934360570798e-4,0.024484717396547943,0.0652967616489841,0.040812044252436154
W02000128,2021,0.045412322477350726,1.1882606298581046e-4,0.023593862476581393,0.06874126741048062,0.045147404933899224
W02000129,2021,0.045645981008346076,1.0358919527326059e-4,0.025328652235798645,0.06411057839651074,0.0387819261607121
W02000130,2021,0.05863620459657953,1.203652829932014e-4,0.0364050820595991,0.08033839233755483,0.043933310277955724
W02000131,2021,0.05201126495211316,1.1380651323948521e-4,0.030841223777836043,0.07283269277170809,0.041991468993872044
