area_id,time_id,msoa_name,age_band,sex,pop_count
W02000001,2021,Isle of Anglesey 001,16_24,1,389
W02000001,2021,Isle of Anglesey 001,25_34,1,372
W02000001,2021,Isle of Anglesey 001,35_49,1,641
W02000001,2021,Isle of Anglesey 001,50_64,1,1012
W02000001,2021,Isle of Anglesey 001,65_plus,1,1104
W02000001,2021,Isle of Anglesey 001,16_24,2,407
W02000001,2021,Isle of Anglesey 001,25_34,2,424
W02000001,2021,Isle of Anglesey 001,35_49,2,603
W02000001,2021,Isle of Anglesey 001,50_64,2,980
W02000001,2021,Isle of Anglesey 001,65_plus,2,1104
W02000001,2023,Isle of Anglesey 001,16_24,1,375
W02000001,2023,Isle of Anglesey 001,25_34,1,394
W02000001,2023,Isle of Anglesey 001,35_49,1,614
W02000001,2023,Isle of Anglesey 001,50_64,1,1055
W02000001,2023,Isle of Anglesey 001,65_plus,1,1138
W02000001,2023,Isle of Anglesey 001,16_24,2,369
W02000001,2023,Isle of Anglesey 001,25_34,2,434
W02000001,2023,Isle of Anglesey 001,35_49,2,600
W02000001,2023,Isle of Anglesey 001,50_64,2,1025
W02000001,2023,Isle of Anglesey 001,65_plus,2,1186
W02000001,2025,Isle of Anglesey 001,16_24,1,382
W02000001,2025,Isle of Anglesey 001,25_34,1,394
W02000001,2025,Isle of Anglesey 001,35_49,1,611
W02000001,2025,Isle of Anglesey 001,50_64,1,1029
W02000001,2025,Isle of Anglesey 001,65_plus,1,1166
W02000001,2025,Isle of Anglesey 001,16_24,2,345
W02000001,2025,Isle of Anglesey 001,25_34,2,378
W02000001,2025,Isle of Anglesey 001,35_49,2,593
W02000001,2025,Isle of Anglesey 001,50_64,2,1028
W02000001,2025,Isle of Anglesey 001,65_plus,2,1202
W02000002,2021,Isle of Anglesey 002,16_24,1,220
W02000002,2021,Isle of Anglesey 002,25_34,1,241
W02000002,2021,Isle of Anglesey 002,35_49,1,410
W02000002,2021,Isle of Anglesey 002,50_64,1,746
W02000002,2021,Isle of Anglesey 002,65_plus,1,971
W02000002,2021,Isle of Anglesey 002,16_24,2,230
W02000002,2021,Isle of Anglesey 002,25_34,2,254
W02000002,2021,Isle of Anglesey 002,35_49,2,425
W02000002,2021,Isle of Anglesey 002,50_64,2,770
W02000002,2021,Isle of Anglesey 002,65_plus,2,1122
W02000002,2023,Isle of Anglesey 002,16_24,1,206
W02000002,2023,Isle of Anglesey 002,25_34,1,210
W02000002,2023,Isle of Anglesey 002,35_49,1,427
W02000002,2023,Isle of Anglesey 002,50_64,1,754
W02000002,2023,Isle of Anglesey 002,65_plus,1,1007
W02000002,2023,Isle of Anglesey 002,16_24,2,220
W02000002,2023,Isle of Anglesey 002,25_34,2,289
W02000002,2023,Isle of Anglesey 002,35_49,2,413
W02000002,2023,Isle of Anglesey 002,50_64,2,796
W02000002,2023,Isle of Anglesey 002,65_plus,2,1140
W02000002,2025,Isle of Anglesey 002,16_24,1,197
W02000002,2025,Isle of Anglesey 002,25_34,1,214
W02000002,2025,Isle of Anglesey 002,35_49,1,435
W02000002,2025,Isle of Anglesey 002,50_64,1,727
W02000002,2025,Isle of Anglesey 002,65_plus,1,1039
W02000002,2025,Isle of Anglesey 002,16_24,2,241
W02000002,2025,Isle of Anglesey 002,25_34,2,263
W02000002,2025,Isle of Anglesey 002,35_49,2,451
W02000002,2025,Isle of Anglesey 002,50_64,2,814
W02000002,2025,Isle of Anglesey 002,65_plus,2,1146
W02000003,2021,Isle of Anglesey 003,16_24,1,582
W02000003,2021,Isle of Anglesey 003,25_34,1,667
W02000003,2021,Isle of Anglesey 003,35_49,1,945
W02000003,2021,Isle of Anglesey 003,50_64,1,974
W02000003,2021,Isle of Anglesey 003,65_plus,1,928
W02000003,2021,Isle of Anglesey 003,16_24,2,634
W02000003,2021,Isle of Anglesey 003,25_34,2,695
W02000003,2021,Isle of Anglesey 003,35_49,2,1038
W02000003,2021,Isle of Anglesey 003,50_64,2,1047
W02000003,2021,Isle of Anglesey 003,65_plus,2,1052
W02000003,2023,Isle of Anglesey 003,16_24,1,643
W02000003,2023,Isle of Anglesey 003,25_34,1,654
W02000003,2023,Isle of Anglesey 003,35_49,1,954
W02000003,2023,Isle of Anglesey 003,50_64,1,1006
W02000003,2023,Isle of Anglesey 003,65_plus,1,925
W02000003,2023,Isle of Anglesey 003,16_24,2,597
W02000003,2023,Isle of Anglesey 003,25_34,2,691
W02000003,2023,Isle of Anglesey 003,35_49,2,1012
W02000003,2023,Isle of Anglesey 003,50_64,2,1123
W02000003,2023,Isle of Anglesey 003,65_plus,2,1032
W02000003,2025,Isle of Anglesey 003,16_24,1,654
W02000003,2025,Isle of Anglesey 003,25_34,1,625
W02000003,2025,Isle of Anglesey 003,35_49,1,931
W02000003,2025,Isle of Anglesey 003,50_64,1,1042
W02000003,2025,Isle of Anglesey 003,65_plus,1,933
W02000003,2025,Isle of Anglesey 003,16_24,2,626
W02000003,2025,Isle of Anglesey 003,25_34,2,677
W02000003,2025,Isle of Anglesey 003,35_49,2,997
W02000003,2025,Isle of Anglesey 003,50_64,2,1143
W02000003,2025,Isle of Anglesey 003,65_plus,2,1052
W02000004,2021,Isle of Anglesey 004,16_24,1,339
W02000004,2021,Isle of Anglesey 004,25_34,1,325
W02000004,2021,Isle of Anglesey 004,35_49,1,523
W02000004,2021,Isle of Anglesey 004,50_64,1,839
W02000004,2021,Isle of Anglesey 004,65_plus,1,1007
W02000004,2021,Isle of Anglesey 004,16_24,2,328
W02000004,2021,Isle of Anglesey 004,25_34,2,274
W02000004,2021,Isle of Anglesey 004,35_49,2,601
W02000004,2021,Isle of Anglesey 004,50_64,2,875
W02000004,2021,Isle of Anglesey 004,65_plus,2,1163
W02000004,2023,Isle of Anglesey 004,16_24,1,367
W02000004,2023,Isle of Anglesey 004,25_34,1,325
W02000004,2023,Isle of Anglesey 004,35_49,1,498
W02000004,2023,Isle of Anglesey 004,50_64,1,860
W02000004,2023,Isle of Anglesey 004,65_plus,1,1033
W02000004,2023,Isle of Anglesey 004,16_24,2,313
W02000004,2023,Isle of Anglesey 004,25_34,2,297
W02000004,2023,Isle of Anglesey 004,35_49,2,586
W02000004,2023,Isle of Anglesey 004,50_64,2,886
W02000004,2023,Isle of Anglesey 004,65_plus,2,1188
W02000004,2025,Isle of Anglesey 004,16_24,1,373
W02000004,2025,Isle of Anglesey 004,25_34,1,342
W02000004,2025,Isle of Anglesey 004,35_49,1,509
W02000004,2025,Isle of Anglesey 004,50_64,1,854
W02000004,2025,Isle of Anglesey 004,65_plus,1,1070
W02000004,2025,Isle of Anglesey 004,16_24,2,298
W02000004,2025,Isle of Anglesey 004,25_34,2,301
W02000004,2025,Isle of Anglesey 004,35_49,2,574
W02000004,2025,Isle of Anglesey 004,50_64,2,881
W02000004,2025,Isle of Anglesey 004,65_plus,2,1225
W02000005,2021,Isle of Anglesey 005,16_24,1,343
W02000005,2021,Isle of Anglesey 005,25_34,1,351
W02000005,2021,Isle of Anglesey 005,35_49,1,553
W02000005,2021,Isle of Anglesey 005,50_64,1,911
W02000005,2021,Isle of Anglesey 005,65_plus,1,1289
W02000005,2021,Isle of Anglesey 005,16_24,2,313
W02000005,2021,Isle of Anglesey 005,25_34,2,317
W02000005,2021,Isle of Anglesey 005,35_49,2,677
W02000005,2021,Isle of Anglesey 005,50_64,2,962
W02000005,2021,Isle of Anglesey 005,65_plus,2,1462
W02000005,2023,Isle of Anglesey 005,16_24,1,336
W02000005,2023,Isle of Anglesey 005,25_34,1,311
W02000005,2023,Isle of Anglesey 005,35_49,1,523
W02000005,2023,Isle of Anglesey 005,50_64,1,935
W02000005,2023,Isle of Anglesey 005,65_plus,1,1313
W02000005,2023,Isle of Anglesey 005,16_24,2,286
W02000005,2023,Isle of Anglesey 005,25_34,2,297
W02000005,2023,Isle of Anglesey 005,35_49,2,628
W02000005,2023,Isle of Anglesey 005,50_64,2,962
W02000005,2023,Isle of Anglesey 005,65_plus,2,1511
W02000005,2025,Isle of Anglesey 005,16_24,1,323
W02000005,2025,Isle of Anglesey 005,25_34,1,301
W02000005,2025,Isle of Anglesey 005,35_49,1,514
W02000005,2025,Isle of Anglesey 005,50_64,1,934
W02000005,2025,Isle of Anglesey 005,65_plus,1,1335
W02000005,2025,Isle of Anglesey 005,16_24,2,289
W02000005,2025,Isle of Anglesey 005,25_34,2,296
W02000005,2025,Isle of Anglesey 005,35_49,2,589
W02000005,2025,Isle of Anglesey 005,50_64,2,977
W02000005,2025,Isle of Anglesey 005,65_plus,2,1578
W02000006,2021,Isle of Anglesey 006,16_24,1,365
W02000006,2021,Isle of Anglesey 006,25_34,1,395
W02000006,2021,Isle of Anglesey 006,35_49,1,598
W02000006,2021,Isle of Anglesey 006,50_64,1,642
W02000006,2021,Isle of Anglesey 006,65_plus,1,729
W02000006,2021,Isle of Anglesey 006,16_24,2,330
W02000006,2021,Isle of Anglesey 006,25_34,2,450
W02000006,2021,Isle of Anglesey 006,35_49,2,638
W02000006,2021,Isle of Anglesey 006,50_64,2,708
W02000006,2021,Isle of Anglesey 006,65_plus,2,831
W02000006,2023,Isle of Anglesey 006,16_24,1,394
W02000006,2023,Isle of Anglesey 006,25_34,1,427
W02000006,2023,Isle of Anglesey 006,35_49,1,579
W02000006,2023,Isle of Anglesey 006,50_64,1,680
W02000006,2023,Isle of Anglesey 006,65_plus,1,758
W02000006,2023,Isle of Anglesey 006,16_24,2,345
W02000006,2023,Isle of Anglesey 006,25_34,2,440
W02000006,2023,Isle of Anglesey 006,35_49,2,664
W02000006,2023,Isle of Anglesey 006,50_64,2,701
W02000006,2023,Isle of Anglesey 006,65_plus,2,836
W02000006,2025,Isle of Anglesey 006,16_24,1,408
W02000006,2025,Isle of Anglesey 006,25_34,1,438
W02000006,2025,Isle of Anglesey 006,35_49,1,603
W02000006,2025,Isle of Anglesey 006,50_64,1,692
W02000006,2025,Isle of Anglesey 006,65_plus,1,766
W02000006,2025,Isle of Anglesey 006,16_24,2,361
W02000006,2025,Isle of Anglesey 006,25_34,2,482
W02000006,2025,Isle of Anglesey 006,35_49,2,664
W02000006,2025,Isle of Anglesey 006,50_64,2,728
W02000006,2025,Isle of Anglesey 006,65_plus,2,843
W02000007,2021,Isle of Anglesey 007,16_24,1,345
W02000007,2021,Isle of Anglesey 007,25_34,1,431
W02000007,2021,Isle of Anglesey 007,35_49,1,642
W02000007,2021,Isle of Anglesey 007,50_64,1,697
W02000007,2021,Isle of Anglesey 007,65_plus,1,714
W02000007,2021,Isle of Anglesey 007,16_24,2,322
W02000007,2021,Isle of Anglesey 007,25_34,2,402
W02000007,2021,Isle of Anglesey 007,35_49,2,587
W02000007,2021,Isle of Anglesey 007,50_64,2,694
W02000007,2021,Isle of Anglesey 007,65_plus,2,881
W02000007,2023,Isle of Anglesey 007,16_24,1,338
W02000007,2023,Isle of Anglesey 007,25_34,1,428
W02000007,2023,Isle of Anglesey 007,35_49,1,623
W02000007,2023,Isle of Anglesey 007,50_64,1,730
W02000007,2023,Isle of Anglesey 007,65_plus,1,706
W02000007,2023,Isle of Anglesey 007,16_24,2,316
W02000007,2023,Isle of Anglesey 007,25_34,2,416
W02000007,2023,Isle of Anglesey 007,35_49,2,585
W02000007,2023,Isle of Anglesey 007,50_64,2,740
W02000007,2023,Isle of Anglesey 007,65_plus,2,859
W02000007,2025,Isle of Anglesey 007,16_24,1,333
W02000007,2025,Isle of Anglesey 007,25_34,1,427
W02000007,2025,Isle of Anglesey 007,35_49,1,584
W02000007,2025,Isle of Anglesey 007,50_64,1,735
W02000007,2025,Isle of Anglesey 007,65_plus,1,708
W02000007,2025,Isle of Anglesey 007,16_24,2,303
W02000007,2025,Isle of Anglesey 007,25_34,2,384
W02000007,2025,Isle of Anglesey 007,35_49,2,577
W02000007,2025,Isle of Anglesey 007,50_64,2,757
W02000007,2025,Isle of Anglesey 007,65_plus,2,863
W02000008,2021,Isle of Anglesey 008,16_24,1,284
W02000008,2021,Isle of Anglesey 008,25_34,1,342
W02000008,2021,Isle of Anglesey 008,35_49,1,498
W02000008,2021,Isle of Anglesey 008,50_64,1,604
W02000008,2021,Isle of Anglesey 008,65_plus,1,764
W02000008,2021,Isle of Anglesey 008,16_24,2,263
W02000008,2021,Isle of Anglesey 008,25_34,2,349
W02000008,2021,Isle of Anglesey 008,35_49,2,496
W02000008,2021,Isle of Anglesey 008,50_64,2,668
W02000008,2021,Isle of Anglesey 008,65_plus,2,953
W02000008,2023,Isle of Anglesey 008,16_24,1,282
W02000008,2023,Isle of Anglesey 008,25_34,1,329
W02000008,2023,Isle of Anglesey 008,35_49,1,461
W02000008,2023,Isle of Anglesey 008,50_64,1,608
W02000008,2023,Isle of Anglesey 008,65_plus,1,780
W02000008,2023,Isle of Anglesey 008,16_24,2,241
W02000008,2023,Isle of Anglesey 008,25_34,2,330
W02000008,2023,Isle of Anglesey 008,35_49,2,486
W02000008,2023,Isle of Anglesey 008,50_64,2,678
W02000008,2023,Isle of Anglesey 008,65_plus,2,963
W02000008,2025,Isle of Anglesey 008,16_24,1,273
W02000008,2025,Isle of Anglesey 008,25_34,1,336
W02000008,2025,Isle of Anglesey 008,35_49,1,467
W02000008,2025,Isle of Anglesey 008,50_64,1,613
W02000008,2025,Isle of Anglesey 008,65_plus,1,803
W02000008,2025,Isle of Anglesey 008,16_24,2,229
W02000008,2025,Isle of Anglesey 008,25_34,2,351
W02000008,2025,Isle of Anglesey 008,35_49,2,510
W02000008,2025,Isle of Anglesey 008,50_64,2,682
W02000008,2025,Isle of Anglesey 008,65_plus,2,974
W02000009,2021,Isle of Anglesey 009,16_24,1,417
W02000009,2021,Isle of Anglesey 009,25_34,1,388
W02000009,2021,Isle of Anglesey 009,35_49,1,609
W02000009,2021,Isle of Anglesey 009,50_64,1,896
W02000009,2021,Isle of Anglesey 009,65_plus,1,954
W02000009,2021,Isle of Anglesey 009,16_24,2,322
W02000009,2021,Isle of Anglesey 009,25_34,2,402
W02000009,2021,Isle of Anglesey 009,35_49,2,676
W02000009,2021,Isle of Anglesey 009,50_64,2,947
W02000009,2021,Isle of Anglesey 009,65_plus,2,1076
W02000009,2023,Isle of Anglesey 009,16_24,1,417
W02000009,2023,Isle of Anglesey 009,25_34,1,373
W02000009,2023,Isle of Anglesey 009,35_49,1,560
W02000009,2023,Isle of Anglesey 009,50_64,1,902
W02000009,2023,Isle of Anglesey 009,65_plus,1,1015
W02000009,2023,Isle of Anglesey 009,16_24,2,296
W02000009,2023,Isle of Anglesey 009,25_34,2,423
W02000009,2023,Isle of Anglesey 009,35_49,2,651
W02000009,2023,Isle of Anglesey 009,50_64,2,954
W02000009,2023,Isle of Anglesey 009,65_plus,2,1130
W02000009,2025,Isle of Anglesey 009,16_24,1,439
W02000009,2025,Isle of Anglesey 009,25_34,1,354
W02000009,2025,Isle of Anglesey 009,35_49,1,559
W02000009,2025,Isle of Anglesey 009,50_64,1,876
W02000009,2025,Isle of Anglesey 009,65_plus,1,1080
W02000009,2025,Isle of Anglesey 009,16_24,2,287
W02000009,2025,Isle of Anglesey 009,25_34,2,398
W02000009,2025,Isle of Anglesey 009,35_49,2,654
W02000009,2025,Isle of Anglesey 009,50_64,2,942
W02000009,2025,Isle of Anglesey 009,65_plus,2,1166
W02000010,2021,Gwynedd 001,16_24,1,2486
W02000010,2021,Gwynedd 001,25_34,1,767
W02000010,2021,Gwynedd 001,35_49,1,403
W02000010,2021,Gwynedd 001,50_64,1,419
W02000010,2021,Gwynedd 001,65_plus,1,375
W02000010,2021,Gwynedd 001,16_24,2,2981
W02000010,2021,Gwynedd 001,25_34,2,523
W02000010,2021,Gwynedd 001,35_49,2,314
W02000010,2021,Gwynedd 001,50_64,2,372
W02000010,2021,Gwynedd 001,65_plus,2,445
W02000010,2023,Gwynedd 001,16_24,1,2114
W02000010,2023,Gwynedd 001,25_34,1,747
W02000010,2023,Gwynedd 001,35_49,1,450
W02000010,2023,Gwynedd 001,50_64,1,437
W02000010,2023,Gwynedd 001,65_plus,1,351
W02000010,2023,Gwynedd 001,16_24,2,2595
W02000010,2023,Gwynedd 001,25_34,2,599
W02000010,2023,Gwynedd 001,35_49,2,352
W02000010,2023,Gwynedd 001,50_64,2,372
W02000010,2023,Gwynedd 001,65_plus,2,404
W02000010,2025,Gwynedd 001,16_24,1,2111
W02000010,2025,Gwynedd 001,25_34,1,948
W02000010,2025,Gwynedd 001,35_49,1,537
W02000010,2025,Gwynedd 001,50_64,1,447
W02000010,2025,Gwynedd 001,65_plus,1,368
W02000010,2025,Gwynedd 001,16_24,2,2707
W02000010,2025,Gwynedd 001,25_34,2,729
W02000010,2025,Gwynedd 001,35_49,2,450
W02000010,2025,Gwynedd 001,50_64,2,379
W02000010,2025,Gwynedd 001,65_plus,2,385
W02000011,2021,Gwynedd 002,16_24,1,670
W02000011,2021,Gwynedd 002,25_34,1,541
W02000011,2021,Gwynedd 002,35_49,1,700
W02000011,2021,Gwynedd 002,50_64,1,735
W02000011,2021,Gwynedd 002,65_plus,1,593
W02000011,2021,Gwynedd 002,16_24,2,622
W02000011,2021,Gwynedd 002,25_34,2,660
W02000011,2021,Gwynedd 002,35_49,2,745
W02000011,2021,Gwynedd 002,50_64,2,739
W02000011,2021,Gwynedd 002,65_plus,2,726
W02000011,2023,Gwynedd 002,16_24,1,662
W02000011,2023,Gwynedd 002,25_34,1,559
W02000011,2023,Gwynedd 002,35_49,1,712
W02000011,2023,Gwynedd 002,50_64,1,762
W02000011,2023,Gwynedd 002,65_plus,1,608
W02000011,2023,Gwynedd 002,16_24,2,553
W02000011,2023,Gwynedd 002,25_34,2,639
W02000011,2023,Gwynedd 002,35_49,2,774
W02000011,2023,Gwynedd 002,50_64,2,776
W02000011,2023,Gwynedd 002,65_plus,2,742
W02000011,2025,Gwynedd 002,16_24,1,652
W02000011,2025,Gwynedd 002,25_34,1,625
W02000011,2025,Gwynedd 002,35_49,1,773
W02000011,2025,Gwynedd 002,50_64,1,800
W02000011,2025,Gwynedd 002,65_plus,1,609
W02000011,2025,Gwynedd 002,16_24,2,591
W02000011,2025,Gwynedd 002,25_34,2,733
W02000011,2025,Gwynedd 002,35_49,2,819
W02000011,2025,Gwynedd 002,50_64,2,804
W02000011,2025,Gwynedd 002,65_plus,2,744
W02000012,2021,Gwynedd 003,16_24,1,440
W02000012,2021,Gwynedd 003,25_34,1,474
W02000012,2021,Gwynedd 003,35_49,1,838
W02000012,2021,Gwynedd 003,50_64,1,822
W02000012,2021,Gwynedd 003,65_plus,1,712
W02000012,2021,Gwynedd 003,16_24,2,392
W02000012,2021,Gwynedd 003,25_34,2,476
W02000012,2021,Gwynedd 003,35_49,2,807
W02000012,2021,Gwynedd 003,50_64,2,938
W02000012,2021,Gwynedd 003,65_plus,2,841
W02000012,2023,Gwynedd 003,16_24,1,449
W02000012,2023,Gwynedd 003,25_34,1,471
W02000012,2023,Gwynedd 003,35_49,1,813
W02000012,2023,Gwynedd 003,50_64,1,866
W02000012,2023,Gwynedd 003,65_plus,1,749
W02000012,2023,Gwynedd 003,16_24,2,421
W02000012,2023,Gwynedd 003,25_34,2,491
W02000012,2023,Gwynedd 003,35_49,2,844
W02000012,2023,Gwynedd 003,50_64,2,939
W02000012,2023,Gwynedd 003,65_plus,2,883
W02000012,2025,Gwynedd 003,16_24,1,437
W02000012,2025,Gwynedd 003,25_34,1,479
W02000012,2025,Gwynedd 003,35_49,1,799
W02000012,2025,Gwynedd 003,50_64,1,872
W02000012,2025,Gwynedd 003,65_plus,1,783
W02000012,2025,Gwynedd 003,16_24,2,453
W02000012,2025,Gwynedd 003,25_34,2,515
W02000012,2025,Gwynedd 003,35_49,2,849
W02000012,2025,Gwynedd 003,50_64,2,948
W02000012,2025,Gwynedd 003,65_plus,2,903
W02000013,2021,Gwynedd 004,16_24,1,325
W02000013,2021,Gwynedd 004,25_34,1,425
W02000013,2021,Gwynedd 004,35_49,1,626
W02000013,2021,Gwynedd 004,50_64,1,620
W02000013,2021,Gwynedd 004,65_plus,1,638
W02000013,2021,Gwynedd 004,16_24,2,284
W02000013,2021,Gwynedd 004,25_34,2,427
W02000013,2021,Gwynedd 004,35_49,2,665
W02000013,2021,Gwynedd 004,50_64,2,638
W02000013,2021,Gwynedd 004,65_plus,2,744
W02000013,2023,Gwynedd 004,16_24,1,325
W02000013,2023,Gwynedd 004,25_34,1,409
W02000013,2023,Gwynedd 004,35_49,1,576
W02000013,2023,Gwynedd 004,50_64,1,641
W02000013,2023,Gwynedd 004,65_plus,1,661
W02000013,2023,Gwynedd 004,16_24,2,303
W02000013,2023,Gwynedd 004,25_34,2,404
W02000013,2023,Gwynedd 004,35_49,2,643
W02000013,2023,Gwynedd 004,50_64,2,671
W02000013,2023,Gwynedd 004,65_plus,2,728
W02000013,2025,Gwynedd 004,16_24,1,320
W02000013,2025,Gwynedd 004,25_34,1,420
W02000013,2025,Gwynedd 004,35_49,1,573
W02000013,2025,Gwynedd 004,50_64,1,661
W02000013,2025,Gwynedd 004,65_plus,1,660
W02000013,2025,Gwynedd 004,16_24,2,327
W02000013,2025,Gwynedd 004,25_34,2,409
W02000013,2025,Gwynedd 004,35_49,2,645
W02000013,2025,Gwynedd 004,50_64,2,688
W02000013,2025,Gwynedd 004,65_plus,2,771
W02000014,2021,Gwynedd 005,16_24,1,371
W02000014,2021,Gwynedd 005,25_34,1,389
W02000014,2021,Gwynedd 005,35_49,1,616
W02000014,2021,Gwynedd 005,50_64,1,751
W02000014,2021,Gwynedd 005,65_plus,1,629
W02000014,2021,Gwynedd 005,16_24,2,347
W02000014,2021,Gwynedd 005,25_34,2,438
W02000014,2021,Gwynedd 005,35_49,2,676
W02000014,2021,Gwynedd 005,50_64,2,732
W02000014,2021,Gwynedd 005,65_plus,2,674
W02000014,2023,Gwynedd 005,16_24,1,365
W02000014,2023,Gwynedd 005,25_34,1,411
W02000014,2023,Gwynedd 005,35_49,1,558
W02000014,2023,Gwynedd 005,50_64,1,781
W02000014,2023,Gwynedd 005,65_plus,1,664
W02000014,2023,Gwynedd 005,16_24,2,325
W02000014,2023,Gwynedd 005,25_34,2,450
W02000014,2023,Gwynedd 005,35_49,2,632
W02000014,2023,Gwynedd 005,50_64,2,775
W02000014,2023,Gwynedd 005,65_plus,2,659
W02000014,2025,Gwynedd 005,16_24,1,369
W02000014,2025,Gwynedd 005,25_34,1,400
W02000014,2025,Gwynedd 005,35_49,1,570
W02000014,2025,Gwynedd 005,50_64,1,795
W02000014,2025,Gwynedd 005,65_plus,1,661
W02000014,2025,Gwynedd 005,16_24,2,337
W02000014,2025,Gwynedd 005,25_34,2,461
W02000014,2025,Gwynedd 005,35_49,2,662
W02000014,2025,Gwynedd 005,50_64,2,792
W02000014,2025,Gwynedd 005,65_plus,2,659
W02000015,2021,Gwynedd 006,16_24,1,434
W02000015,2021,Gwynedd 006,25_34,1,536
W02000015,2021,Gwynedd 006,35_49,1,695
W02000015,2021,Gwynedd 006,50_64,1,764
W02000015,2021,Gwynedd 006,65_plus,1,758
W02000015,2021,Gwynedd 006,16_24,2,395
W02000015,2021,Gwynedd 006,25_34,2,648
W02000015,2021,Gwynedd 006,35_49,2,737
W02000015,2021,Gwynedd 006,50_64,2,786
W02000015,2021,Gwynedd 006,65_plus,2,931
W02000015,2023,Gwynedd 006,16_24,1,450
W02000015,2023,Gwynedd 006,25_34,1,543
W02000015,2023,Gwynedd 006,35_49,1,735
W02000015,2023,Gwynedd 006,50_64,1,790
W02000015,2023,Gwynedd 006,65_plus,1,757
W02000015,2023,Gwynedd 006,16_24,2,428
W02000015,2023,Gwynedd 006,25_34,2,632
W02000015,2023,Gwynedd 006,35_49,2,751
W02000015,2023,Gwynedd 006,50_64,2,795
W02000015,2023,Gwynedd 006,65_plus,2,939
W02000015,2025,Gwynedd 006,16_24,1,480
W02000015,2025,Gwynedd 006,25_34,1,569
W02000015,2025,Gwynedd 006,35_49,1,748
W02000015,2025,Gwynedd 006,50_64,1,787
W02000015,2025,Gwynedd 006,65_plus,1,795
W02000015,2025,Gwynedd 006,16_24,2,453
W02000015,2025,Gwynedd 006,25_34,2,651
W02000015,2025,Gwynedd 006,35_49,2,793
W02000015,2025,Gwynedd 006,50_64,2,821
W02000015,2025,Gwynedd 006,65_plus,2,952
W02000016,2021,Gwynedd 007,16_24,1,317
W02000016,2021,Gwynedd 007,25_34,1,398
W02000016,2021,Gwynedd 007,35_49,1,546
W02000016,2021,Gwynedd 007,50_64,1,670
W02000016,2021,Gwynedd 007,65_plus,1,679
W02000016,2021,Gwynedd 007,16_24,2,313
W02000016,2021,Gwynedd 007,25_34,2,357
W02000016,2021,Gwynedd 007,35_49,2,550
W02000016,2021,Gwynedd 007,50_64,2,689
W02000016,2021,Gwynedd 007,65_plus,2,792
W02000016,2023,Gwynedd 007,16_24,1,318
W02000016,2023,Gwynedd 007,25_34,1,377
W02000016,2023,Gwynedd 007,35_49,1,519
W02000016,2023,Gwynedd 007,50_64,1,661
W02000016,2023,Gwynedd 007,65_plus,1,719
W02000016,2023,Gwynedd 007,16_24,2,345
W02000016,2023,Gwynedd 007,25_34,2,363
W02000016,2023,Gwynedd 007,35_49,2,518
W02000016,2023,Gwynedd 007,50_64,2,722
W02000016,2023,Gwynedd 007,65_plus,2,796
W02000016,2025,Gwynedd 007,16_24,1,321
W02000016,2025,Gwynedd 007,25_34,1,394
W02000016,2025,Gwynedd 007,35_49,1,546
W02000016,2025,Gwynedd 007,50_64,1,666
W02000016,2025,Gwynedd 007,65_plus,1,758
W02000016,2025,Gwynedd 007,16_24,2,352
W02000016,2025,Gwynedd 007,25_34,2,400
W02000016,2025,Gwynedd 007,35_49,2,539
W02000016,2025,Gwynedd 007,50_64,2,716
W02000016,2025,Gwynedd 007,65_plus,2,814
W02000017,2021,Gwynedd 008,16_24,1,386
W02000017,2021,Gwynedd 008,25_34,1,331
W02000017,2021,Gwynedd 008,35_49,1,655
W02000017,2021,Gwynedd 008,50_64,1,785
W02000017,2021,Gwynedd 008,65_plus,1,841
W02000017,2021,Gwynedd 008,16_24,2,355
W02000017,2021,Gwynedd 008,25_34,2,418
W02000017,2021,Gwynedd 008,35_49,2,667
W02000017,2021,Gwynedd 008,50_64,2,854
W02000017,2021,Gwynedd 008,65_plus,2,904
W02000017,2023,Gwynedd 008,16_24,1,411
W02000017,2023,Gwynedd 008,25_34,1,328
W02000017,2023,Gwynedd 008,35_49,1,633
W02000017,2023,Gwynedd 008,50_64,1,823
W02000017,2023,Gwynedd 008,65_plus,1,814
W02000017,2023,Gwynedd 008,16_24,2,393
W02000017,2023,Gwynedd 008,25_34,2,431
W02000017,2023,Gwynedd 008,35_49,2,644
W02000017,2023,Gwynedd 008,50_64,2,911
W02000017,2023,Gwynedd 008,65_plus,2,907
W02000017,2025,Gwynedd 008,16_24,1,429
W02000017,2025,Gwynedd 008,25_34,1,324
W02000017,2025,Gwynedd 008,35_49,1,639
W02000017,2025,Gwynedd 008,50_64,1,849
W02000017,2025,Gwynedd 008,65_plus,1,837
W02000017,2025,Gwynedd 008,16_24,2,418
W02000017,2025,Gwynedd 008,25_34,2,435
W02000017,2025,Gwynedd 008,35_49,2,653
W02000017,2025,Gwynedd 008,50_64,2,966
W02000017,2025,Gwynedd 008,65_plus,2,906
W02000018,2021,Gwynedd 009,16_24,1,294
W02000018,2021,Gwynedd 009,25_34,1,352
W02000018,2021,Gwynedd 009,35_49,1,465
W02000018,2021,Gwynedd 009,50_64,1,659
W02000018,2021,Gwynedd 009,65_plus,1,673
W02000018,2021,Gwynedd 009,16_24,2,282
W02000018,2021,Gwynedd 009,25_34,2,335
W02000018,2021,Gwynedd 009,35_49,2,494
W02000018,2021,Gwynedd 009,50_64,2,703
W02000018,2021,Gwynedd 009,65_plus,2,709
