"area_id","pop_density","age_adult_mean","female_adult_share","caraccess_adult_share"
"W02000267","770.8","49.09454338764684","0.516287284144427","0.8122056514913658"
"W02000268","916.2","50.387151420380505","0.5098652877942578","0.812083276636277"
"W02000269","1151.6","49.97996515679443","0.5158180174751431","0.8190720096414583"
"W02000270","1028.0","50.10984915705413","0.5064019298571163","0.8732603451475227"
"W02000271","1542.5","50.004631671812966","0.5165457842248413","0.7808250226654578"
"W02000272","803.3","50.0548951048951","0.5098639872564636","0.8393579218233059"
"W02000273","1414.3","40.589537905321436","0.5063181367690783","0.7273290386521308"
"W02000274","644.6","48.96691568836713","0.5120933087783917","0.8703499079189687"
"W02000275","408.7","50.11772825872609","0.515401650895913","0.8514193678276626"
"W02000276","972.7","52.27628451270799","0.5257575757575758","0.8924242424242425"
"W02000277","611.2","51.27962006332278","0.5089129674938833","0.8535477105907026"
"W02000278","818.7","49.903425950903696","0.5109266943291839","0.9561549100968189"
"W02000279","1291.0","48.77025544585488","0.5250160359204619","0.8943232841565106"
"W02000280","408.7","47.74274183049082","0.5150873478030704","0.9240338803599788"
"W02000281","632.0","52.52245603015076","0.5168963254593176","0.8958333333333334"
"W02000282","601.2","50.29160419790105","0.5213862689186225","0.9286027637639833"
"W02000284","819.7","48.87358393408857","0.5124032025200157","0.8171676072975456"
"W02000285","813.6","51.43214588634436","0.5184853905784138","0.8850626118067979"
"W02000286","2080.2","49.02029553142247","0.5154411764705882","0.7099264705882353"
"W02000287","952.1","49.68695025234319","0.5083493423969263","0.8670016255356879"
"W02000288","196.1","50.27513537245719","0.5085731781996325","0.8116962645437844"
"W02000289","880.2","49.86261107313739","0.513658881811748","0.8779900920028308"
"W02000290","396.0","50.25072886297376","0.5138271958733343","0.7807708840808139"
"W02000291","241.8","49.869770580296894","0.5075069832402235","0.8025488826815642"
"W02000292","1318.1","49.41117597998332","0.5112262521588946","0.8063471502590673"
"W02000293","2214.7","49.72957353527302","0.5101701951017019","0.7864259028642591"
"W02000294","301.7","52.38141157160443","0.5149752208575737","0.883214824391295"
"W02000295","616.0","50.09914725722286","0.5072959116603128","0.9011436834494545"
"W02000296","2458.7","50.708580593424216","0.51657275439178","0.8409015578389128"
"W02000297","621.0","49.75019725422124","0.52","0.867741935483871"
"W02000298","1958.6","50.27805362462761","0.5223880597014925","0.8850574712643678"
"W02000299","601.9","51.41628787878788","0.5137147335423198","0.861873040752351"
"W02000300","1457.7","51.38442069741282","0.5085043988269795","0.8689149560117302"
"W02000301","826.8","48.031432076050294","0.5079962370649106","0.8773910316713703"
"W02000302","577.4","51.084274337335074","0.5228620860108749","0.8882847256549679"
"W02000303","382.9","49.12108454024924","0.5056140956987389","0.8835722922784591"
"W02000304","308.0","50.05041836515769","0.506776271939569","0.8678071539657853"
"W02000305","2236.4","50.4007722007722","0.5162892332141438","0.8486293206197855"
"W02000306","990.2","51.85749774164408","0.5117536436295251","0.8432063939821345"
"W02000307","488.8","47.71331784746419","0.5113569030219237","0.8178945289354138"
"W02000308","1152.1","49.508446641944786","0.5223082336382829","0.8501055594651654"
"W02000309","610.1","51.50488315312173","0.5260680666183924","0.8575307748008689"
"W02000310","161.8","50.476544356711564","0.5225439012814428","0.8614143331751305"
"W02000311","3077.7","49.80986883198001","0.5288718929254302","0.807138304652645"
"W02000312","2982.6","51.266177669111656","0.5200268141444612","0.8644209820680409"
"W02000313","1167.1","50.224870115202165","0.5149041873669269","0.8964986988407855"
"W02000314","802.0","51.903640256959314","0.5206979766103582","0.8513087061444218"
"W02000315","901.3","51.412092815707275","0.5030502111684655","0.825668700140779"
"W02000316","380.6","50.90257320319432","0.5195135233254674","0.8386277001270648"
"W02000317","1507.2","50.113480578827115","0.5200878844946641","0.85075329566855"
"W02000318","595.0","50.226835376301565","0.5167230873392011","0.844685172647258"
"W02000319","569.9","50.24157057363888","0.5192945432619838","0.8218269520651191"
"W02000320","495.9","49.0619379170293","0.5002243829468961","0.8339566192969334"
"W02000321","594.9","50.128563596491226","0.5122263292578902","0.8120557293147569"
"W02000322","571.2","49.98093556928509","0.49819168173598555","0.8245931283905967"
"W02000323","337.6","49.97807723250201","0.5168890742285238","0.8436196830692243"
"W02000324","284.4","49.74617790132036","0.522596843615495","0.8723098995695839"
