area_id,msoa_name,la_code,la_name,raw_population_density,raw_car_access_hhshare,raw_share_work_from_home,raw_share_students,raw_share_routine_semiroutine,mean_age_adult,raw_prob_female,scaled_population_density,scaled_car_access_hhshare,scaled_share_work_from_home,scaled_share_students,scaled_share_routine_semiroutine,scaled_mean_age_adult,scaled_prob_female
W02000214,Neath Port Talbot 016,W06000012,Neath Port Talbot,3293.8,0.7390457643622201,0.13838782412626832,0.058884297520661155,0.38391012396694213,51.33123067408782,0.5259397328362846,0.90388503183477,-0.7739711953614182,-1.2813760694215826,-0.16440835622087224,1.584279485414843,0.09528374432860996,1.141755848535886
W02000215,Neath Port Talbot 017,W06000012,Neath Port Talbot,3487.0,0.6922202001819836,0.17106336687517,0.0518236683285227,0.3656520598268171,49.79276399897724,0.5155870231427666,1.0020972075182024,-1.3057778586326227,-0.9119543636902842,-0.25948127312289393,1.340241799875296,-0.25450250776536865,0.3513656678166454
W02000216,Neath Port Talbot 018,W06000012,Neath Port Talbot,827.9,0.7736497034030596,0.20864237342792646,0.054904586541680615,0.30984265148978907,50.67959117456197,0.5013904338153504,-0.3496419040750447,-0.3809678075855565,-0.4870952938015805,-0.21799603529343453,0.5942920246212723,-0.05287321086780993,-0.7324901666726475
W02000217,Neath Port Talbot 019,W06000012,Neath Port Talbot,128.4,0.820614828209765,0.26122594440484675,0.05710414246999613,0.294618660472319,50.10874079667737,0.5111771142723152,-0.7052289480220479,0.1524238717422776,0.10740171679175212,-0.18837853346697842,0.39080782695031335,-0.18266192674775272,0.014685825315713517
W02000218,Bridgend 001,W06000013,Bridgend,457.6,0.7153739612188366,0.116107931316435,0.05526116578349735,0.40045420136260407,48.99128014842301,0.5086271567891973,-0.5378819074682902,-1.042816277394812,-1.5332670959477075,-0.21319461778464155,1.8054079865548784,-0.43672812027599783,-0.1799937721591183
W02000219,Bridgend 002,W06000013,Bridgend,1139.7,0.7490015360983102,0.1641742522756827,0.05697577276524645,0.34820384294068507,50.94789806849538,0.5118483412322274,-0.19114005946793158,-0.6609016394478885,-0.9898410107730333,-0.19010705962807353,1.107028550485619,0.008129126302215153,0.06593146185479981
W02000220,Bridgend 003,W06000013,Bridgend,207.5,0.7881502890173411,0.13837037037037037,0.05065637065637066,0.3799227799227799,49.893265183403486,0.5124029065397143,-0.6650188905864397,-0.2162819530526127,-1.2815733973229058,-0.2751991916772349,1.5309845575123395,-0.2316525278469317,0.10827042301388796
W02000221,Bridgend 004,W06000013,Bridgend,248.8,0.7761699507389163,0.14808099123602297,0.05384864165588616,0.3777490297542044,48.49413443246671,0.5070239334027055,-0.6440242588280248,-0.3523448886786711,-1.171787489512089,-0.23221456421604536,1.5019301651074755,-0.5497593217587555,-0.3023938065168894
W02000222,Bridgend 005,W06000013,Bridgend,310.9,0.8183217859892224,0.17485493230174082,0.06276636962417667,0.31189461449050754,52.85327608736233,0.5076125688370586,-0.6124560595012073,0.12638136369362094,-0.8690878510193448,-0.11213540596933753,0.6217186070708118,0.4413364533272347,-0.25745372019075086
W02000223,Bridgend 006,W06000013,Bridgend,423.2,0.8246876183263915,0.23085106382978723,0.05032336297493937,0.27910266774454323,50.28754182247589,0.5155703580349709,-0.5553689615237255,0.19867930849025092,-0.23600926430970637,-0.2796832129680999,0.18342072801831732,-0.1420096710333882,0.35009334994506147
W02000224,Bridgend 007,W06000013,Bridgend,628.8,0.814336917562724,0.19229480737018426,0.052061561846855405,0.32737982139464183,48.54042473919523,0.5128481304816126,-0.45085331286682223,0.08112446997390013,-0.6719168829642945,-0.2562779848486481,0.8286942220091471,-0.5392347435141948,0.1422615849719831
W02000225,Bridgend 008,W06000013,Bridgend,829.3,0.7997364953886693,0.17653249144961852,0.05397489539748954,0.3548117154811716,50.526679306608884,0.5155405405405405,-0.3489302216425561,-0.08469524698344699,-0.8501217770160306,-0.23051452996167712,1.1953495197156903,-0.08763929976483154,0.3478168971603253
