domain_id,mrp_mean,mrp_lower,mrp_upper,mrp_ci_width
W02000140,14.49241727608193,13.440206472895612,15.570808886030903,2.130602413135291
W02000141,14.337891063815356,13.337246006116157,15.345064217380026,2.007818211263869
W02000142,14.563926807794473,13.490580397358395,15.653473765747515,2.1628933683891205
W02000143,14.623285974145512,13.534855701768127,15.711529236494373,2.1766735347262465
W02000144,14.538351456588865,13.47471694775534,15.603945117906333,2.129228170150993
W02000145,14.529263279595085,13.460043862339047,15.608480838507582,2.1484369761685347
W02000146,14.588166955919693,13.501835608629198,15.671381792884505,2.1695461842553065
W02000147,14.500607554698409,13.44448208327993,15.556130208709256,2.1116481254293262
W02000148,13.924973191354363,13.06049943221019,14.80803889399188,1.74753946178169
W02000149,14.411614147220208,13.406201025951015,15.432094107679495,2.02589308172848
W02000151,14.49778737894104,13.46200155415797,15.55278107033866,2.0907795161806906
W02000152,14.35044031724597,13.359951397135076,15.363917328745632,2.0039659316105567
W02000153,14.53093045631008,13.468790813441831,15.598946313579537,2.1301555001377057
W02000154,14.213347375936332,13.297176669000097,15.156021089825781,1.858844420825685
W02000156,14.453922587444806,13.45159150883192,15.516767534069213,2.065176025237294
W02000157,14.450244047339025,13.432587707853449,15.490862482416649,2.0582747745632
W02000158,14.405982994334389,13.410237902901542,15.424517738932538,2.0142798360309957
W02000159,14.395784595457519,13.392666692321313,15.435072442420752,2.042405750099439
W02000160,14.301248962911702,13.350419009664797,15.3005465448789,1.9501275352141025
W02000161,13.864911264258861,13.01157073850625,14.776261977812375,1.7646912393061243
W02000162,14.372565495862444,13.366735841159771,15.38801437165445,2.021278530494678
W02000163,12.509183715315716,11.347387287735954,13.697825372427507,2.350438084691554
W02000164,14.216642455117826,13.291129162973249,15.189697482040025,1.8985683190667757
W02000165,12.856902390349937,11.867893844926076,13.900398990206035,2.032505145279959
W02000166,13.996568410046327,13.117251014973595,14.903151708829071,1.785900693855476
W02000167,13.31314528204957,12.441787300189901,14.23627348223712,1.794486182047219
W02000168,14.283830761255178,13.343684735236188,15.277859271573579,1.934174536337391
W02000169,14.441214550486668,13.410939022594306,15.480413305179969,2.069474282585663
W02000170,13.525671477185393,12.69781124829966,14.37415502436217,1.6763437760625095
W02000171,14.334599296617384,13.38391404814936,15.32764113024988,1.9437270821005193
W02000172,14.001029129511695,13.126379235704905,14.907491697448764,1.7811124617438594
W02000173,14.033783015862056,13.152824164956684,14.931774347197734,1.7789501822410507
W02000174,13.763093800842606,12.92748363203954,14.619498790759774,1.6920151587202348
W02000175,12.565644005886215,11.40300890962899,13.744460691830705,2.3414517822017142
W02000176,13.03364743649859,12.115375762997747,14.001626740453764,1.886250977456017
W02000177,13.916707227949214,13.067904583503482,14.811293820512352,1.74338923700887
W02000178,12.880331079027545,11.93571477437317,13.865283283178432,1.9295685088052608
W02000179,14.100107542233005,13.21085539764269,15.008350785916615,1.7974953882739246
W02000180,13.118458190835966,12.213952196485248,14.061142382870203,1.847190186384955
W02000181,13.95491018562144,13.091265701998774,14.844972261020155,1.7537065590213814
W02000182,11.61616365680194,9.939699542064103,13.322105526683696,3.3824059846195933
W02000183,12.62764301685506,11.417526610110524,13.904536956316273,2.4870103462057482
W02000184,13.716075477241077,12.87750010546508,14.581138064114274,1.7036379586491943
W02000185,14.400847224516058,13.396632539263877,15.418703562699253,2.0220710234353767
W02000186,11.597155195630782,9.966028083879264,13.300854226468974,3.3348261425897103
W02000188,13.877600785437002,13.030610301409775,14.757809216590193,1.7271989151804181
W02000189,12.825330433110178,11.843758732077129,13.878902606446028,2.0351438743688988
W02000191,11.522709460859666,9.65259036174598,13.456274461944451,3.8036841001984705
W02000192,12.583938016417331,11.123303506908135,14.05628019009592,2.9329766831877855
W02000193,9.93685400084793,6.98992249084448,13.132649723971596,6.1427272331271165
W02000194,13.473527586628002,12.649166938041095,14.316966499839852,1.6677995617987573
W02000195,14.149430958803965,13.232854142695288,15.113061683571955,1.8802075408766665
W02000196,12.969470148245145,12.051231890800523,13.928947922543045,1.8777160317425228
W02000197,14.5106669874588,13.457279119385593,15.56940392813907,2.112124808753478
W02000198,13.519408238661343,12.686679303226724,14.363830335021673,1.6771510317949492
W02000200,14.49431732413345,13.445055789443508,15.548014059818655,2.1029582703751473
W02000201,14.467330160005833,13.430874224763109,15.546402678173614,2.115528453410505
W02000202,14.419140904319699,13.429901560175255,15.43665447544743,2.006752915272175
W02000204,14.138740813645656,13.227763640267415,15.076740683485253,1.8489770432178378
W02000205,14.069263288184272,13.193225112871108,14.969146524322083,1.775921411450975
W02000206,12.761980204752557,11.692913519573084,13.89462205059425,2.2017085310211666
W02000207,14.21527214265608,13.282908491231677,15.19232267009675,1.9094141788650738
W02000208,14.310325810042848,13.396418779547167,15.241314020183685,1.844895240636518
W02000210,13.228977594421115,12.349709212329948,14.153043554608036,1.803334342278088
W02000211,14.088697858993678,13.20127776904512,14.992895934014971,1.7916181649698508
W02000212,14.444290026240614,13.429246827904832,15.49539745260328,2.066150624698448
W02000213,14.07987635974086,13.197889937921625,14.979893216398178,1.7820032784765534
W02000214,12.520946445763796,11.393692723080255,13.696630806075238,2.3029380829949826
W02000215,12.471738276384698,11.279419350900582,13.695291996658492,2.4158726457579096
W02000216,14.122798091876444,13.240709256318192,15.026258039806622,1.78554878348843
W02000217,14.473119646903239,13.434223538227513,15.526475977615203,2.092252439387689
W02000218,14.294296156269567,13.348431165672674,15.279948445394252,1.9315172797215787
W02000219,13.874153708600947,13.022686103973857,14.753657362891659,1.7309712589178012
W02000220,14.418994322926762,13.41039216667628,15.444435654268133,2.0340434875918536
W02000221,14.427331162995651,13.431595761433012,15.45689108112222,2.0252953196892083
W02000222,14.387710554820199,13.419862427008262,15.404256964471482,1.9843945374632206
W02000223,14.273226896089117,13.325801091779397,15.267651932250216,1.9418508404708188
W02000224,14.168721296309602,13.254928511964776,15.08330927011005,1.8283807581452738
W02000225,14.033115896496838,13.149930075745687,14.90664071062095,1.7567106348752635
W02000226,14.314165282176914,13.37427245921248,15.340764132758615,1.966491673546134
W02000227,14.243401697870048,13.301855177949642,15.22513960707774,1.9232844291280973
W02000228,14.022254863340144,13.14228188709473,14.89982159196514,1.7575397048704087
W02000229,12.863150566161455,11.866168335501872,13.934245238268144,2.068076902766272
W02000230,14.437835676575638,13.434747880177829,15.483530097539715,2.048782217361886
W02000231,12.552185469729547,11.355103068584679,13.804196806299005,2.4490937377143265
W02000232,14.132473913965391,13.245652671710374,15.035022759544876,1.7893700878345022
W02000233,11.961203594419631,10.452599398199817,13.484723330417392,3.0321239322175746
W02000234,12.270263132464065,10.988968576696244,13.611338016381477,2.622369439685233
W02000235,13.72762311685402,12.881376347873047,14.594401113812603,1.713024765939556
W02000236,13.876990009201002,13.018824372554777,14.759581136598788,1.7407567640440114
W02000237,14.53173833568547,13.47510292584774,15.60103565780884,2.1259327319611003
W02000238,14.376067713230867,13.35589950839964,15.391264626533571,2.0353651181339316
W02000239,14.496488814620278,13.446013355126068,15.555074363575264,2.1090610084491956
W02000240,12.961111810909681,12.016516518956376,13.932520190304986,1.9160036713486104
W02000241,11.838848634028682,10.30301137299787,13.405313479410804,3.1023021064129335
W02000242,14.256017342528013,13.312846241910707,15.230841645702313,1.9179954037916058
W02000243,12.311028942530326,11.134262767304476,13.580108048045375,2.4458452807408992
W02000244,13.90787274075943,13.043047013255048,14.795997149371173,1.7529501361161248
W02000245,12.90028817378755,11.91605855496036,13.928217440389346,2.0121588854289865
W02000246,13.848944871943733,12.999254452042322,14.725360916346292,1.7261064643039692
W02000247,14.22782525974807,13.274170940443108,15.242526729084211,1.9683557886411034
W02000248,10.561002653764698,8.255207985318398,13.035567969418747,4.780359984100349
W02000249,11.0390985173656,9.088445014452093,13.073898872579088,3.985453858126995
W02000250,14.392463232558159,13.437431913292274,15.406404284752012,1.9689723714597385
W02000251,13.31038591520856,12.44993236833605,14.187954971554767,1.7380226032187167
W02000252,14.474980208145386,13.433407378368859,15.520270016726949,2.08686263835809
W02000253,14.183034704386968,13.275384316202308,15.120426962195763,1.8450426459934555
W02000254,14.18166794698555,13.262809630746931,15.10562088202584,1.8428112512789099
W02000255,14.207416616742666,13.28941358972227,15.146627355082927,1.8572137653606564
W02000256,14.16787231929833,13.25902864279719,15.104153998249787,1.8451253554525966
