area_id,time_id,msoa_name,direct_estimate,variance,n,fh_estimate,fh_variance,fh_lower,fh_upper,fh_ci_width,fh_std_resid
W02000292,2021,Caerphilly 003,0,0,6,0.11119255631648481,0.0016328745915830717,0.03199352087952741,0.19082018602589962,0.15882666514637223,-2.751688692276175
W02000293,2021,Caerphilly 004,0,0,4,0.11146181886517449,0.0019738862137550113,0.024158855883101515,0.1989050928057286,0.17474623692262709,-2.5087943839369187
W02000294,2021,Caerphilly 005,0.1119222634503804,0.01155757883382839,8,0.1230438683165963,0.0014654377636309727,0.048482434963289384,0.19887628911633026,0.15039385415304088,-0.09745669160661184
W02000295,2021,Caerphilly 006,0,0,5,0.11382905862698069,0.0018307891723478504,0.030577668298442856,0.19880602679768358,0.16822835849924073,-2.6603205951234457
W02000296,2021,Caerphilly 007,0.18886448092645217,0.020736039521925,7,0.12177680315267712,0.001596880360360006,0.04383507976186908,0.20087309066766473,0.15703801090579567,0.44892108630364025
W02000297,2021,Caerphilly 008,0,0,4,0.043727087355436456,4.397702672941317e-4,0.0024571376451056337,0.08470756437894156,0.08225042673383592,-2.085151517008576
W02000298,2021,Caerphilly 009,0,0,8,0.10908340546275135,0.0019575951132910583,0.022271762226470745,0.19630394026595163,0.1740321780394809,-2.465455973335755
W02000299,2021,Caerphilly 010,0,0,6,0.12117341338422008,0.0018250565284534132,0.037869977078750866,0.20576604508819413,0.16789606800944326,-2.836411134570892
W02000300,2021,Caerphilly 011,0,0,5,0.10972703045999775,0.0018299614296863086,0.025956460330765832,0.19416427290660207,0.16820781257583622,-2.5650312349658972
W02000301,2021,Caerphilly 012,0,0,8,0.10396996703104883,0.001889892634767888,0.01857593045153033,0.18962081493491556,0.17104488448338523,-2.391604379370638
W02000302,2021,Caerphilly 013,0,0,8,0.11439281412008957,0.0018192630935295344,0.03100202560119443,0.1987618673966587,0.16775984179546427,-2.681951928988777
W02000303,2021,Caerphilly 014,0,0,7,0.10411849345078407,0.0014108397922109222,0.030407183275957844,0.17793750307538642,0.14753031979942857,-2.77197318836344
W02000304,2021,Caerphilly 015,0,0,7,0.08011409954014852,0.0010879155079557819,0.015073099944792806,0.144548070550202,0.1294749706054092,-2.4289097148970495
W02000305,2021,Caerphilly 016,0.573935559463205,0.05833176520419561,5,0.12340081731188028,0.002047927859546826,0.035178566720384,0.21311298332440817,0.17793441660402418,1.8335081127405903
W02000306,2021,Caerphilly 017,0,0,8,0.1259879387290511,0.0017663889722645545,0.04414730751203019,0.20937378469721357,0.16522647718518338,-2.9976836431889162
W02000307,2021,Caerphilly 018,0.4320452407582359,0.03625548987556307,7,0.14823171558871207,0.0017844682749285391,0.06638943532441682,0.2323920454778992,0.1660026101534824,1.4551677887907755
W02000308,2021,Caerphilly 019,0,0,7,0.10215857953277288,0.0014599926827648744,0.026962235440256582,0.17708513162253656,0.15012289618227997,-2.6736189211009886
W02000309,2021,Caerphilly 020,0,0,7,0.1341388888506221,0.0016738719505973096,0.054536898137587525,0.21533430321184405,0.16079740507425652,-3.278638909331604
W02000310,2021,Caerphilly 021,0,0,7,0.1245578749396229,0.0018417433124223203,0.04063139486692542,0.2094206193059085,0.1687892244389831,-2.902395816707309
W02000311,2021,Caerphilly 022,0,0,2,0.10238586934808823,0.0013198545288455046,0.03072745734741618,0.17339247101480978,0.1426650136673936,-2.8182336019179015
W02000312,2021,Caerphilly 023,0.3425450280076635,0.04832520891100893,5,0.12876511317130496,0.0019218452090219785,0.04307309495438015,0.21547454078845782,0.17240144583407768,0.9536995927793309
W02000313,2021,Caerphilly 024,0,0,3,0.12766826805681633,0.0019522463590476056,0.04113485219398322,0.21491320648405327,0.17377835429007005,-2.889453142558152
W02000314,2021,Blaenau Gwent 001,0,0,11,0.09574808508726253,0.0015972623238215656,0.017505956614570037,0.17454035664907833,0.1570344000345083,-2.3957526280893
W02000315,2021,Blaenau Gwent 002,0,0,5,0.05109113609326237,5.59940794580258e-4,0.004544475390892255,0.09736283814150505,0.0928183627506128,-2.159108690188101
W02000316,2021,Blaenau Gwent 003,0,0,8,0.10886642458647507,0.0015756845532525017,0.0313351235856907,0.1873231250087078,0.1559880014230171,-2.742580104521826
W02000317,2021,Blaenau Gwent 004,0.07684608211718354,0.0055712179983515,13,0.11148550649132223,0.0013835494099453964,0.0388963704325985,0.18497421769470412,0.14607784726210563,-0.4153644860680415
W02000318,2021,Blaenau Gwent 005,0.09591177864401844,0.00500803683223185,13,0.07272953721933437,7.653223717341605e-4,0.018359584074640875,0.1269019972610041,0.10854241318636322,0.30509924632488583
W02000319,2021,Blaenau Gwent 006,0.3324055890215195,0.03546240437466064,7,0.1134550068872937,0.0014424069882670169,0.039277453039193666,0.18847444468034863,0.14919699164115496,1.1397369003617035
W02000320,2021,Blaenau Gwent 007,0,0,10,0.11148260854461896,0.0016896187689380508,0.03137572643075673,0.19295276440972126,0.16157703797896453,-2.7121440937384933
W02000321,2021,Blaenau Gwent 008,0.1427824828460426,0.01653797436940841,13,0.10070801135062567,0.001772825526339667,0.01828533396173404,0.1838220836462336,0.16553674968449955,0.3109317070144089
W02000322,2021,Blaenau Gwent 009,0.27964622072196255,0.02017118479351907,12,0.12102356798296075,0.001514298739796343,0.0452554202657835,0.19809243931911993,0.15283701905333644,1.0771610808038907
W02000323,2021,Torfaen 001,0,0,3,0.060296555289838606,8.020650064831762e-4,0.004526111085440522,0.11564698500046558,0.11112087391502506,-2.1290591017784313
W02000324,2021,Torfaen 002,0.14659302990796735,0.01220798597388092,8,0.0933235165914419,0.0013014497938939934,0.022704790802018454,0.16438550386916279,0.14168071306714433,0.4583108339598884
W02000325,2021,Torfaen 003,0.14780344870627912,0.01885439370001807,7,0.10985746336527968,0.0015830966038576867,0.032084637460499846,0.1883949712804222,0.15631033381992238,0.26543125019705033
W02000326,2021,Torfaen 004,0,0,8,0.07311095395931798,9.264648979256176e-4,0.013173091248148625,0.13262286922535765,0.11944977797720903,-2.4019721410637223
W02000327,2021,Torfaen 005,0,0,7,0.05225846704040895,6.4889518971936e-4,0.0021508716721719973,0.10207786436835414,0.09992699269618215,-2.051489925365079
W02000328,2021,Torfaen 006,0.13336829110225745,0.01636135473065036,6,0.08653458297094004,0.0011924942244623995,0.01870638746353888,0.15426044108447406,0.1355540536209352,0.35348612089322307
W02000329,2021,Torfaen 007,0.07459865787870286,0.00544087502413176,9,0.11101557642386697,0.0012986097776002002,0.04046478595647646,0.1819663356792477,0.14150154972277124,-0.4435982718820775
W02000330,2021,Torfaen 008,0,0,6,0.11249678433941658,0.0018615447227468605,0.02848918026598969,0.19811938031191015,0.16963020004592044,-2.6073742449378106
W02000331,2021,Torfaen 009,0,0,5,0.13476124081453597,0.0020455058942456463,0.04665945748060302,0.22439557522875586,0.17773611774815284,-2.9796457470366304
W02000332,2021,Torfaen 010,0,0,10,0.08322938002533986,9.444137089101794e-4,0.022690465402750506,0.1432856826301938,0.1205952172274433,-2.708292195950368
W02000333,2021,Torfaen 011,0,0,14,0.10437688143857866,0.0019119226179337874,0.01873750269179493,0.1906781744159628,0.17194067172416788,-2.387092022797151
W02000334,2021,Torfaen 012,0.43663510383048343,0.09292600955045602,3,0.12083135599038304,0.0016480228897274853,0.041853447213453035,0.20138638151503857,0.15953293430158555,1.0269075014021274
W02000335,2021,Torfaen 013,0.06905700055019381,0.00495079082797615,7,0.0947211950865505,0.0013976420760321365,0.021292909842350716,0.16815395191515603,0.14686104207280531,-0.3221027047162078
W02000336,2021,Monmouthshire 001,0,0,5,0.0410378903078365,3.9822563509788253e-4,0.0018011417976725591,0.0800683808084886,0.07826723901081604,-2.0564607245109285
W02000337,2021,Monmouthshire 002,0.0664034393909624,0.00464130879896362,12,0.09897194202791516,9.527681379725688e-4,0.038297768863083906,0.15941929108489902,0.12112152222181512,-0.4354452670390772
W02000338,2021,Monmouthshire 003,0.08117764504973123,0.00683891887556973,7,0.10975236770943739,0.0014140189321030698,0.03649465813639574,0.18418711394213672,0.14769245580574097,-0.31454134369759873
W02000339,2021,Monmouthshire 004,0.0805840494703497,0.00235258584608737,22,0.10295392139724023,0.0010526866439057021,0.039299290363211045,0.1666353468539331,0.12733605649072205,-0.38334302245713114
W02000340,2021,Monmouthshire 005,0.2493855064044002,0.04461862826729217,5,0.09553364563599265,9.30813038105884e-4,0.03563659370877333,0.15535625296684466,0.11971965925807132,0.7208770940649954
W02000341,2021,Monmouthshire 006,0.05331547271456603,0.0029665693676985,8,0.04875412756808117,3.6853023036080703e-4,0.01102802087561746,0.08632118208309397,0.0752931612074765,0.07898389224760119
W02000342,2021,Monmouthshire 007,0,0,9,0.1153932606808304,0.0018498217967603643,0.03145119991631626,0.20047670320752742,0.16902550329121116,-2.6829680392221955
W02000343,2021,Monmouthshire 008,0,0,16,0.09910456485623424,0.0013675241441812001,0.02642125160780795,0.17161646335070152,0.14519521174289357,-2.6799467059386752
W02000344,2021,Monmouthshire 009,0.15467507421381077,0.0150305474461935,9,0.1168945962596466,0.0016502627179750143,0.03774068431997414,0.19733920459106158,0.15959852027108745,0.2925222315538368
W02000345,2021,Monmouthshire 010,0.2752911092516351,0.01877852125088854,12,0.13670320146009907,0.001643774942248495,0.057809233588936054,0.21702796088796417,0.1592187272990281,0.969779619934056
W02000346,2021,Monmouthshire 011,0,0,9,0.11576222797611671,0.001668802868163285,0.03592145145157326,0.19639438032167766,0.1604729288701044,-2.8337684317274947
W02000347,2021,Newport 001,0.17701533329397057,0.01331387707291669,11,0.09854696793958026,0.001042086976105826,0.03518914540796832,0.16188099113355447,0.12669184572558617,0.6549051784458132
W02000348,2021,Newport 002,0,0,4,0.1068104807749683,0.002139889961748161,0.015805219724607897,0.19771619084324038,0.18191097111863247,-2.3089692500070442
W02000349,2021,Newport 003,0.11657089572760564,0.01464963988680642,5,0.1226337991881203,0.001419446391304634,0.0489224770094224,0.19687659316514827,0.14795411615572587,-0.047828312893463
W02000350,2021,Newport 004,0.222557700948331,0.04184543372881259,4,0.07105108734239006,8.50149280987299e-4,0.01369202617766279,0.12809922577457933,0.11440719959691653,0.7332298165079203
W02000351,2021,Newport 005,0.22744423718807197,0.06188759010254333,2,0.07233883551831992,8.720821518021583e-4,0.01412368876854083,0.1299738850082683,0.11585019623972745,0.6191367587499811
W02000352,2021,Newport 006,0.519228760498974,0.124907484922061,2,0.1291702415579252,0.0016347424733883544,0.04985050679034045,0.20865948182648067,0.15880897503614022,1.0965085693278394
W02000353,2021,Newport 007,0.26820930542550536,0.05444648310025773,4,0.11969140368744746,0.0019692303252148674,0.03260567591095612,0.20695463816979387,0.17434896225883775,0.6252860828853587
W02000354,2021,Newport 008,0,0,6,0.1047452375945038,0.002191370729919196,0.012590516645076627,0.1966451721271328,0.18405465548205618,-2.2375685951195026
W02000355,2021,Newport 009,0.11442809147415396,0.01383337750064948,4,0.11386443371493087,0.0017506823483355875,0.03190766255194978,0.19637999645540682,0.16447233390345706,0.004515181224059923
W02000356,2021,Newport 010,0.8335123279112889,0.02909343926723593,3,0.15286985517580406,0.001861714765107568,0.06917452483825577,0.238639095245215,0.16946457040695923,3.868588721117554
W02000357,2021,Newport 011,0,0,3,0.11902319239773868,0.002542703327510575,0.019672432397016826,0.21784514191316678,0.19817270951614996,-2.360389906745512
W02000358,2021,Newport 012,0.40342087507914787,0.03613973204470329,8,0.1338727637546055,0.002000247538124167,0.04664277245602699,0.22246974319101076,0.17582697073498377,1.380212845553958
W02000359,2021,Newport 013,0.1697570567083315,0.02611475602287101,5,0.13008657535070084,0.001946914411545823,0.04353384593365216,0.21680341820156446,0.1732695722679123,0.23681581950869096
W02000360,2021,Newport 014,0.22926892251601105,0.036586042294795,8,0.13809847835504635,0.0017950530128492508,0.05482770888750048,0.2212166691983603,0.1663889603108598,0.4653667910134682
W02000361,2021,Newport 015,0.04798596142166566,0.0024393235280123,9,0.0754755407270037,0.0011438677661565202,0.008893146757509116,0.14163483764565404,0.13274169088814491,-0.459233008414102
W02000362,2021,Newport 016,0,0,3,0.11992601072232731,0.0018863628755673104,0.03481672220518482,0.20553506278769695,0.17071834058251212,-2.7612184522931957
W02000363,2021,Newport 017,0,0,9,0.1004323376168974,0.0014656825541546745,0.024978292831242283,0.1753153735172821,0.15033708068603982,-2.623334144844677
W02000364,2021,Newport 018,0.04379930036359009,0.00243647775245415,6,0.0882869701161665,0.0011102871439120027,0.022640741154071456,0.15339276207209396,0.13075202091802252,-0.7470049117808687
W02000365,2021,Newport 019,0.48010813542985065,0.0356181991786642,9,0.13910105072193354,0.002056418962393506,0.050619291415956044,0.2289020001140506,0.17828270869809454,1.7568673518825237
W02000366,2021,Newport 020,0,0,4,0.07404935091351586,8.578787697392709e-4,0.016327278407040006,0.13125490130025932,0.11492762289321931,-2.5281817725838702
W02000367,2021,Cardiff 001,0.14631232104499473,0.02102053179256693,6,0.1436505496301081,0.0018253723339593034,0.06058623313934615,0.22850007946264886,0.1679138463233027,0.017610293000841083
W02000368,2021,Cardiff 002,0.30445436137243015,0.05767380762701814,5,0.14261153287954248,0.0019192774523650279,0.05708438423901192,0.22921742493900765,0.17213304069999574,0.6629725169089742
W02000369,2021,Cardiff 003,0.5141819474538545,0.07225310715612424,8,0.1309874582163688,0.0015994242585839584,0.05293256280806154,0.2100560569418888,0.15712349413382726,1.4100566522851592
W02000370,2021,Cardiff 004,0.28522044059785767,0.05542380009511634,5,0.16388616470694786,0.002000714779821923,0.07751625158103707,0.2533051760891957,0.17578892450815864,0.5063313700560429
W02000371,2021,Cardiff 005,0.06381581887068648,0.00428990251898288,8,0.12471344335054936,0.0012846632433178259,0.054278139726787536,0.19499771281696499,0.14071957309017746,-0.815633077961549
W02000372,2021,Cardiff 006,0,0,7,0.15237013541013106,0.001940500534595421,0.06678649573458448,0.2399886353070512,0.17320213957246672,-3.4589395339826803
W02000373,2021,Cardiff 007,0,0,8,0.1579505142711203,0.001970317030125193,0.0716757006024338,0.2461380745480266,0.1744623739455928,-3.558385441293885
W02000374,2021,Cardiff 008,0.16352208568012455,0.01383165457348628,8,0.1440437707698197,0.0016309864707601018,0.06517589672902482,0.22382326562718075,0.15864736889815592,0.15664247836462472
W02000375,2021,Cardiff 009,0,0,4,0.15003974949708504,0.001990720257537527,0.06344571989712054,0.23884683452809188,0.17540111463097136,-3.3628013451580454
W02000376,2021,Cardiff 010,0,0,11,0.1613230091613053,0.0019318424857356078,0.07599419387931033,0.24877344753886366,0.17277925365955332,-3.670375166462035
W02000377,2021,Cardiff 011,0.5182159042391264,0.0582144569815675,6,0.12783432424208205,0.0016511776332674424,0.048585580487327154,0.2082391651118673,0.15965358462454016,1.5955136429791292
W02000378,2021,Cardiff 012,0.13365947411566514,0.018358200350305,5,0.15275215439715417,0.001841045124470666,0.06902451457754268,0.23761639922734668,0.168591884649804,-0.13433813865556227
W02000379,2021,Cardiff 013,0,0,9,0.14825230820742322,0.002173734553799864,0.057225010725747275,0.2405212429999518,0.18329623227420455,-3.1797883167715972
W02000380,2021,Cardiff 014,0,0,7,0.13114075369966974,0.001841095291853778,0.0472366751433613,0.21594930077014923,0.16871262562678793,-3.0563250546635383
W02000381,2021,Cardiff 015,0,0,1,0.15194331575788322,0.001925628957934123,0.06685259103683067,0.2393375542656744,0.17248496322884374,-3.462543955881329
W02000382,2021,Cardiff 016,0.07653429651474196,0.00624813426685928,6,0.1267535027585046,0.00150351859932063,0.05061534612340654,0.2028874337422937,0.15227208761888716,-0.5703910285767544
W02000383,2021,Cardiff 017,0.16868443322707682,0.02885570713132928,5,0.1501920227258254,0.0018618469891081638,0.0659030646059836,0.23544791241448323,0.16954484780849965,0.10551160015102713
W02000384,2021,Cardiff 018,0,0,6,0.13838984148426123,0.001859540706173942,0.05397726967201004,0.2234906417062624,0.16951337203425237,-3.2092338697133926
W02000385,2021,Cardiff 019,0,0,4,0.1444765624324954,0.0018046892344757495,0.0611839933127607,0.2281326170573767,0.166948623744616,-3.4009181978655127
W02000386,2021,Cardiff 020,0.5833751796469482,0.03986579755713218,8,0.17208353633521423,0.0020384651389030767,0.08456842194414176,0.26198602518443365,0.17741760324029188,2.0091889625495676
W02000387,2021,Cardiff 021,0.41316164609251266,0.04486244811532508,8,0.1862333990412393,0.0019194768828387704,0.10153986970965112,0.2736694097493399,0.17212954003968878,1.049178818502333
W02000388,2021,Cardiff 022,0.03079413991411704,0.00116276356308988,8,0.07118350195399274,7.24575521541612e-4,0.01817188689355885,0.12377300780574142,0.10560112091218257,-0.9296982780226789
W02000389,2021,Cardiff 023,0.11713845390239466,0.0136158054645015,5,0.07098094854271009,6.390897084865592e-4,0.021121821357192913,0.12027724746133242,0.09915542610413951,0.38659863368214314
W02000390,2021,Cardiff 024,0.20692314337625012,0.03299166017010988,6,0.16499250909839114,0.00194231723847248,0.07940643696867483,0.2526043303339011,0.17319789336522629,0.22434036101923077
W02000391,2021,Cardiff 025,0.17284998566812504,0.02790491275449387,4,0.19191772630855183,0.0025577811976980123,0.0927771719096123,0.2913858517979504,0.1986086798883381,-0.10924839928269943
W02000392,2021,Cardiff 026,0.16956164171937987,0.0234886960036483,8,0.1673135177912561,0.0018194313084173054,0.08437461993102771,0.2520244136643067,0.167649793733279,0.014131564427179692
W02000393,2021,Cardiff 027,0,0,5,0.15739133217435253,0.0019124844702972305,0.0722100547843908,0.24412460223243682,0.17191454744804602,-3.599000049706799
W02000394,2021,Cardiff 028,0,0,5,0.22718068673186795,0.003350026879073008,0.11399332019566134,0.34122951411253255,0.22723619391687122,-3.9250686968243866
W02000395,2021,Cardiff 029,0.3244584508651281,0.04226143374591339,6,0.14551060973605826,0.0016482677772227776,0.06573015285349586,0.22517524258388155,0.15944508973038568,0.8539770919277857
W02000396,2021,Cardiff 030,0,0,4,0.18722504340575505,0.002161439075878992,0.09599029420388894,0.2785934238402846,0.1826031296363957,-4.0271002464348165
W02000397,2021,Cardiff 031,0.13461226956242411,0.01630492688944871,10,0.1359966885242238,0.0014780512428802688,0.06058527513339018,0.21156834015095494,0.15098306501756475,-0.010381623908503603
W02000398,2021,Cardiff 032,0,0,7,0.22644448489796565,0.0025766683272828647,0.1268779563439899,0.32601051218983224,0.19913255584584233,-4.461002722322136
W02000399,2021,Cardiff 033,0.2355382443273811,0.02513088401112957,7,0.17916667468458347,0.0015844743471794473,0.10070055002660643,0.25690328996352224,0.1562027399369158,0.3448892244196491
W02000400,2021,Cardiff 034,0.13383546070830082,0.01711177691599993,5,0.18824216054042986,0.0019352845980383988,0.10284873606993968,0.27565638877100074,0.17280765270106108,-0.39421976194166247
W02000401,2021,Cardiff 035,0.4940242110912581,0.04708333986320062,9,0.18629176548882742,0.0020120930114485495,0.09904484625614066,0.2752291348570664,0.17618428860092575,1.3888416800320382
W02000402,2021,Cardiff 036,0,0,6,0.2008500035687209,0.002363871921049171,0.1055764836320508,0.29663222352445356,0.19105573989240277,-4.131044495596847
W02000403,2021,Cardiff 037,0,0,7,0.1445555728919516,0.0019545959177405224,0.058150949918050254,0.23195799313806562,0.17380704322001536,-3.2696882416649875
W02000404,2021,Cardiff 038,0,0,7,0.16640733995115434,0.002168340479446688,0.07518681383073383,0.25819641886315137,0.18300960503241753,-3.573623041467212
W02000405,2021,Cardiff 039,0.12852043024098997,0.01414476040138025,11,0.15452845042731425,0.0017862801654402113,0.07184804402213872,0.2378691929205141,0.16602114889837538,-0.20605597952758367
W02000406,2021,Cardiff 040,0,0,7,0.15993141186575952,0.001904658029710772,0.07446107942663183,0.2459152083071332,0.17145412888050138,-3.6645889288249762
W02000407,2021,Cardiff 041,0,0,7,0.13328036030973706,0.0022807240324221214,0.039964298154194916,0.2278043424955905,0.1878400443413956,-2.7908069042456556
W02000408,2021,Cardiff 042,0,0,5,0.1424966891166513,0.0017412336398294657,0.06011245109120819,0.22390116213997344,0.16378871104876525,-3.4148863078190694
W02000409,2021,Cardiff 043,0,0,8,0.1575460073362281,0.0018506201542567574,0.07382416933023433,0.24286363362187763,0.1690394642916433,-3.6622564926081376
W02000410,2021,Cardiff 044,0,0,4,0.15084877126473684,0.0017538621614557048,0.06838080828992732,0.23276284599842248,0.16438203770849516,-3.6020028135754205
W02000411,2021,Cardiff 045,0.12390080101473344,0.01519457361976722,6,0.1637912540975959,0.0018512477222580072,0.08045774879143765,0.24948761589220986,0.16902986710077222,-0.30553432163978955
W02000412,2021,Cardiff 046,0,0,7,0.14384898997339784,0.00170989116034442,0.06258480328358354,0.22503606167383203,0.1624512583902485,-3.4787449052093042
W02000414,2021,Powys 020,0.13931155955565344,0.00650849234472328,17,0.13105862237318727,0.0013931838406723537,0.05840190703842123,0.20499353473542725,0.146591627697006,0.09284294874001192
W02000415,2021,Merthyr Tydfil 008,0.19585793791323836,0.01237457231515581,14,0.11527350296050375,9.516576541671926e-4,0.05478886349908954,0.17584880471926556,0.12105994122017602,0.6980676515332855
W02000416,2021,Powys 021,0.07227103201458769,0.0027983293569637,23,0.08671844406936556,8.318154613514506e-4,0.030070196008459893,0.14325355989026348,0.11318336388180358,-0.23978835264399084
W02000417,2021,Neath Port Talbot 020,0.17453315070401065,0.0163979100923879,17,0.10672925491891454,0.0017863545862519606,0.02411679241062238,0.1902668245896022,0.16615003217897983,0.5028133218706861
W02000418,2021,Carmarthenshire 027,0.25890622374747385,0.02011824679180617,13,0.12035982865979142,0.0015590369581682964,0.04357733816035074,0.19871089580150342,0.15513355764115266,0.9410068804318121
W02000419,2021,Denbighshire 017,0.6927867060761899,0.03437899344324663,6,0.13603716067155433,0.00208246234951737,0.0479938448534552,0.22728098179895845,0.17928713694550324,2.915700214194847
W02000421,2021,Ceredigion 011,0,0,5,0.11764175405585892,0.0015773619072144507,0.04044018250912548,0.19653064452886854,0.15609046201974305,-2.962073406114128
W02000422,2021,Cardiff 048,0.6527917608833991,0.06382526590078362,4,0.1730040477551423,0.0019590577069296196,0.08672394730001842,0.260602101701724,0.17387815440170556,1.8706300865930072
W02000423,2021,Cardiff 049,0.28636207675085457,0.05171990262301033,6,0.18815355054798352,0.0020556414390471775,0.09954032367849114,0.27775302480451736,0.17821270112602622,0.4235032887553731
W02000424,2021,Wrexham 021,0,0,3,0.0368635486681657,9.464628080060453e-4,-0.023791948125767653,0.09692491655253023,0.12071686467829788,-1.198244278322479
W02000425,2021,Wrexham 022,0.3765990236350886,0.08291873523211025,3,0.11292878007868702,0.0018581365342716877,0.02922692238423792,0.19864103815033218,0.16941411576609428,0.9055708342688742
W02000426,2021,Wrexham 023,0.1457022301622879,0.01998616893545668,5,0.09866121540955458,0.001639207443638383,0.01946587259542655,0.1784688046280219,0.15900293203259536,0.31988571335395266
W02000427,2021,Neath Port Talbot 021,0.17594921208937675,0.02407479984200419,9,0.05805454161647945,7.754924924482967e-4,0.0030804766917530424,0.11233701312956088,0.10925653643780783,0.7478739771265271
W02000428,2021,Swansea 032,0.16492194552070902,0.01449449700169193,12,0.11567549815166987,0.0018259539834663276,0.0321420344778086,0.2000810636864267,0.16793902920861808,0.38548619369612486
W02000001,2023,Isle of Anglesey 001,0.18565260641894785,0.0160569283101873,9,0.07531404934786369,1.9745599903102286e-4,0.04776130623354503,0.10284323719496741,0.05508193096142238,0.8654501118570562
W02000002,2023,Isle of Anglesey 002,0.48853585090916113,0.03329906285454524,8,0.14608028938709536,8.692322884971647e-4,0.08817417181598605,0.20384836298599604,0.11567419117000999,1.852646535721164
W02000003,2023,Isle of Anglesey 003,0.5456427510644392,0.09405494524933898,3,0.16658363960028771,0.0011793608004846865,0.09923346923516438,0.23402394317796943,0.13479047394280505,1.2283163408169064
W02000004,2023,Isle of Anglesey 004,0,0,11,0.15068519016305598,0.0019456630593527278,0.06431887054961302,0.2376778350260222,0.17335896447640917,-3.416148599185216
W02000005,2023,Isle of Anglesey 005,0.4171105013713594,0.02600708736442021,10,0.16833838985712005,0.0012890598711263156,0.09808809579545254,0.23901894050194497,0.14093084470649242,1.5057435666978605
W02000006,2023,Isle of Anglesey 006,0,0,5,0.15172214488520297,0.0010244615830556256,0.08894688464024747,0.21454782699036004,0.12560094235011257,-4.740248779615084
W02000007,2023,Isle of Anglesey 007,0.09184314433287606,0.00845292408699315,6,0.14492500865574315,0.0010671226089374421,0.08083882227250645,0.20904020028106357,0.12820137800855713,-0.5440347341253448
W02000008,2023,Isle of Anglesey 008,0.06211923226941231,0.00386535618315295,9,0.1369047181527833,9.563180490290841e-4,0.07616156286439305,0.19749203144404348,0.12133046857965044,-1.0770066559690359
W02000009,2023,Isle of Anglesey 009,0,0,10,0.17293309732449075,0.0016599295037638439,0.09351023368507577,0.25357850763576684,0.16006827395069106,-4.244566067940023
W02000010,2023,Gwynedd 001,0.8613292132743351,0.02163078010589764,3,0.23554818702959923,0.0019121217524582653,0.14991537370957747,0.3214739689918377,0.17155859528226025,4.07842419955879
W02000011,2023,Gwynedd 002,0,0,7,0.11777341489615895,5.783721832096929e-4,0.07050988628782454,0.16483361623984893,0.0943237299520244,-4.897151831446027
W02000012,2023,Gwynedd 003,0.4428703168015301,0.05179742526544381,5,0.15164201956465875,0.00167429873577429,0.07181584427480674,0.23257002826578502,0.1607541839909783,1.2594225865260893
W02000013,2023,Gwynedd 004,0.15253095293977811,0.01980468659471703,7,0.14615888981690422,0.0013558001741997667,0.07403808902488913,0.21858782652591077,0.14454973750102162,0.04380435021006697
W02000014,2023,Gwynedd 005,0.7807750363518592,0.02749290513071423,6,0.1837970083147847,0.0016313431036489372,0.10573252971430984,0.26435957438866,0.15862704467435013,3.4980900492681752
W02000015,2023,Gwynedd 006,0.4101724213071303,0.09035637635772605,3,0.15161166903206505,0.0016368954598464482,0.07217202209207033,0.231068945580636,0.15889692348856568,0.8524807287418218
W02000016,2023,Gwynedd 007,0,0,4,0.15986123514231754,0.0018043726735546136,0.0769784746599364,0.24391464732496876,0.16693617266503236,-3.7633970792243097
W02000017,2023,Gwynedd 008,0.1677875833576799,0.03069489913364147,3,0.1573083290012955,0.001552965279217458,0.0803222396223051,0.2350883840174331,0.15476614439512798,0.05835524574171121
W02000018,2023,Gwynedd 009,0.3894890347740432,0.09116285542589674,3,0.16650980639360372,0.0015823339568114966,0.08910889517087409,0.24537092078115394,0.15626202561027985,0.7321814337127768
W02000019,2023,Gwynedd 010,0.186320668723806,0.02948498924564126,5,0.1657572296493464,0.0015310118124231035,0.08964143501158607,0.24333327215394046,0.1536918371423544,0.11676235542574867
W02000020,2023,Gwynedd 011,0.1307567077994757,0.01491441663403652,9,0.1486385163824235,0.0011728953718241342,0.08152660199407659,0.21593896763817266,0.1344123656440961,-0.14098395812313697
W02000021,2023,Gwynedd 012,0.4465195232973333,0.09508480775803044,3,0.1442916275479012,0.0012219915647860985,0.0756495519527987,0.21285030446892073,0.13720075251612202,0.9738814026101343
W02000022,2023,Gwynedd 013,0,0,3,0.09789893709707219,4.6320881909250704e-4,0.05563573965629265,0.14004112511848837,0.08440538546219573,-4.548723798010396
W02000023,2023,Gwynedd 014,0,0,5,0.14667432005809536,0.002606752312151475,0.045746980321938815,0.246754244129615,0.2010072638076762,-2.872792113713771
W02000024,2023,Gwynedd 015,0,0,5,0.15921329903463288,0.001911812619109575,0.07390013956231066,0.24586974666084932,0.17196960709853865,-3.641301830482037
W02000025,2023,Gwynedd 016,0,0,1,0.15730826679151402,0.0015884436335965415,0.0793491802544319,0.2359154068594088,0.15656622660497688,-3.9469865083294247
W02000026,2023,Gwynedd 017,0.41717904425518626,0.05333459473588196,5,0.1597493669472786,0.0017488814483260925,0.07814111691522495,0.24248219102326535,0.16434107410804039,1.0968517751237103
W02000027,2023,Conwy 001,0.07201612177035013,0.00542375678925592,6,0.1497335108000875,0.001579161915853382,0.07127392860430416,0.22727642561964237,0.1560024970153382,-0.9287068724683545
