area_id,time_id,msoa_name,direct_estimate,variance,n,fh_estimate,fh_variance,fh_lower,fh_upper,fh_ci_width,fh_std_resid
W02000036,2021,Conwy 010,0,0,9,0.08199988918183224,0.0010423471990783234,0.01866951088372014,0.14538097336690348,0.12671146248318332,-2.5398441227999133
W02000037,2021,Conwy 011,0.18730064894195425,0.02642139122380393,9,0.08921535222856929,0.0015597673286165646,0.012121588930438465,0.16729198442519594,0.15517039549475747,0.5863690836051296
W02000038,2021,Conwy 012,0,0,4,0.09311928631209915,0.0015734950000015884,0.015556761331392055,0.17136661996629832,0.15580985863490626,-2.347507320088773
W02000039,2021,Conwy 013,0,0,4,0.026416563427026477,2.4655424682856747e-4,-0.004418327382619883,0.057163428122915486,0.061581755505535365,-1.6823644206099633
W02000040,2021,Conwy 014,0,0,9,0.09621214334171405,0.0018637076320288605,0.012094596302709301,0.1818879544284981,0.16979335812578877,-2.228645525528308
W02000041,2021,Conwy 015,0,0,5,0.03907328184215433,4.3020629101061305e-4,-0.0017082197896696322,0.07964584784178841,0.08135406763145804,-1.8838291446324742
W02000042,2021,Denbighshire 001,0.08310723454801548,0.00776025183408073,6,0.10398655757554902,0.0013306172921797917,0.03262792077629595,0.1758247057666858,0.14319678499038985,-0.21898466869182165
W02000043,2021,Denbighshire 002,0.09760301676463667,0.00939359001374457,6,0.0912502865472211,0.0017307421847893303,0.00964503440059794,0.1731042891519645,0.16345925475136655,0.06023146654956626
W02000044,2021,Denbighshire 003,0,0,5,0.03796912838625733,4.24385269908362e-4,-0.0025055691355342496,0.07829205641672261,0.08079762555225686,-1.843106696047976
W02000045,2021,Denbighshire 004,0.5055304661328172,0.1252931707786196,2,0.11931468149228164,0.00178668242297313,0.0367017483564612,0.20273989357247474,0.16603814521601354,1.0834070746065556
W02000047,2021,Denbighshire 006,0.7664673715912351,0.01979925801996805,7,0.05685601532543335,4.528507502594426e-4,0.015040431777876215,0.09850493711373431,0.0834645053358581,4.9863806834941276
W02000049,2021,Denbighshire 008,0.39874769738438265,0.04553724994701191,6,0.09311482153770469,0.0019086490253705354,0.008027231864080886,0.179845169289985,0.17181793742590412,1.403139103776909
W02000050,2021,Denbighshire 009,0.11995833006885533,0.01374006697519294,6,0.0831154107805379,0.0014820130136328673,0.007841562798728816,0.15904698709840923,0.15120542429968042,0.2986187236022426
W02000051,2021,Denbighshire 010,0.2317161438545716,0.02065744504654773,10,0.09656467798022855,0.0018148857488530857,0.013536641548648393,0.18103369588800083,0.16749705433935244,0.9015642889543984
W02000052,2021,Denbighshire 011,0.12311978967183251,0.01410254943464735,6,0.09816960936420381,0.0015172861713536234,0.021947436209927243,0.17494483006908634,0.15299739385915911,0.19963443689600807
W02000053,2021,Denbighshire 012,0,0,5,0.0733861851354229,0.0012262437054369208,0.004632405851843602,0.14213074823090638,0.13749834237906278,-2.095684574040236
W02000054,2021,Denbighshire 013,0.2460556360699084,0.03068042426516305,7,0.11561393572040772,0.0017591210433147604,0.03442571748753766,0.19928671976705647,0.16486100227951883,0.7242342714793352
W02000055,2021,Denbighshire 014,0,0,8,0.09727118948030355,0.001904682103127683,0.012105583730157188,0.1836605811107866,0.1715549973806294,-2.228809633094356
W02000056,2021,Denbighshire 015,0,0,5,0.04355635912024274,5.0070254067971e-4,-4.530305520613065e-4,0.08731762049317421,0.08777065104523551,-1.9465325586297348
W02000057,2021,Denbighshire 016,0,0,8,0.10112802719343318,0.0016420034753511228,0.02214272354649155,0.1814206878633019,0.15927796431681035,-2.495654718045084
W02000058,2021,Flintshire 001,0,0,4,0.10079192696580799,0.0017386734000668612,0.019775679340316224,0.1836179864517702,0.16384230711145398,-2.417223141091274
W02000059,2021,Flintshire 002,0,0,4,0.09362234664111457,0.0015582187590944385,0.01650263194373955,0.17158446454750095,0.1550818326037614,-2.371730334657484
W02000060,2021,Flintshire 003,0,0,9,0.09931257178856846,0.001747435264097454,0.017676452658266964,0.1819335495530854,0.16425709689481843,-2.375766097577241
W02000061,2021,Flintshire 004,0.07092279883856752,0.00507441700753664,8,0.08820615403909399,0.0010202153496923112,0.02549601876752683,0.15083415022164426,0.12533813145411743,-0.2213881131890141
W02000062,2021,Flintshire 005,0.3169497019631973,0.03389740936116187,15,0.11284357121736248,0.0018194835654065848,0.030242827054788465,0.19784311968404167,0.1676002926292532,1.0799887061161684
W02000063,2021,Flintshire 006,0.5807428473912614,0.05782561005534034,5,0.07517410130905472,0.001072608107228989,0.010863089979042756,0.13942059511440502,0.12855750513536227,2.0831912375611226
W02000064,2021,Flintshire 007,0.3400236493834109,0.05794456959511587,4,0.1100192150538838,0.0020305982531960438,0.022171043203866883,0.1992590356688303,0.17708799246496343,0.9391835408222654
W02000065,2021,Flintshire 008,0,0,7,0.09249315728485283,0.001641776261962449,0.01324646759233554,0.17238702791549074,0.1591405603231552,-2.2827198663832715
W02000066,2021,Flintshire 009,0.05669483832587613,0.00358898375455876,8,0.08527595203008137,0.0011346162149116655,0.019150842719407674,0.1513473746768056,0.13219653195739792,-0.41585563635879846
W02000067,2021,Flintshire 010,0.2165076563383515,0.023910887603942,8,0.1079383204414387,0.001404792435410272,0.03497593235895968,0.1821378689811988,0.14716193662223911,0.6823581487627672
W02000068,2021,Flintshire 011,0.388625349074746,0.04441879481131547,7,0.056685046341889346,6.926214032199983e-4,0.0049415292212628414,0.1081827439644661,0.10324121474320326,1.5628480493427679
W02000069,2021,Flintshire 012,0,0,9,0.09181255047065608,0.0012889881857983726,0.02156006289001902,0.1625395853914688,0.14097952250144977,-2.557275886009731
W02000070,2021,Flintshire 013,0.10612560517590662,0.01087587462463244,8,0.04674208475756178,4.879289517861685e-4,0.0033251244339878097,0.08996629058296991,0.0866411661489821,0.5570627015908934
W02000071,2021,Flintshire 014,0,0,6,0.08799520335128892,0.001833045173096106,0.004367246124893809,0.17265664747720322,0.1682894013523094,-2.055286716602784
W02000072,2021,Flintshire 015,0.07883294023049847,0.00604652123950761,9,0.0830045746273032,0.0010339595759716917,0.019935212478896458,0.1461314815835017,0.12619626910460524,-0.049576385997134764
W02000073,2021,Flintshire 016,0.3926370913326062,0.0789895722137904,4,0.09958229690414128,0.0019643257375842414,0.012927906184846863,0.18723289179395866,0.17430498560911178,1.0299827432453013
W02000074,2021,Flintshire 017,0.22049183312206763,0.03890169151227537,5,0.11073343788868979,0.0017008755958561955,0.030602291985746224,0.19266609321209668,0.16206380122635045,0.544704548998476
W02000075,2021,Flintshire 018,0.13035296866652085,0.01549209059202033,7,0.07901031916076166,0.0012061677634534005,0.010889302375488505,0.14724642609097421,0.1363571237154857,0.39732206899179023
W02000076,2021,Flintshire 019,0,0,4,0.0940409201468717,0.0017664853102097938,0.012144017798736792,0.17738155546807138,0.16523753766933458,-2.2374938728108575
W02000077,2021,Flintshire 020,0,0,3,0.06307504862133757,0.0014511302308476434,-0.011941531866103208,0.13771487439087626,0.14965640625697946,-1.6557867354158053
W02000080,2021,Wrexham 003,0,0,10,0.09648632608911342,0.00199716947619232,0.009313393210320375,0.184991189819124,0.17567779660880362,-2.15902817644884
W02000081,2021,Wrexham 004,0.17424834112776175,0.03161566763902536,3,0.0742912300815939,0.0010595768107078242,0.010314614793419094,0.13806921066203823,0.12775459586861915,0.552973441183993
W02000082,2021,Wrexham 005,0.12777937306999088,0.01477241987858861,10,0.1118766535465024,0.0017820706979470996,0.02977527560779282,0.19562814403051954,0.16585286842272673,0.12359858216868627
W02000083,2021,Wrexham 006,0.2202932512168121,0.03776561057965603,5,0.09813573119483035,0.0018656251608648972,0.014030375010234589,0.1838566447258102,0.16982626971557563,0.6136226758516804
W02000085,2021,Wrexham 008,0,0,7,0.08727089403836787,0.0021559949021882205,-0.003994025371714602,0.17857956111296858,0.1825735864846832,-1.8795139794642421
W02000087,2021,Wrexham 010,0,0,9,0.11154789477891305,0.0020879456618890235,0.02174643721315818,0.20130751887211076,0.17956108165895257,-2.4411911243901003
W02000088,2021,Wrexham 011,0,0,8,0.10308539389446938,0.00165972412429226,0.023315427615886647,0.1833739829334115,0.16005855531752486,-2.530341750846586
W02000089,2021,Wrexham 012,0.2936482507535497,0.03862842705470457,6,0.0701882711051541,9.180985940761946e-4,0.010460612322757246,0.12934195375737728,0.11888134143462004,1.1236875977623009
W02000090,2021,Wrexham 013,0,0,3,0.0786022633384102,0.0019345723518309733,-0.007676865932669447,0.16535300366187633,0.17302986959454578,-1.7870741108946955
W02000091,2021,Wrexham 014,0,0,9,0.08083772998188839,0.0013443992711964757,0.008977967750710678,0.15294600850905615,0.14396804075834546,-2.204702402383909
W02000092,2021,Wrexham 015,0,0,4,0.0955377444831305,0.0019122741249956842,0.010064619297724328,0.18199468455381426,0.17193006525608995,-2.1847407519596054
W02000093,2021,Wrexham 016,0,0,5,0.08316923053473266,0.0019321610056359983,-0.0030566434655372454,0.16986083726485118,0.17291748073038843,-1.8920866739682634
W02000094,2021,Wrexham 017,0.21678352818019048,0.04002218830936517,4,0.10567182887194508,0.0018613782422925908,0.02159575079798101,0.1912136913633774,0.1696179405653964,0.5429226514497153
W02000095,2021,Wrexham 018,0,0,4,0.10125230632765243,0.0019684405775369437,0.014676867647926098,0.18908186956428524,0.17440500191635916,-2.282147812673961
W02000096,2021,Wrexham 019,0.2284921390218744,0.04719399962669436,4,0.10524818629092648,0.0018033745509165276,0.02285655397914814,0.1897834944965927,0.16692694051744456,0.5567743448591501
W02000097,2021,Powys 001,0.09544433940052938,0.00456611416643002,14,0.07636169385563953,7.982279123829647e-4,0.020874061443611196,0.13173506381964295,0.11086100237603175,0.2605435649380936
W02000098,2021,Powys 002,0.1396089447123203,0.01577833622180705,13,0.10395642358823803,0.00116678561319496,0.03720641749086254,0.17129630289241313,0.1340898854015506,0.2738847794767274
W02000099,2021,Powys 003,0.18947225976330812,0.01591104740415212,15,0.14173474098545807,0.0016285293370293314,0.06353214802255795,0.22200102452254403,0.1584688764999861,0.3604543639054347
W02000100,2021,Powys 004,0.30084786128152663,0.00830158794306465,32,0.0384636174560431,2.7109067607356034e-4,0.006119376889569053,0.07069364712781678,0.06457427023824773,2.8338671094713783
W02000101,2021,Powys 005,0,0,19,0.10266281735492411,0.0014052476825098786,0.029460602869312374,0.17667847217143062,0.14721786930211825,-2.7386513027642323
W02000102,2021,Powys 006,0.02711225174705767,7.801651154317132e-4,16,0.053911347473153244,5.146340091219328e-4,0.009303258947427749,0.09828957881021447,0.08898631986278671,-0.7447644555956574
W02000103,2021,Powys 007,0.187231220486261,0.01082193626267944,14,0.11599864403261516,0.0011683212296522605,0.049380691471891544,0.1835621410434286,0.13418144957153705,0.6505256091155547
W02000104,2021,Powys 008,0.23218260438122432,0.01430912483758249,13,0.1235825514694378,0.001242559877034241,0.05488628784976221,0.19326078036701844,0.13837449251725623,0.8708459076797983
W02000105,2021,Powys 009,0.06604678770346228,0.00420809146373214,15,0.10911485898691874,0.001104646854446523,0.04402471162343992,0.17446131003656384,0.13043659841312394,-0.5908758100303461
W02000106,2021,Powys 010,0.04418643323889526,0.00196485453236236,13,0.09479882722699341,8.372486195080044e-4,0.03807128116214368,0.15162240393089504,0.11355112276875137,-0.9561253233404615
W02000107,2021,Powys 011,0.09419578553554664,0.00457976452741175,20,0.12300608061830243,0.001020357605317185,0.06070863024386842,0.18608514233588994,0.12537651209202152,-0.3849895640081704
W02000108,2021,Powys 012,0.13071439914755056,0.00880585338095505,17,0.1077632675454902,0.0010989307315330491,0.0428825658807411,0.17301315995857675,0.13013059407783564,0.23061183750351932
W02000109,2021,Powys 013,0.04606357820323005,0.00115671687406302,19,0.09879789742050527,6.720445704469138e-4,0.04793287393215423,0.14963216710590066,0.10169929317374643,-1.2331468994289412
W02000110,2021,Powys 014,0.07649586349486223,0.0031622018401281,25,0.11466880971033677,0.0010050914366860429,0.05263997771112086,0.17707949164017803,0.12443951392905717,-0.5913282776684694
W02000111,2021,Powys 015,0.34563781929446286,0.02651960369840405,13,0.13060222120228293,0.0013143275098953004,0.06008960500638978,0.20245376595186113,0.14236416094547133,1.2889114638837025
W02000113,2021,Powys 017,0.0333264045456834,0.00114665466007505,13,0.0780887079443235,6.661421789793233e-4,0.027370963923978357,0.12862090913937846,0.1012499452154001,-1.0513270989946892
W02000114,2021,Powys 018,0.1058660636516851,0.0039952661471837,18,0.11996622762937939,0.0011004082686164856,0.05522182832359146,0.18544425719545093,0.13022242887185947,-0.1975255717927664
W02000116,2021,Ceredigion 001,0,0,6,0.04108053994058663,4.3725972422844263e-4,-3.521923858950532e-5,0.0819807171964344,0.08201593643502392,-1.9645650103298768
W02000117,2021,Ceredigion 002,0,0,8,0.15174408945908036,0.0018028329960771937,0.06826193480409609,0.23485183306926172,0.16658989826516563,-3.573831191739864
W02000118,2021,Ceredigion 003,0,0,11,0.1278502335919929,0.0017019666548547113,0.04724239533379779,0.20931784682955754,0.16207545149575975,-3.09903158333708
W02000120,2021,Ceredigion 005,0,0,6,0.11929484265190891,0.0016338541808146331,0.040564265944810385,0.19938242995255706,0.15881816400774668,-2.9513113077513746
W02000122,2021,Ceredigion 007,0,0,11,0.11205022872315723,0.0012019088032286243,0.04415222884082051,0.18024934770688167,0.13609711886606116,-3.2320419521700505
W02000123,2021,Ceredigion 008,0.13408260985062156,0.01713986999890884,5,0.13057291343533842,0.0015902264437166744,0.053198398470294214,0.2098985687405247,0.15670017027023048,0.025644813516490044
W02000124,2021,Ceredigion 009,0,0,10,0.0957054321336581,0.0011223596419383962,0.02992485511900174,0.16143023785370436,0.13150538273470264,-2.8567390252620743
W02000125,2021,Ceredigion 010,0.21917961940435535,0.02239875888291658,12,0.12096441555247818,0.0013673916280675504,0.04893122472382769,0.19415565176878796,0.14522442704496027,0.6370878179218481
W02000126,2021,Pembrokeshire 001,0,0,6,0.12537964326334847,0.0018170760953318645,0.04278715368549939,0.21035422414920088,0.1675670704637015,-2.9413077842236257
W02000127,2021,Pembrokeshire 002,0,0,15,0.10776041251825134,0.0019131703513898396,0.022447174994451244,0.1944163293698642,0.17196915437541294,-2.463669370966274
W02000128,2021,Pembrokeshire 003,0.05785220874888427,0.0024423752881622,9,0.052345514106800814,4.0653550298884976e-4,0.012732318120982952,0.0918133423379763,0.07908102421699335,0.10316955788943327
W02000129,2021,Pembrokeshire 004,0,0,6,0.08806571982338815,0.001271960061319908,0.018142272154223274,0.15818497193755277,0.1400426997833295,-2.469278936277346
W02000130,2021,Pembrokeshire 005,0.0218462097672741,5.505489771829779e-4,10,0.04670876510108732,4.2342203269107084e-4,0.006268943616453228,0.08697565442362806,0.08070671080717484,-0.7966595149349841
W02000131,2021,Pembrokeshire 006,0,0,14,0.10286715928287825,0.0018066142840245031,0.02009078819352554,0.18711995427640085,0.16702916608287532,-2.4201597115493443
W02000132,2021,Pembrokeshire 007,0,0,6,0.09438424025795947,0.0020069350559152217,0.006556581934488354,0.18274596717678382,0.17618938524229547,-2.1068461592806895
W02000133,2021,Pembrokeshire 008,0.41283899813086133,0.04757877286985046,10,0.12436401693028783,0.0019106379538586394,0.03993303951104654,0.211728315744071,0.17179527623302446,1.2967373258915926
W02000134,2021,Pembrokeshire 009,0.35622973532524743,0.0621289595695766,10,0.11481539424968669,0.0018256789757499696,0.031985619988424946,0.19983815394690227,0.16785253395847732,0.9546123335949229
W02000135,2021,Pembrokeshire 010,0,0,10,0.10862698053839331,0.0016701952014045228,0.02891388064749384,0.18944927147355808,0.16053539082606424,-2.657994585947961
W02000136,2021,Pembrokeshire 011,0,0,15,0.08688030675342287,0.0011573385570822084,0.020142352833510735,0.1536779885699323,0.13353563573642158,-2.5538250033246754
W02000137,2021,Pembrokeshire 012,0.05001729164591482,0.002476362984288,15,0.07769726971237358,9.298105945739149e-4,0.017819943935911464,0.13746665088513357,0.11964670694922211,-0.4742773162688398
W02000138,2021,Pembrokeshire 013,0,0,12,0.0948109309974465,0.0019511957908367823,0.008191257626947612,0.1817977779118711,0.1736065202849235,-2.14638678578036
W02000139,2021,Pembrokeshire 014,0,0,11,0.10776457696459331,0.002040351522005705,0.01981173485321229,0.19735491771093766,0.17754318285772536,-2.385742296953963
W02000140,2021,Pembrokeshire 015,0.14526186177297862,0.01480410744747963,9,0.10840909911329674,0.0017112993065744786,0.027518027566549516,0.19003309677355168,0.16251506920700215,0.2867645173052408
W02000141,2021,Pembrokeshire 016,0,0,10,0.061852872528606925,8.094580651009306e-4,0.005858625232878355,0.11747259729343792,0.11161397206055956,-2.1740158014976685
W02000142,2021,Carmarthenshire 001,0.13704682389226022,0.01606175013541019,9,0.10151878346579268,0.0014257632279642276,0.027669660642801547,0.17601277777100344,0.1483431171282019,0.2686626069931998
W02000143,2021,Carmarthenshire 002,0,0,6,0.10867922091763704,0.0019449087223559552,0.022215971946680985,0.19572255076669942,0.17350657882001844,-2.464318880676562
W02000144,2021,Carmarthenshire 003,0.09097016580598384,0.00862237090412444,9,0.08864387897193217,8.659586684808002e-4,0.03080818734220108,0.1462808633564347,0.11547267601423361,0.02388187286756262
W02000145,2021,Carmarthenshire 004,0.23456238084119208,0.03797704043668866,7,0.13146984894479805,0.001700341550843913,0.05140885560311714,0.2134968306632818,0.16208797506016465,0.5175540381864487
W02000146,2021,Carmarthenshire 005,0,0,2,0.10340693641588337,0.0016683865749745465,0.023406972793090425,0.18398199992315978,0.16057502713006935,-2.531636382921118
W02000147,2021,Carmarthenshire 006,0,0,7,0.10822278551594544,0.0018389567405676396,0.024515899840815564,0.19313702794887233,0.16862112810805677,-2.523672244787363
W02000148,2021,Carmarthenshire 007,0,0,6,0.11634725337536096,0.002019156995490743,0.028789418045130105,0.20544795467057908,0.17665853662544898,-2.589232748528852
W02000149,2021,Carmarthenshire 008,0.19823795880340647,0.03118803907968298,6,0.10831821293408503,0.0015601508392615558,0.03093646074490987,0.18606563013373495,0.1551291693888251,0.4968913318469917
W02000151,2021,Carmarthenshire 010,0,0,4,0.11939902639372688,0.0018333244478465867,0.03626579431582097,0.2046576544117758,0.16839186009595483,-2.788567237026701
W02000152,2021,Carmarthenshire 011,0.06020085014244122,0.0037736298794235,8,0.08979154565139338,0.0012060955807325774,0.021648079571730275,0.1580210200639752,0.1363729404922449,-0.4193266581795081
W02000153,2021,Carmarthenshire 012,0,0,7,0.10166713962291679,0.0018675054899740526,0.01717833016978998,0.18710664070787159,0.1699283105380816,-2.3526084976984643
W02000154,2021,Carmarthenshire 013,0.2285910182098281,0.01805950830733252,8,0.12029415105559088,0.0014734009245864037,0.04548315456646901,0.1962653875959003,0.15078223302943128,0.7748763882511481
W02000156,2021,Carmarthenshire 015,0,0,12,0.08167940258214106,0.0013180036910764607,0.010315617614727143,0.1528784945375424,0.14256287692281527,-2.2498534975966984
W02000157,2021,Carmarthenshire 016,0,0,4,0.10043486347293873,0.0014383939685744165,0.026199072900329426,0.17518371991304874,0.1489846470127193,-2.648168204643514
W02000158,2021,Carmarthenshire 017,0.04756372055979965,0.00224029093699532,15,0.056018920842485165,5.286703672243089e-4,0.010813275027207137,0.10100376252361229,0.09019048749640515,-0.16068134416148938
W02000159,2021,Carmarthenshire 018,0.08954296808812531,0.00772963009383915,9,0.10376337775583594,0.0013835763529584707,0.0309384490296334,0.17702096639379164,0.14608251736415823,-0.14896234606502895
W02000160,2021,Carmarthenshire 019,0,0,5,0.10257150902514303,0.0019156516804406905,0.017108882033699965,0.1892161898787841,0.17210730784508416,-2.3435189650055936
W02000161,2021,Carmarthenshire 020,0.09864675077769616,0.00928749944213018,11,0.11363093243734701,0.0016726550944701664,0.03373896149403473,0.19442345334410283,0.1606844918500681,-0.14312802899908506
W02000162,2021,Carmarthenshire 021,0.03230184194529271,0.00120239049805652,11,0.05805255294072003,7.701324225848966e-4,0.0034465555119281566,0.11232137239166162,0.10887481687973347,-0.5797999793134688
W02000163,2021,Carmarthenshire 022,0.23659184026031504,0.02579313541890911,12,0.1260150928856433,0.0018055455297519738,0.043233838268169525,0.21018801767188267,0.16695417940371315,0.6656097087123217
W02000164,2021,Carmarthenshire 023,0.26102730416474546,0.02976521032347925,7,0.13053698318683726,0.0014971547425645937,0.055360218401034264,0.207337845546981,0.15197762714594676,0.738018730776512
W02000165,2021,Carmarthenshire 024,0.7492109322523505,0.04213698707853686,7,0.10471922947738288,0.0011591032336049252,0.03793341449763184,0.17156196846074168,0.13362855396310985,3.0973693050915414
W02000166,2021,Carmarthenshire 025,0.15612989955161513,0.02693023445625694,4,0.12360387547955162,0.0018826435745635214,0.03934089235936829,0.20987152646134977,0.1705306341019815,0.19161859817796745
W02000167,2021,Carmarthenshire 026,0.33604421260374767,0.04204022748596404,9,0.15994930142250072,0.001976468573317132,0.07414323428861505,0.2488324330647157,0.17468919877610065,0.8393403186281296
W02000168,2021,Swansea 001,0,0,13,0.10383537868911569,0.0018246900506896718,0.02033743469867913,0.1882775863709243,0.16794015167224516,-2.430808795524589
W02000169,2021,Swansea 002,0.32726129190546793,0.06176508163109479,6,0.11991133009797027,0.0016107637501445206,0.04200598131273629,0.19973274000701088,0.1577267586942746,0.8236488131305826
W02000170,2021,Swansea 003,0,0,5,0.11091181416931592,0.0017871343953273344,0.028433536293741304,0.19457569417144577,0.16614215787770448,-2.6236095457049182
W02000171,2021,Swansea 004,0.23017958058915464,0.02603927313980572,9,0.12197538327987216,0.001866833686291817,0.038412147423488516,0.20824728143749494,0.1698351340140064,0.6477306999806534
