cell_id,domain_id,age_group,sex,pop_count
W02000347_age_25_44_sex_female,W02000347,age_25_44,sex_female,881
W02000347_age_25_44_sex_male,W02000347,age_25_44,sex_male,810
W02000347_age_45_64_sex_female,W02000347,age_45_64,sex_female,1211
W02000347_age_45_64_sex_male,W02000347,age_45_64,sex_male,1113
W02000347_age_65_plus_sex_female,W02000347,age_65_plus,sex_female,1047
W02000347_age_65_plus_sex_male,W02000347,age_65_plus,sex_male,963
W02000348_age_0_15_sex_female,W02000348,age_0_15,sex_female,632
W02000348_age_0_15_sex_male,W02000348,age_0_15,sex_male,582
W02000348_age_16_24_sex_female,W02000348,age_16_24,sex_female,393
W02000348_age_16_24_sex_male,W02000348,age_16_24,sex_male,363
W02000348_age_25_44_sex_female,W02000348,age_25_44,sex_female,894
W02000348_age_25_44_sex_male,W02000348,age_25_44,sex_male,824
W02000348_age_45_64_sex_female,W02000348,age_45_64,sex_female,1060
W02000348_age_45_64_sex_male,W02000348,age_45_64,sex_male,977
W02000348_age_65_plus_sex_female,W02000348,age_65_plus,sex_female,976
W02000348_age_65_plus_sex_male,W02000348,age_65_plus,sex_male,900
W02000349_age_0_15_sex_female,W02000349,age_0_15,sex_female,868
W02000349_age_0_15_sex_male,W02000349,age_0_15,sex_male,791
W02000349_age_16_24_sex_female,W02000349,age_16_24,sex_female,541
W02000349_age_16_24_sex_male,W02000349,age_16_24,sex_male,494
W02000349_age_25_44_sex_female,W02000349,age_25_44,sex_female,1163
W02000349_age_25_44_sex_male,W02000349,age_25_44,sex_male,1061
W02000349_age_45_64_sex_female,W02000349,age_45_64,sex_female,1071
W02000349_age_45_64_sex_male,W02000349,age_45_64,sex_male,976
W02000349_age_65_plus_sex_female,W02000349,age_65_plus,sex_female,696
W02000349_age_65_plus_sex_male,W02000349,age_65_plus,sex_male,634
W02000350_age_0_15_sex_female,W02000350,age_0_15,sex_female,917
W02000350_age_0_15_sex_male,W02000350,age_0_15,sex_male,886
W02000350_age_16_24_sex_female,W02000350,age_16_24,sex_female,451
W02000350_age_16_24_sex_male,W02000350,age_16_24,sex_male,435
W02000350_age_25_44_sex_female,W02000350,age_25_44,sex_female,1413
W02000350_age_25_44_sex_male,W02000350,age_25_44,sex_male,1364
W02000350_age_45_64_sex_female,W02000350,age_45_64,sex_female,1377
W02000350_age_45_64_sex_male,W02000350,age_45_64,sex_male,1329
W02000350_age_65_plus_sex_female,W02000350,age_65_plus,sex_female,909
W02000350_age_65_plus_sex_male,W02000350,age_65_plus,sex_male,877
W02000351_age_0_15_sex_female,W02000351,age_0_15,sex_female,667
W02000351_age_0_15_sex_male,W02000351,age_0_15,sex_male,627
W02000351_age_16_24_sex_female,W02000351,age_16_24,sex_female,321
W02000351_age_16_24_sex_male,W02000351,age_16_24,sex_male,302
W02000351_age_25_44_sex_female,W02000351,age_25_44,sex_female,817
W02000351_age_25_44_sex_male,W02000351,age_25_44,sex_male,769
W02000351_age_45_64_sex_female,W02000351,age_45_64,sex_female,826
W02000351_age_45_64_sex_male,W02000351,age_45_64,sex_male,777
W02000351_age_65_plus_sex_female,W02000351,age_65_plus,sex_female,603
W02000351_age_65_plus_sex_male,W02000351,age_65_plus,sex_male,567
W02000352_age_0_15_sex_female,W02000352,age_0_15,sex_female,664
W02000352_age_0_15_sex_male,W02000352,age_0_15,sex_male,644
W02000352_age_16_24_sex_female,W02000352,age_16_24,sex_female,389
W02000352_age_16_24_sex_male,W02000352,age_16_24,sex_male,377
W02000352_age_25_44_sex_female,W02000352,age_25_44,sex_female,991
W02000352_age_25_44_sex_male,W02000352,age_25_44,sex_male,962
W02000352_age_45_64_sex_female,W02000352,age_45_64,sex_female,885
W02000352_age_45_64_sex_male,W02000352,age_45_64,sex_male,859
W02000352_age_65_plus_sex_female,W02000352,age_65_plus,sex_female,523
W02000352_age_65_plus_sex_male,W02000352,age_65_plus,sex_male,508
W02000353_age_0_15_sex_female,W02000353,age_0_15,sex_female,662
W02000353_age_0_15_sex_male,W02000353,age_0_15,sex_male,626
W02000353_age_16_24_sex_female,W02000353,age_16_24,sex_female,418
W02000353_age_16_24_sex_male,W02000353,age_16_24,sex_male,395
W02000353_age_25_44_sex_female,W02000353,age_25_44,sex_female,1108
W02000353_age_25_44_sex_male,W02000353,age_25_44,sex_male,1047
W02000353_age_45_64_sex_female,W02000353,age_45_64,sex_female,954
W02000353_age_45_64_sex_male,W02000353,age_45_64,sex_male,901
W02000353_age_65_plus_sex_female,W02000353,age_65_plus,sex_female,569
W02000353_age_65_plus_sex_male,W02000353,age_65_plus,sex_male,537
W02000354_age_0_15_sex_female,W02000354,age_0_15,sex_female,456
W02000354_age_0_15_sex_male,W02000354,age_0_15,sex_male,419
W02000354_age_16_24_sex_female,W02000354,age_16_24,sex_female,296
W02000354_age_16_24_sex_male,W02000354,age_16_24,sex_male,273
W02000354_age_25_44_sex_female,W02000354,age_25_44,sex_female,707
W02000354_age_25_44_sex_male,W02000354,age_25_44,sex_male,650
W02000354_age_45_64_sex_female,W02000354,age_45_64,sex_female,835
W02000354_age_45_64_sex_male,W02000354,age_45_64,sex_male,769
W02000354_age_65_plus_sex_female,W02000354,age_65_plus,sex_female,724
W02000354_age_65_plus_sex_male,W02000354,age_65_plus,sex_male,667
W02000355_age_0_15_sex_female,W02000355,age_0_15,sex_female,1028
W02000355_age_0_15_sex_male,W02000355,age_0_15,sex_male,973
W02000355_age_16_24_sex_female,W02000355,age_16_24,sex_female,484
W02000355_age_16_24_sex_male,W02000355,age_16_24,sex_male,457
W02000355_age_25_44_sex_female,W02000355,age_25_44,sex_female,1413
W02000355_age_25_44_sex_male,W02000355,age_25_44,sex_male,1336
W02000355_age_45_64_sex_female,W02000355,age_45_64,sex_female,1311
W02000355_age_45_64_sex_male,W02000355,age_45_64,sex_male,1240
W02000355_age_65_plus_sex_female,W02000355,age_65_plus,sex_female,1026
W02000355_age_65_plus_sex_male,W02000355,age_65_plus,sex_male,970
W02000356_age_0_15_sex_female,W02000356,age_0_15,sex_female,596
W02000356_age_0_15_sex_male,W02000356,age_0_15,sex_male,570
W02000356_age_16_24_sex_female,W02000356,age_16_24,sex_female,350
W02000356_age_16_24_sex_male,W02000356,age_16_24,sex_male,335
W02000356_age_25_44_sex_female,W02000356,age_25_44,sex_female,700
W02000356_age_25_44_sex_male,W02000356,age_25_44,sex_male,670
W02000356_age_45_64_sex_female,W02000356,age_45_64,sex_female,645
W02000356_age_45_64_sex_male,W02000356,age_45_64,sex_male,617
W02000356_age_65_plus_sex_female,W02000356,age_65_plus,sex_female,401
W02000356_age_65_plus_sex_male,W02000356,age_65_plus,sex_male,385
W02000357_age_0_15_sex_female,W02000357,age_0_15,sex_female,739
W02000357_age_0_15_sex_male,W02000357,age_0_15,sex_male,787
W02000357_age_16_24_sex_female,W02000357,age_16_24,sex_female,473
W02000357_age_16_24_sex_male,W02000357,age_16_24,sex_male,503
W02000357_age_25_44_sex_female,W02000357,age_25_44,sex_female,1223
W02000357_age_25_44_sex_male,W02000357,age_25_44,sex_male,1300
W02000357_age_45_64_sex_female,W02000357,age_45_64,sex_female,1028
W02000357_age_45_64_sex_male,W02000357,age_45_64,sex_male,1093
W02000357_age_65_plus_sex_female,W02000357,age_65_plus,sex_female,550
W02000357_age_65_plus_sex_male,W02000357,age_65_plus,sex_male,586
W02000358_age_0_15_sex_female,W02000358,age_0_15,sex_female,520
W02000358_age_0_15_sex_male,W02000358,age_0_15,sex_male,487
W02000358_age_16_24_sex_female,W02000358,age_16_24,sex_female,325
W02000358_age_16_24_sex_male,W02000358,age_16_24,sex_male,304
W02000358_age_25_44_sex_female,W02000358,age_25_44,sex_female,838
W02000358_age_25_44_sex_male,W02000358,age_25_44,sex_male,785
W02000358_age_45_64_sex_female,W02000358,age_45_64,sex_female,910
W02000358_age_45_64_sex_male,W02000358,age_45_64,sex_male,853
W02000358_age_65_plus_sex_female,W02000358,age_65_plus,sex_female,755
W02000358_age_65_plus_sex_male,W02000358,age_65_plus,sex_male,707
W02000359_age_0_15_sex_female,W02000359,age_0_15,sex_female,1307
W02000359_age_0_15_sex_male,W02000359,age_0_15,sex_male,1352
W02000359_age_16_24_sex_female,W02000359,age_16_24,sex_female,715
W02000359_age_16_24_sex_male,W02000359,age_16_24,sex_male,740
W02000359_age_25_44_sex_female,W02000359,age_25_44,sex_female,2067
W02000359_age_25_44_sex_male,W02000359,age_25_44,sex_male,2137
W02000359_age_45_64_sex_female,W02000359,age_45_64,sex_female,1223
W02000359_age_45_64_sex_male,W02000359,age_45_64,sex_male,1265
W02000359_age_65_plus_sex_female,W02000359,age_65_plus,sex_female,491
W02000359_age_65_plus_sex_male,W02000359,age_65_plus,sex_male,507
W02000360_age_0_15_sex_female,W02000360,age_0_15,sex_female,420
W02000360_age_0_15_sex_male,W02000360,age_0_15,sex_male,486
W02000360_age_16_24_sex_female,W02000360,age_16_24,sex_female,360
W02000360_age_16_24_sex_male,W02000360,age_16_24,sex_male,418
W02000360_age_25_44_sex_female,W02000360,age_25_44,sex_female,1056
W02000360_age_25_44_sex_male,W02000360,age_25_44,sex_male,1225
W02000360_age_45_64_sex_female,W02000360,age_45_64,sex_female,808
W02000360_age_45_64_sex_male,W02000360,age_45_64,sex_male,937
W02000360_age_65_plus_sex_female,W02000360,age_65_plus,sex_female,498
W02000360_age_65_plus_sex_male,W02000360,age_65_plus,sex_male,577
W02000361_age_0_15_sex_female,W02000361,age_0_15,sex_female,1261
W02000361_age_0_15_sex_male,W02000361,age_0_15,sex_male,1200
W02000361_age_16_24_sex_female,W02000361,age_16_24,sex_female,732
W02000361_age_16_24_sex_male,W02000361,age_16_24,sex_male,696
W02000361_age_25_44_sex_female,W02000361,age_25_44,sex_female,1719
W02000361_age_25_44_sex_male,W02000361,age_25_44,sex_male,1635
W02000361_age_45_64_sex_female,W02000361,age_45_64,sex_female,1413
W02000361_age_45_64_sex_male,W02000361,age_45_64,sex_male,1345
W02000361_age_65_plus_sex_female,W02000361,age_65_plus,sex_female,901
W02000361_age_65_plus_sex_male,W02000361,age_65_plus,sex_male,858
W02000362_age_0_15_sex_female,W02000362,age_0_15,sex_female,661
W02000362_age_0_15_sex_male,W02000362,age_0_15,sex_male,629
W02000362_age_16_24_sex_female,W02000362,age_16_24,sex_female,330
W02000362_age_16_24_sex_male,W02000362,age_16_24,sex_male,314
W02000362_age_25_44_sex_female,W02000362,age_25_44,sex_female,945
W02000362_age_25_44_sex_male,W02000362,age_25_44,sex_male,900
W02000362_age_45_64_sex_female,W02000362,age_45_64,sex_female,934
W02000362_age_45_64_sex_male,W02000362,age_45_64,sex_male,889
W02000362_age_65_plus_sex_female,W02000362,age_65_plus,sex_female,710
W02000362_age_65_plus_sex_male,W02000362,age_65_plus,sex_male,675
W02000363_age_0_15_sex_female,W02000363,age_0_15,sex_female,475
W02000363_age_0_15_sex_male,W02000363,age_0_15,sex_male,454
W02000363_age_16_24_sex_female,W02000363,age_16_24,sex_female,275
W02000363_age_16_24_sex_male,W02000363,age_16_24,sex_male,262
W02000363_age_25_44_sex_female,W02000363,age_25_44,sex_female,737
W02000363_age_25_44_sex_male,W02000363,age_25_44,sex_male,705
W02000363_age_45_64_sex_female,W02000363,age_45_64,sex_female,787
W02000363_age_45_64_sex_male,W02000363,age_45_64,sex_male,753
W02000363_age_65_plus_sex_female,W02000363,age_65_plus,sex_female,685
W02000363_age_65_plus_sex_male,W02000363,age_65_plus,sex_male,654
W02000364_age_0_15_sex_female,W02000364,age_0_15,sex_female,1072
W02000364_age_0_15_sex_male,W02000364,age_0_15,sex_male,1078
W02000364_age_16_24_sex_female,W02000364,age_16_24,sex_female,640
W02000364_age_16_24_sex_male,W02000364,age_16_24,sex_male,643
W02000364_age_25_44_sex_female,W02000364,age_25_44,sex_female,1563
W02000364_age_25_44_sex_male,W02000364,age_25_44,sex_male,1571
W02000364_age_45_64_sex_female,W02000364,age_45_64,sex_female,897
W02000364_age_45_64_sex_male,W02000364,age_45_64,sex_male,902
W02000364_age_65_plus_sex_female,W02000364,age_65_plus,sex_female,464
W02000364_age_65_plus_sex_male,W02000364,age_65_plus,sex_male,466
W02000365_age_0_15_sex_female,W02000365,age_0_15,sex_female,1064
W02000365_age_0_15_sex_male,W02000365,age_0_15,sex_male,929
W02000365_age_16_24_sex_female,W02000365,age_16_24,sex_female,557
W02000365_age_16_24_sex_male,W02000365,age_16_24,sex_male,487
W02000365_age_25_44_sex_female,W02000365,age_25_44,sex_female,1361
W02000365_age_25_44_sex_male,W02000365,age_25_44,sex_male,1189
W02000365_age_45_64_sex_female,W02000365,age_45_64,sex_female,1009
W02000365_age_45_64_sex_male,W02000365,age_45_64,sex_male,881
W02000365_age_65_plus_sex_female,W02000365,age_65_plus,sex_female,585
W02000365_age_65_plus_sex_male,W02000365,age_65_plus,sex_male,512
W02000366_age_0_15_sex_female,W02000366,age_0_15,sex_female,788
W02000366_age_0_15_sex_male,W02000366,age_0_15,sex_male,788
W02000366_age_16_24_sex_female,W02000366,age_16_24,sex_female,404
W02000366_age_16_24_sex_male,W02000366,age_16_24,sex_male,404
W02000366_age_25_44_sex_female,W02000366,age_25_44,sex_female,1078
W02000366_age_25_44_sex_male,W02000366,age_25_44,sex_male,1080
W02000366_age_45_64_sex_female,W02000366,age_45_64,sex_female,1243
W02000366_age_45_64_sex_male,W02000366,age_45_64,sex_male,1245
W02000366_age_65_plus_sex_female,W02000366,age_65_plus,sex_female,701
W02000366_age_65_plus_sex_male,W02000366,age_65_plus,sex_male,702
W02000367_age_0_15_sex_female,W02000367,age_0_15,sex_female,467
W02000367_age_0_15_sex_male,W02000367,age_0_15,sex_male,438
W02000367_age_16_24_sex_female,W02000367,age_16_24,sex_female,298
W02000367_age_16_24_sex_male,W02000367,age_16_24,sex_male,280
W02000367_age_25_44_sex_female,W02000367,age_25_44,sex_female,636
W02000367_age_25_44_sex_male,W02000367,age_25_44,sex_male,597
W02000367_age_45_64_sex_female,W02000367,age_45_64,sex_female,923
W02000367_age_45_64_sex_male,W02000367,age_45_64,sex_male,866
W02000367_age_65_plus_sex_female,W02000367,age_65_plus,sex_female,820
W02000367_age_65_plus_sex_male,W02000367,age_65_plus,sex_male,769
W02000368_age_0_15_sex_female,W02000368,age_0_15,sex_female,482
W02000368_age_0_15_sex_male,W02000368,age_0_15,sex_male,444
W02000368_age_16_24_sex_female,W02000368,age_16_24,sex_female,287
W02000368_age_16_24_sex_male,W02000368,age_16_24,sex_male,265
W02000368_age_25_44_sex_female,W02000368,age_25_44,sex_female,783
W02000368_age_25_44_sex_male,W02000368,age_25_44,sex_male,721
W02000368_age_45_64_sex_female,W02000368,age_45_64,sex_female,891
W02000368_age_45_64_sex_male,W02000368,age_45_64,sex_male,821
W02000368_age_65_plus_sex_female,W02000368,age_65_plus,sex_female,525
W02000368_age_65_plus_sex_male,W02000368,age_65_plus,sex_male,483
W02000369_age_0_15_sex_female,W02000369,age_0_15,sex_female,1019
W02000369_age_0_15_sex_male,W02000369,age_0_15,sex_male,967
W02000369_age_16_24_sex_female,W02000369,age_16_24,sex_female,523
W02000369_age_16_24_sex_male,W02000369,age_16_24,sex_male,496
W02000369_age_25_44_sex_female,W02000369,age_25_44,sex_female,1746
W02000369_age_25_44_sex_male,W02000369,age_25_44,sex_male,1657
W02000369_age_45_64_sex_female,W02000369,age_45_64,sex_female,1246
W02000369_age_45_64_sex_male,W02000369,age_45_64,sex_male,1181
W02000369_age_65_plus_sex_female,W02000369,age_65_plus,sex_female,493
W02000369_age_65_plus_sex_male,W02000369,age_65_plus,sex_male,467
W02000370_age_0_15_sex_female,W02000370,age_0_15,sex_female,542
W02000370_age_0_15_sex_male,W02000370,age_0_15,sex_male,483
W02000370_age_16_24_sex_female,W02000370,age_16_24,sex_female,267
W02000370_age_16_24_sex_male,W02000370,age_16_24,sex_male,238
W02000370_age_25_44_sex_female,W02000370,age_25_44,sex_female,678
W02000370_age_25_44_sex_male,W02000370,age_25_44,sex_male,603
W02000370_age_45_64_sex_female,W02000370,age_45_64,sex_female,964
W02000370_age_45_64_sex_male,W02000370,age_45_64,sex_male,858
W02000370_age_65_plus_sex_female,W02000370,age_65_plus,sex_female,1015
W02000370_age_65_plus_sex_male,W02000370,age_65_plus,sex_male,904
W02000371_age_0_15_sex_female,W02000371,age_0_15,sex_female,874
W02000371_age_0_15_sex_male,W02000371,age_0_15,sex_male,811
W02000371_age_16_24_sex_female,W02000371,age_16_24,sex_female,430
W02000371_age_16_24_sex_male,W02000371,age_16_24,sex_male,399
W02000371_age_25_44_sex_female,W02000371,age_25_44,sex_female,1284
W02000371_age_25_44_sex_male,W02000371,age_25_44,sex_male,1193
W02000371_age_45_64_sex_female,W02000371,age_45_64,sex_female,1179
W02000371_age_45_64_sex_male,W02000371,age_45_64,sex_male,1095
W02000371_age_65_plus_sex_female,W02000371,age_65_plus,sex_female,952
W02000371_age_65_plus_sex_male,W02000371,age_65_plus,sex_male,885
W02000372_age_0_15_sex_female,W02000372,age_0_15,sex_female,817
W02000372_age_0_15_sex_male,W02000372,age_0_15,sex_male,764
W02000372_age_16_24_sex_female,W02000372,age_16_24,sex_female,424
W02000372_age_16_24_sex_male,W02000372,age_16_24,sex_male,397
W02000372_age_25_44_sex_female,W02000372,age_25_44,sex_female,972
W02000372_age_25_44_sex_male,W02000372,age_25_44,sex_male,909
W02000372_age_45_64_sex_female,W02000372,age_45_64,sex_female,1232
W02000372_age_45_64_sex_male,W02000372,age_45_64,sex_male,1153
W02000372_age_65_plus_sex_female,W02000372,age_65_plus,sex_female,836
W02000372_age_65_plus_sex_male,W02000372,age_65_plus,sex_male,783
W02000373_age_0_15_sex_female,W02000373,age_0_15,sex_female,809
W02000373_age_0_15_sex_male,W02000373,age_0_15,sex_male,727
W02000373_age_16_24_sex_female,W02000373,age_16_24,sex_female,432
W02000373_age_16_24_sex_male,W02000373,age_16_24,sex_male,389
W02000373_age_25_44_sex_female,W02000373,age_25_44,sex_female,978
W02000373_age_25_44_sex_male,W02000373,age_25_44,sex_male,880
W02000373_age_45_64_sex_female,W02000373,age_45_64,sex_female,913
W02000373_age_45_64_sex_male,W02000373,age_45_64,sex_male,821
W02000373_age_65_plus_sex_female,W02000373,age_65_plus,sex_female,549
W02000373_age_65_plus_sex_male,W02000373,age_65_plus,sex_male,493
W02000374_age_0_15_sex_female,W02000374,age_0_15,sex_female,585
W02000374_age_0_15_sex_male,W02000374,age_0_15,sex_male,539
W02000374_age_16_24_sex_female,W02000374,age_16_24,sex_female,296
W02000374_age_16_24_sex_male,W02000374,age_16_24,sex_male,273
W02000374_age_25_44_sex_female,W02000374,age_25_44,sex_female,618
W02000374_age_25_44_sex_male,W02000374,age_25_44,sex_male,568
W02000374_age_45_64_sex_female,W02000374,age_45_64,sex_female,790
W02000374_age_45_64_sex_male,W02000374,age_45_64,sex_male,727
W02000374_age_65_plus_sex_female,W02000374,age_65_plus,sex_female,781
W02000374_age_65_plus_sex_male,W02000374,age_65_plus,sex_male,718
W02000375_age_0_15_sex_female,W02000375,age_0_15,sex_female,887
W02000375_age_0_15_sex_male,W02000375,age_0_15,sex_male,827
W02000375_age_16_24_sex_female,W02000375,age_16_24,sex_female,506
W02000375_age_16_24_sex_male,W02000375,age_16_24,sex_male,472
W02000375_age_25_44_sex_female,W02000375,age_25_44,sex_female,1062
W02000375_age_25_44_sex_male,W02000375,age_25_44,sex_male,990
W02000375_age_45_64_sex_female,W02000375,age_45_64,sex_female,802
W02000375_age_45_64_sex_male,W02000375,age_45_64,sex_male,748
W02000375_age_65_plus_sex_female,W02000375,age_65_plus,sex_female,530
W02000375_age_65_plus_sex_male,W02000375,age_65_plus,sex_male,493
W02000376_age_0_15_sex_female,W02000376,age_0_15,sex_female,628
W02000376_age_0_15_sex_male,W02000376,age_0_15,sex_male,593
W02000376_age_16_24_sex_female,W02000376,age_16_24,sex_female,313
W02000376_age_16_24_sex_male,W02000376,age_16_24,sex_male,296
W02000376_age_25_44_sex_female,W02000376,age_25_44,sex_female,844
W02000376_age_25_44_sex_male,W02000376,age_25_44,sex_male,797
W02000376_age_45_64_sex_female,W02000376,age_45_64,sex_female,961
W02000376_age_45_64_sex_male,W02000376,age_45_64,sex_male,908
W02000376_age_65_plus_sex_female,W02000376,age_65_plus,sex_female,679
W02000376_age_65_plus_sex_male,W02000376,age_65_plus,sex_male,641
W02000377_age_0_15_sex_female,W02000377,age_0_15,sex_female,856
W02000377_age_0_15_sex_male,W02000377,age_0_15,sex_male,776
W02000377_age_16_24_sex_female,W02000377,age_16_24,sex_female,452
W02000377_age_16_24_sex_male,W02000377,age_16_24,sex_male,411
W02000377_age_25_44_sex_female,W02000377,age_25_44,sex_female,1232
W02000377_age_25_44_sex_male,W02000377,age_25_44,sex_male,1117
W02000377_age_45_64_sex_female,W02000377,age_45_64,sex_female,1007
W02000377_age_45_64_sex_male,W02000377,age_45_64,sex_male,914
W02000377_age_65_plus_sex_female,W02000377,age_65_plus,sex_female,534
W02000377_age_65_plus_sex_male,W02000377,age_65_plus,sex_male,484
W02000378_age_0_15_sex_female,W02000378,age_0_15,sex_female,689
W02000378_age_0_15_sex_male,W02000378,age_0_15,sex_male,645
W02000378_age_16_24_sex_female,W02000378,age_16_24,sex_female,388
W02000378_age_16_24_sex_male,W02000378,age_16_24,sex_male,363
W02000378_age_25_44_sex_female,W02000378,age_25_44,sex_female,927
W02000378_age_25_44_sex_male,W02000378,age_25_44,sex_male,867
W02000378_age_45_64_sex_female,W02000378,age_45_64,sex_female,998
W02000378_age_45_64_sex_male,W02000378,age_45_64,sex_male,934
W02000378_age_65_plus_sex_female,W02000378,age_65_plus,sex_female,867
W02000378_age_65_plus_sex_male,W02000378,age_65_plus,sex_male,810
W02000379_age_0_15_sex_female,W02000379,age_0_15,sex_female,907
W02000379_age_0_15_sex_male,W02000379,age_0_15,sex_male,793
W02000379_age_16_24_sex_female,W02000379,age_16_24,sex_female,466
W02000379_age_16_24_sex_male,W02000379,age_16_24,sex_male,407
W02000379_age_25_44_sex_female,W02000379,age_25_44,sex_female,962
W02000379_age_25_44_sex_male,W02000379,age_25_44,sex_male,842
W02000379_age_45_64_sex_female,W02000379,age_45_64,sex_female,744
W02000379_age_45_64_sex_male,W02000379,age_45_64,sex_male,650
W02000379_age_65_plus_sex_female,W02000379,age_65_plus,sex_female,371
W02000379_age_65_plus_sex_male,W02000379,age_65_plus,sex_male,325
W02000380_age_0_15_sex_female,W02000380,age_0_15,sex_female,674
W02000380_age_0_15_sex_male,W02000380,age_0_15,sex_male,624
W02000380_age_16_24_sex_female,W02000380,age_16_24,sex_female,397
W02000380_age_16_24_sex_male,W02000380,age_16_24,sex_male,367
W02000380_age_25_44_sex_female,W02000380,age_25_44,sex_female,952
W02000380_age_25_44_sex_male,W02000380,age_25_44,sex_male,882
W02000380_age_45_64_sex_female,W02000380,age_45_64,sex_female,1139
W02000380_age_45_64_sex_male,W02000380,age_45_64,sex_male,1055
W02000380_age_65_plus_sex_female,W02000380,age_65_plus,sex_female,942
W02000380_age_65_plus_sex_male,W02000380,age_65_plus,sex_male,872
W02000381_age_0_15_sex_female,W02000381,age_0_15,sex_female,709
W02000381_age_0_15_sex_male,W02000381,age_0_15,sex_male,637
W02000381_age_16_24_sex_female,W02000381,age_16_24,sex_female,381
W02000381_age_16_24_sex_male,W02000381,age_16_24,sex_male,342
W02000381_age_25_44_sex_female,W02000381,age_25_44,sex_female,915
W02000381_age_25_44_sex_male,W02000381,age_25_44,sex_male,823
W02000381_age_45_64_sex_female,W02000381,age_45_64,sex_female,863
W02000381_age_45_64_sex_male,W02000381,age_45_64,sex_male,776
W02000381_age_65_plus_sex_female,W02000381,age_65_plus,sex_female,573
W02000381_age_65_plus_sex_male,W02000381,age_65_plus,sex_male,516
W02000382_age_0_15_sex_female,W02000382,age_0_15,sex_female,720
W02000382_age_0_15_sex_male,W02000382,age_0_15,sex_male,639
W02000382_age_16_24_sex_female,W02000382,age_16_24,sex_female,395
W02000382_age_16_24_sex_male,W02000382,age_16_24,sex_male,351
W02000382_age_25_44_sex_female,W02000382,age_25_44,sex_female,869
W02000382_age_25_44_sex_male,W02000382,age_25_44,sex_male,770
W02000382_age_45_64_sex_female,W02000382,age_45_64,sex_female,690
W02000382_age_45_64_sex_male,W02000382,age_45_64,sex_male,612
W02000382_age_65_plus_sex_female,W02000382,age_65_plus,sex_female,491
W02000382_age_65_plus_sex_male,W02000382,age_65_plus,sex_male,435
W02000383_age_0_15_sex_female,W02000383,age_0_15,sex_female,854
W02000383_age_0_15_sex_male,W02000383,age_0_15,sex_male,801
W02000383_age_16_24_sex_female,W02000383,age_16_24,sex_female,451
W02000383_age_16_24_sex_male,W02000383,age_16_24,sex_male,424
W02000383_age_25_44_sex_female,W02000383,age_25_44,sex_female,1013
W02000383_age_25_44_sex_male,W02000383,age_25_44,sex_male,951
W02000383_age_45_64_sex_female,W02000383,age_45_64,sex_female,913
W02000383_age_45_64_sex_male,W02000383,age_45_64,sex_male,856
W02000383_age_65_plus_sex_female,W02000383,age_65_plus,sex_female,638
W02000383_age_65_plus_sex_male,W02000383,age_65_plus,sex_male,598
W02000384_age_0_15_sex_female,W02000384,age_0_15,sex_female,500
W02000384_age_0_15_sex_male,W02000384,age_0_15,sex_male,491
W02000384_age_16_24_sex_female,W02000384,age_16_24,sex_female,251
W02000384_age_16_24_sex_male,W02000384,age_16_24,sex_male,246
W02000384_age_25_44_sex_female,W02000384,age_25_44,sex_female,703
W02000384_age_25_44_sex_male,W02000384,age_25_44,sex_male,690
W02000384_age_45_64_sex_female,W02000384,age_45_64,sex_female,798
W02000384_age_45_64_sex_male,W02000384,age_45_64,sex_male,783
W02000384_age_65_plus_sex_female,W02000384,age_65_plus,sex_female,622
W02000384_age_65_plus_sex_male,W02000384,age_65_plus,sex_male,610
W02000385_age_0_15_sex_female,W02000385,age_0_15,sex_female,635
W02000385_age_0_15_sex_male,W02000385,age_0_15,sex_male,624
W02000385_age_16_24_sex_female,W02000385,age_16_24,sex_female,582
W02000385_age_16_24_sex_male,W02000385,age_16_24,sex_male,573
W02000385_age_25_44_sex_female,W02000385,age_25_44,sex_female,731
W02000385_age_25_44_sex_male,W02000385,age_25_44,sex_male,720
W02000385_age_45_64_sex_female,W02000385,age_45_64,sex_female,824
W02000385_age_45_64_sex_male,W02000385,age_45_64,sex_male,811
W02000385_age_65_plus_sex_female,W02000385,age_65_plus,sex_female,697
W02000385_age_65_plus_sex_male,W02000385,age_65_plus,sex_male,685
W02000386_age_0_15_sex_female,W02000386,age_0_15,sex_female,660
W02000386_age_0_15_sex_male,W02000386,age_0_15,sex_male,616
W02000386_age_16_24_sex_female,W02000386,age_16_24,sex_female,313
W02000386_age_16_24_sex_male,W02000386,age_16_24,sex_male,293
W02000386_age_25_44_sex_female,W02000386,age_25_44,sex_female,815
W02000386_age_25_44_sex_male,W02000386,age_25_44,sex_male,761
W02000386_age_45_64_sex_female,W02000386,age_45_64,sex_female,1136
W02000386_age_45_64_sex_male,W02000386,age_45_64,sex_male,1060
W02000386_age_65_plus_sex_female,W02000386,age_65_plus,sex_female,999
W02000386_age_65_plus_sex_male,W02000386,age_65_plus,sex_male,933
W02000387_age_0_15_sex_female,W02000387,age_0_15,sex_female,501
W02000387_age_0_15_sex_male,W02000387,age_0_15,sex_male,472
W02000387_age_16_24_sex_female,W02000387,age_16_24,sex_female,372
W02000387_age_16_24_sex_male,W02000387,age_16_24,sex_male,350
W02000387_age_25_44_sex_female,W02000387,age_25_44,sex_female,788
W02000387_age_25_44_sex_male,W02000387,age_25_44,sex_male,742
W02000387_age_45_64_sex_female,W02000387,age_45_64,sex_female,759
W02000387_age_45_64_sex_male,W02000387,age_45_64,sex_male,715
