cell_id,domain_id,age_group,sex,pop_count
W02000001_age_0_15_sex_female,W02000001,age_0_15,sex_female,645
W02000001_age_0_15_sex_male,W02000001,age_0_15,sex_male,634
W02000001_age_16_24_sex_female,W02000001,age_16_24,sex_female,399
W02000001_age_16_24_sex_male,W02000001,age_16_24,sex_male,392
W02000001_age_25_44_sex_female,W02000001,age_25_44,sex_female,795
W02000001_age_25_44_sex_male,W02000001,age_25_44,sex_male,783
W02000001_age_45_64_sex_female,W02000001,age_45_64,sex_female,1281
W02000001_age_45_64_sex_male,W02000001,age_45_64,sex_male,1261
W02000001_age_65_plus_sex_female,W02000001,age_65_plus,sex_female,1116
W02000001_age_65_plus_sex_male,W02000001,age_65_plus,sex_male,1099
W02000002_age_0_15_sex_female,W02000002,age_0_15,sex_female,426
W02000002_age_0_15_sex_male,W02000002,age_0_15,sex_male,406
W02000002_age_16_24_sex_female,W02000002,age_16_24,sex_female,233
W02000002_age_16_24_sex_male,W02000002,age_16_24,sex_male,222
W02000002_age_25_44_sex_female,W02000002,age_25_44,sex_female,545
W02000002_age_25_44_sex_male,W02000002,age_25_44,sex_male,520
W02000002_age_45_64_sex_female,W02000002,age_45_64,sex_female,958
W02000002_age_45_64_sex_male,W02000002,age_45_64,sex_male,914
W02000002_age_65_plus_sex_female,W02000002,age_65_plus,sex_female,1096
W02000002_age_65_plus_sex_male,W02000002,age_65_plus,sex_male,1046
W02000003_age_0_15_sex_female,W02000003,age_0_15,sex_female,1126
W02000003_age_0_15_sex_male,W02000003,age_0_15,sex_male,1057
W02000003_age_16_24_sex_female,W02000003,age_16_24,sex_female,626
W02000003_age_16_24_sex_male,W02000003,age_16_24,sex_male,587
W02000003_age_25_44_sex_female,W02000003,age_25_44,sex_female,1336
W02000003_age_25_44_sex_male,W02000003,age_25_44,sex_male,1254
W02000003_age_45_64_sex_female,W02000003,age_45_64,sex_female,1393
W02000003_age_45_64_sex_male,W02000003,age_45_64,sex_male,1307
W02000003_age_65_plus_sex_female,W02000003,age_65_plus,sex_female,1003
W02000003_age_65_plus_sex_male,W02000003,age_65_plus,sex_male,941
W02000004_age_0_15_sex_female,W02000004,age_0_15,sex_female,525
W02000004_age_0_15_sex_male,W02000004,age_0_15,sex_male,500
W02000004_age_16_24_sex_female,W02000004,age_16_24,sex_female,354
W02000004_age_16_24_sex_male,W02000004,age_16_24,sex_male,337
W02000004_age_25_44_sex_female,W02000004,age_25_44,sex_female,659
W02000004_age_25_44_sex_male,W02000004,age_25_44,sex_male,629
W02000004_age_45_64_sex_female,W02000004,age_45_64,sex_female,1115
W02000004_age_45_64_sex_male,W02000004,age_45_64,sex_male,1063
W02000004_age_65_plus_sex_female,W02000004,age_65_plus,sex_female,1135
W02000004_age_65_plus_sex_male,W02000004,age_65_plus,sex_male,1083
W02000005_age_0_15_sex_female,W02000005,age_0_15,sex_female,534
W02000005_age_0_15_sex_male,W02000005,age_0_15,sex_male,494
W02000005_age_16_24_sex_female,W02000005,age_16_24,sex_female,332
W02000005_age_16_24_sex_male,W02000005,age_16_24,sex_male,307
W02000005_age_25_44_sex_female,W02000005,age_25_44,sex_female,706
W02000005_age_25_44_sex_male,W02000005,age_25_44,sex_male,653
W02000005_age_45_64_sex_female,W02000005,age_45_64,sex_female,1221
W02000005_age_45_64_sex_male,W02000005,age_45_64,sex_male,1130
W02000005_age_65_plus_sex_female,W02000005,age_65_plus,sex_female,1444
W02000005_age_65_plus_sex_male,W02000005,age_65_plus,sex_male,1335
W02000006_age_0_15_sex_female,W02000006,age_0_15,sex_female,704
W02000006_age_0_15_sex_male,W02000006,age_0_15,sex_male,678
W02000006_age_16_24_sex_female,W02000006,age_16_24,sex_female,375
W02000006_age_16_24_sex_male,W02000006,age_16_24,sex_male,361
W02000006_age_25_44_sex_female,W02000006,age_25_44,sex_female,821
W02000006_age_25_44_sex_male,W02000006,age_25_44,sex_male,791
W02000006_age_45_64_sex_female,W02000006,age_45_64,sex_female,907
W02000006_age_45_64_sex_male,W02000006,age_45_64,sex_male,873
W02000006_age_65_plus_sex_female,W02000006,age_65_plus,sex_female,781
W02000006_age_65_plus_sex_male,W02000006,age_65_plus,sex_male,752
W02000007_age_0_15_sex_female,W02000007,age_0_15,sex_female,622
W02000007_age_0_15_sex_male,W02000007,age_0_15,sex_male,601
W02000007_age_16_24_sex_female,W02000007,age_16_24,sex_female,334
W02000007_age_16_24_sex_male,W02000007,age_16_24,sex_male,322
W02000007_age_25_44_sex_female,W02000007,age_25_44,sex_female,799
W02000007_age_25_44_sex_male,W02000007,age_25_44,sex_male,773
W02000007_age_45_64_sex_female,W02000007,age_45_64,sex_female,948
W02000007_age_45_64_sex_male,W02000007,age_45_64,sex_male,917
W02000007_age_65_plus_sex_female,W02000007,age_65_plus,sex_female,798
W02000007_age_65_plus_sex_male,W02000007,age_65_plus,sex_male,772
W02000008_age_0_15_sex_female,W02000008,age_0_15,sex_female,420
W02000008_age_0_15_sex_male,W02000008,age_0_15,sex_male,389
W02000008_age_16_24_sex_female,W02000008,age_16_24,sex_female,286
W02000008_age_16_24_sex_male,W02000008,age_16_24,sex_male,265
W02000008_age_25_44_sex_female,W02000008,age_25_44,sex_female,670
W02000008_age_25_44_sex_male,W02000008,age_25_44,sex_male,620
W02000008_age_45_64_sex_female,W02000008,age_45_64,sex_female,831
W02000008_age_45_64_sex_male,W02000008,age_45_64,sex_male,769
W02000008_age_65_plus_sex_female,W02000008,age_65_plus,sex_female,883
W02000008_age_65_plus_sex_male,W02000008,age_65_plus,sex_male,818
W02000009_age_0_15_sex_female,W02000009,age_0_15,sex_female,642
W02000009_age_0_15_sex_male,W02000009,age_0_15,sex_male,637
W02000009_age_16_24_sex_female,W02000009,age_16_24,sex_female,364
W02000009_age_16_24_sex_male,W02000009,age_16_24,sex_male,362
W02000009_age_25_44_sex_female,W02000009,age_25_44,sex_female,791
W02000009_age_25_44_sex_male,W02000009,age_25_44,sex_male,785
W02000009_age_45_64_sex_female,W02000009,age_45_64,sex_female,1177
W02000009_age_45_64_sex_male,W02000009,age_45_64,sex_male,1169
W02000009_age_65_plus_sex_female,W02000009,age_65_plus,sex_female,1055
W02000009_age_65_plus_sex_male,W02000009,age_65_plus,sex_male,1048
W02000010_age_0_15_sex_female,W02000010,age_0_15,sex_female,335
W02000010_age_0_15_sex_male,W02000010,age_0_15,sex_male,313
W02000010_age_16_24_sex_female,W02000010,age_16_24,sex_female,2376
W02000010_age_16_24_sex_male,W02000010,age_16_24,sex_male,2226
W02000010_age_25_44_sex_female,W02000010,age_25_44,sex_female,850
W02000010_age_25_44_sex_male,W02000010,age_25_44,sex_male,796
W02000010_age_45_64_sex_female,W02000010,age_45_64,sex_female,500
W02000010_age_45_64_sex_male,W02000010,age_45_64,sex_male,468
W02000010_age_65_plus_sex_female,W02000010,age_65_plus,sex_female,387
W02000010_age_65_plus_sex_male,W02000010,age_65_plus,sex_male,363
W02000011_age_0_15_sex_female,W02000011,age_0_15,sex_female,832
W02000011_age_0_15_sex_male,W02000011,age_0_15,sex_male,806
W02000011_age_16_24_sex_female,W02000011,age_16_24,sex_female,634
W02000011_age_16_24_sex_male,W02000011,age_16_24,sex_male,613
W02000011_age_25_44_sex_female,W02000011,age_25_44,sex_female,1102
W02000011_age_25_44_sex_male,W02000011,age_25_44,sex_male,1068
W02000011_age_45_64_sex_female,W02000011,age_45_64,sex_female,1013
W02000011_age_45_64_sex_male,W02000011,age_45_64,sex_male,981
W02000011_age_65_plus_sex_female,W02000011,age_65_plus,sex_female,675
W02000011_age_65_plus_sex_male,W02000011,age_65_plus,sex_male,654
W02000012_age_0_15_sex_female,W02000012,age_0_15,sex_female,722
W02000012_age_0_15_sex_male,W02000012,age_0_15,sex_male,687
W02000012_age_16_24_sex_female,W02000012,age_16_24,sex_female,456
W02000012_age_16_24_sex_male,W02000012,age_16_24,sex_male,435
W02000012_age_25_44_sex_female,W02000012,age_25_44,sex_female,1017
W02000012_age_25_44_sex_male,W02000012,age_25_44,sex_male,969
W02000012_age_45_64_sex_female,W02000012,age_45_64,sex_female,1209
W02000012_age_45_64_sex_male,W02000012,age_45_64,sex_male,1152
W02000012_age_65_plus_sex_female,W02000012,age_65_plus,sex_female,800
W02000012_age_65_plus_sex_male,W02000012,age_65_plus,sex_male,762
W02000013_age_0_15_sex_female,W02000013,age_0_15,sex_female,553
W02000013_age_0_15_sex_male,W02000013,age_0_15,sex_male,534
W02000013_age_16_24_sex_female,W02000013,age_16_24,sex_female,323
W02000013_age_16_24_sex_male,W02000013,age_16_24,sex_male,313
W02000013_age_25_44_sex_female,W02000013,age_25_44,sex_female,808
W02000013_age_25_44_sex_male,W02000013,age_25_44,sex_male,781
W02000013_age_45_64_sex_female,W02000013,age_45_64,sex_female,881
W02000013_age_45_64_sex_male,W02000013,age_45_64,sex_male,852
W02000013_age_65_plus_sex_female,W02000013,age_65_plus,sex_female,703
W02000013_age_65_plus_sex_male,W02000013,age_65_plus,sex_male,679
W02000014_age_0_15_sex_female,W02000014,age_0_15,sex_female,545
W02000014_age_0_15_sex_male,W02000014,age_0_15,sex_male,533
W02000014_age_16_24_sex_female,W02000014,age_16_24,sex_female,375
W02000014_age_16_24_sex_male,W02000014,age_16_24,sex_male,366
W02000014_age_25_44_sex_female,W02000014,age_25_44,sex_female,814
W02000014_age_25_44_sex_male,W02000014,age_25_44,sex_male,796
W02000014_age_45_64_sex_female,W02000014,age_45_64,sex_female,994
W02000014_age_45_64_sex_male,W02000014,age_45_64,sex_male,971
W02000014_age_65_plus_sex_female,W02000014,age_65_plus,sex_female,680
W02000014_age_65_plus_sex_male,W02000014,age_65_plus,sex_male,664
W02000015_age_0_15_sex_female,W02000015,age_0_15,sex_female,878
W02000015_age_0_15_sex_male,W02000015,age_0_15,sex_male,808
W02000015_age_16_24_sex_female,W02000015,age_16_24,sex_female,478
W02000015_age_16_24_sex_male,W02000015,age_16_24,sex_male,441
W02000015_age_25_44_sex_female,W02000015,age_25_44,sex_female,1116
W02000015_age_25_44_sex_male,W02000015,age_25_44,sex_male,1028
W02000015_age_45_64_sex_female,W02000015,age_45_64,sex_female,1091
W02000015_age_45_64_sex_male,W02000015,age_45_64,sex_male,1005
W02000015_age_65_plus_sex_female,W02000015,age_65_plus,sex_female,869
W02000015_age_65_plus_sex_male,W02000015,age_65_plus,sex_male,800
W02000016_age_0_15_sex_female,W02000016,age_0_15,sex_female,538
W02000016_age_0_15_sex_male,W02000016,age_0_15,sex_male,501
W02000016_age_16_24_sex_female,W02000016,age_16_24,sex_female,348
W02000016_age_16_24_sex_male,W02000016,age_16_24,sex_male,324
W02000016_age_25_44_sex_female,W02000016,age_25_44,sex_female,728
W02000016_age_25_44_sex_male,W02000016,age_25_44,sex_male,678
W02000016_age_45_64_sex_female,W02000016,age_45_64,sex_female,911
W02000016_age_45_64_sex_male,W02000016,age_45_64,sex_male,849
W02000016_age_65_plus_sex_female,W02000016,age_65_plus,sex_female,763
W02000016_age_65_plus_sex_male,W02000016,age_65_plus,sex_male,711
W02000017_age_0_15_sex_female,W02000017,age_0_15,sex_female,672
W02000017_age_0_15_sex_male,W02000017,age_0_15,sex_male,649
W02000017_age_16_24_sex_female,W02000017,age_16_24,sex_female,398
W02000017_age_16_24_sex_male,W02000017,age_16_24,sex_male,385
W02000017_age_25_44_sex_female,W02000017,age_25_44,sex_female,788
W02000017_age_25_44_sex_male,W02000017,age_25_44,sex_male,761
W02000017_age_45_64_sex_female,W02000017,age_45_64,sex_female,1116
W02000017_age_45_64_sex_male,W02000017,age_45_64,sex_male,1078
W02000017_age_65_plus_sex_female,W02000017,age_65_plus,sex_female,881
W02000017_age_65_plus_sex_male,W02000017,age_65_plus,sex_male,850
W02000018_age_0_15_sex_female,W02000018,age_0_15,sex_female,514
W02000018_age_0_15_sex_male,W02000018,age_0_15,sex_male,515
W02000018_age_16_24_sex_female,W02000018,age_16_24,sex_female,315
W02000018_age_16_24_sex_male,W02000018,age_16_24,sex_male,315
W02000018_age_25_44_sex_female,W02000018,age_25_44,sex_female,658
W02000018_age_25_44_sex_male,W02000018,age_25_44,sex_male,659
W02000018_age_45_64_sex_female,W02000018,age_45_64,sex_female,871
W02000018_age_45_64_sex_male,W02000018,age_45_64,sex_male,873
W02000018_age_65_plus_sex_female,W02000018,age_65_plus,sex_female,679
W02000018_age_65_plus_sex_male,W02000018,age_65_plus,sex_male,681
W02000019_age_0_15_sex_female,W02000019,age_0_15,sex_female,479
W02000019_age_0_15_sex_male,W02000019,age_0_15,sex_male,468
W02000019_age_16_24_sex_female,W02000019,age_16_24,sex_female,307
W02000019_age_16_24_sex_male,W02000019,age_16_24,sex_male,299
W02000019_age_25_44_sex_female,W02000019,age_25_44,sex_female,629
W02000019_age_25_44_sex_male,W02000019,age_25_44,sex_male,614
W02000019_age_45_64_sex_female,W02000019,age_45_64,sex_female,915
W02000019_age_45_64_sex_male,W02000019,age_45_64,sex_male,894
W02000019_age_65_plus_sex_female,W02000019,age_65_plus,sex_female,1041
W02000019_age_65_plus_sex_male,W02000019,age_65_plus,sex_male,1017
W02000020_age_0_15_sex_female,W02000020,age_0_15,sex_female,501
W02000020_age_0_15_sex_male,W02000020,age_0_15,sex_male,457
W02000020_age_16_24_sex_female,W02000020,age_16_24,sex_female,300
W02000020_age_16_24_sex_male,W02000020,age_16_24,sex_male,273
W02000020_age_25_44_sex_female,W02000020,age_25_44,sex_female,628
W02000020_age_25_44_sex_male,W02000020,age_25_44,sex_male,573
W02000020_age_45_64_sex_female,W02000020,age_45_64,sex_female,984
W02000020_age_45_64_sex_male,W02000020,age_45_64,sex_male,899
W02000020_age_65_plus_sex_female,W02000020,age_65_plus,sex_female,976
W02000020_age_65_plus_sex_male,W02000020,age_65_plus,sex_male,891
W02000021_age_0_15_sex_female,W02000021,age_0_15,sex_female,618
W02000021_age_0_15_sex_male,W02000021,age_0_15,sex_male,608
W02000021_age_16_24_sex_female,W02000021,age_16_24,sex_female,376
W02000021_age_16_24_sex_male,W02000021,age_16_24,sex_male,370
W02000021_age_25_44_sex_female,W02000021,age_25_44,sex_female,841
W02000021_age_25_44_sex_male,W02000021,age_25_44,sex_male,828
W02000021_age_45_64_sex_female,W02000021,age_45_64,sex_female,1105
W02000021_age_45_64_sex_male,W02000021,age_45_64,sex_male,1086
W02000021_age_65_plus_sex_female,W02000021,age_65_plus,sex_female,968
W02000021_age_65_plus_sex_male,W02000021,age_65_plus,sex_male,952
W02000022_age_0_15_sex_female,W02000022,age_0_15,sex_female,372
W02000022_age_0_15_sex_male,W02000022,age_0_15,sex_male,356
W02000022_age_16_24_sex_female,W02000022,age_16_24,sex_female,229
W02000022_age_16_24_sex_male,W02000022,age_16_24,sex_male,219
W02000022_age_25_44_sex_female,W02000022,age_25_44,sex_female,476
W02000022_age_25_44_sex_male,W02000022,age_25_44,sex_male,457
W02000022_age_45_64_sex_female,W02000022,age_45_64,sex_female,831
W02000022_age_45_64_sex_male,W02000022,age_45_64,sex_male,798
W02000022_age_65_plus_sex_female,W02000022,age_65_plus,sex_female,928
W02000022_age_65_plus_sex_male,W02000022,age_65_plus,sex_male,891
W02000023_age_0_15_sex_female,W02000023,age_0_15,sex_female,396
W02000023_age_0_15_sex_male,W02000023,age_0_15,sex_male,390
W02000023_age_16_24_sex_female,W02000023,age_16_24,sex_female,237
W02000023_age_16_24_sex_male,W02000023,age_16_24,sex_male,233
W02000023_age_25_44_sex_female,W02000023,age_25_44,sex_female,495
W02000023_age_25_44_sex_male,W02000023,age_25_44,sex_male,487
W02000023_age_45_64_sex_female,W02000023,age_45_64,sex_female,770
W02000023_age_45_64_sex_male,W02000023,age_45_64,sex_male,757
W02000023_age_65_plus_sex_female,W02000023,age_65_plus,sex_female,766
W02000023_age_65_plus_sex_male,W02000023,age_65_plus,sex_male,753
W02000024_age_0_15_sex_female,W02000024,age_0_15,sex_female,439
W02000024_age_0_15_sex_male,W02000024,age_0_15,sex_male,442
W02000024_age_16_24_sex_female,W02000024,age_16_24,sex_female,253
W02000024_age_16_24_sex_male,W02000024,age_16_24,sex_male,255
W02000024_age_25_44_sex_female,W02000024,age_25_44,sex_female,582
W02000024_age_25_44_sex_male,W02000024,age_25_44,sex_male,586
W02000024_age_45_64_sex_female,W02000024,age_45_64,sex_female,879
W02000024_age_45_64_sex_male,W02000024,age_45_64,sex_male,886
W02000024_age_65_plus_sex_female,W02000024,age_65_plus,sex_female,675
W02000024_age_65_plus_sex_male,W02000024,age_65_plus,sex_male,681
W02000025_age_0_15_sex_female,W02000025,age_0_15,sex_female,441
W02000025_age_0_15_sex_male,W02000025,age_0_15,sex_male,430
W02000025_age_16_24_sex_female,W02000025,age_16_24,sex_female,292
W02000025_age_16_24_sex_male,W02000025,age_16_24,sex_male,285
W02000025_age_25_44_sex_female,W02000025,age_25_44,sex_female,604
W02000025_age_25_44_sex_male,W02000025,age_25_44,sex_male,589
W02000025_age_45_64_sex_female,W02000025,age_45_64,sex_female,913
W02000025_age_45_64_sex_male,W02000025,age_45_64,sex_male,891
W02000025_age_65_plus_sex_female,W02000025,age_65_plus,sex_female,852
W02000025_age_65_plus_sex_male,W02000025,age_65_plus,sex_male,832
W02000026_age_0_15_sex_female,W02000026,age_0_15,sex_female,403
W02000026_age_0_15_sex_male,W02000026,age_0_15,sex_male,383
W02000026_age_16_24_sex_female,W02000026,age_16_24,sex_female,266
W02000026_age_16_24_sex_male,W02000026,age_16_24,sex_male,252
W02000026_age_25_44_sex_female,W02000026,age_25_44,sex_female,585
W02000026_age_25_44_sex_male,W02000026,age_25_44,sex_male,554
W02000026_age_45_64_sex_female,W02000026,age_45_64,sex_female,1059
W02000026_age_45_64_sex_male,W02000026,age_45_64,sex_male,1005
W02000026_age_65_plus_sex_female,W02000026,age_65_plus,sex_female,1256
W02000026_age_65_plus_sex_male,W02000026,age_65_plus,sex_male,1191
W02000027_age_0_15_sex_female,W02000027,age_0_15,sex_female,497
W02000027_age_0_15_sex_male,W02000027,age_0_15,sex_male,478
W02000027_age_16_24_sex_female,W02000027,age_16_24,sex_female,395
W02000027_age_16_24_sex_male,W02000027,age_16_24,sex_male,380
W02000027_age_25_44_sex_female,W02000027,age_25_44,sex_female,919
W02000027_age_25_44_sex_male,W02000027,age_25_44,sex_male,884
W02000027_age_45_64_sex_female,W02000027,age_45_64,sex_female,1218
W02000027_age_45_64_sex_male,W02000027,age_45_64,sex_male,1171
W02000027_age_65_plus_sex_female,W02000027,age_65_plus,sex_female,1266
W02000027_age_65_plus_sex_male,W02000027,age_65_plus,sex_male,1217
W02000028_age_0_15_sex_female,W02000028,age_0_15,sex_female,570
W02000028_age_0_15_sex_male,W02000028,age_0_15,sex_male,505
W02000028_age_16_24_sex_female,W02000028,age_16_24,sex_female,359
W02000028_age_16_24_sex_male,W02000028,age_16_24,sex_male,319
W02000028_age_25_44_sex_female,W02000028,age_25_44,sex_female,664
W02000028_age_25_44_sex_male,W02000028,age_25_44,sex_male,589
W02000028_age_45_64_sex_female,W02000028,age_45_64,sex_female,966
W02000028_age_45_64_sex_male,W02000028,age_45_64,sex_male,857
W02000028_age_65_plus_sex_female,W02000028,age_65_plus,sex_female,995
W02000028_age_65_plus_sex_male,W02000028,age_65_plus,sex_male,883
W02000029_age_0_15_sex_female,W02000029,age_0_15,sex_female,384
W02000029_age_0_15_sex_male,W02000029,age_0_15,sex_male,357
W02000029_age_16_24_sex_female,W02000029,age_16_24,sex_female,244
W02000029_age_16_24_sex_male,W02000029,age_16_24,sex_male,227
W02000029_age_25_44_sex_female,W02000029,age_25_44,sex_female,536
W02000029_age_25_44_sex_male,W02000029,age_25_44,sex_male,499
W02000029_age_45_64_sex_female,W02000029,age_45_64,sex_female,889
W02000029_age_45_64_sex_male,W02000029,age_45_64,sex_male,828
W02000029_age_65_plus_sex_female,W02000029,age_65_plus,sex_female,1054
W02000029_age_65_plus_sex_male,W02000029,age_65_plus,sex_male,982
W02000030_age_0_15_sex_female,W02000030,age_0_15,sex_female,387
W02000030_age_0_15_sex_male,W02000030,age_0_15,sex_male,348
W02000030_age_16_24_sex_female,W02000030,age_16_24,sex_female,229
W02000030_age_16_24_sex_male,W02000030,age_16_24,sex_male,205
W02000030_age_25_44_sex_female,W02000030,age_25_44,sex_female,511
W02000030_age_25_44_sex_male,W02000030,age_25_44,sex_male,459
W02000030_age_45_64_sex_female,W02000030,age_45_64,sex_female,822
W02000030_age_45_64_sex_male,W02000030,age_45_64,sex_male,737
W02000030_age_65_plus_sex_female,W02000030,age_65_plus,sex_female,1152
W02000030_age_65_plus_sex_male,W02000030,age_65_plus,sex_male,1034
W02000031_age_0_15_sex_female,W02000031,age_0_15,sex_female,630
W02000031_age_0_15_sex_male,W02000031,age_0_15,sex_male,595
W02000031_age_16_24_sex_female,W02000031,age_16_24,sex_female,410
W02000031_age_16_24_sex_male,W02000031,age_16_24,sex_male,387
W02000031_age_25_44_sex_female,W02000031,age_25_44,sex_female,786
W02000031_age_25_44_sex_male,W02000031,age_25_44,sex_male,743
W02000031_age_45_64_sex_female,W02000031,age_45_64,sex_female,1199
W02000031_age_45_64_sex_male,W02000031,age_45_64,sex_male,1133
W02000031_age_65_plus_sex_female,W02000031,age_65_plus,sex_female,1176
W02000031_age_65_plus_sex_male,W02000031,age_65_plus,sex_male,1112
W02000032_age_0_15_sex_female,W02000032,age_0_15,sex_female,639
W02000032_age_0_15_sex_male,W02000032,age_0_15,sex_male,573
W02000032_age_16_24_sex_female,W02000032,age_16_24,sex_female,346
W02000032_age_16_24_sex_male,W02000032,age_16_24,sex_male,309
W02000032_age_25_44_sex_female,W02000032,age_25_44,sex_female,870
W02000032_age_25_44_sex_male,W02000032,age_25_44,sex_male,780
W02000032_age_45_64_sex_female,W02000032,age_45_64,sex_female,1194
W02000032_age_45_64_sex_male,W02000032,age_45_64,sex_male,1070
W02000032_age_65_plus_sex_female,W02000032,age_65_plus,sex_female,1375
W02000032_age_65_plus_sex_male,W02000032,age_65_plus,sex_male,1232
W02000033_age_0_15_sex_female,W02000033,age_0_15,sex_female,605
W02000033_age_0_15_sex_male,W02000033,age_0_15,sex_male,597
W02000033_age_16_24_sex_female,W02000033,age_16_24,sex_female,408
W02000033_age_16_24_sex_male,W02000033,age_16_24,sex_male,403
W02000033_age_25_44_sex_female,W02000033,age_25_44,sex_female,801
W02000033_age_25_44_sex_male,W02000033,age_25_44,sex_male,791
W02000033_age_45_64_sex_female,W02000033,age_45_64,sex_female,928
W02000033_age_45_64_sex_male,W02000033,age_45_64,sex_male,916
W02000033_age_65_plus_sex_female,W02000033,age_65_plus,sex_female,758
W02000033_age_65_plus_sex_male,W02000033,age_65_plus,sex_male,747
W02000034_age_0_15_sex_female,W02000034,age_0_15,sex_female,597
W02000034_age_0_15_sex_male,W02000034,age_0_15,sex_male,569
W02000034_age_16_24_sex_female,W02000034,age_16_24,sex_female,366
W02000034_age_16_24_sex_male,W02000034,age_16_24,sex_male,348
W02000034_age_25_44_sex_female,W02000034,age_25_44,sex_female,847
W02000034_age_25_44_sex_male,W02000034,age_25_44,sex_male,806
W02000034_age_45_64_sex_female,W02000034,age_45_64,sex_female,1163
W02000034_age_45_64_sex_male,W02000034,age_45_64,sex_male,1108
W02000034_age_65_plus_sex_female,W02000034,age_65_plus,sex_female,953
W02000034_age_65_plus_sex_male,W02000034,age_65_plus,sex_male,907
W02000035_age_0_15_sex_female,W02000035,age_0_15,sex_female,851
W02000035_age_0_15_sex_male,W02000035,age_0_15,sex_male,792
W02000035_age_16_24_sex_female,W02000035,age_16_24,sex_female,479
W02000035_age_16_24_sex_male,W02000035,age_16_24,sex_male,446
W02000035_age_25_44_sex_female,W02000035,age_25_44,sex_female,1038
W02000035_age_25_44_sex_male,W02000035,age_25_44,sex_male,965
W02000035_age_45_64_sex_female,W02000035,age_45_64,sex_female,1257
W02000035_age_45_64_sex_male,W02000035,age_45_64,sex_male,1168
W02000035_age_65_plus_sex_female,W02000035,age_65_plus,sex_female,984
W02000035_age_65_plus_sex_male,W02000035,age_65_plus,sex_male,915
W02000036_age_0_15_sex_female,W02000036,age_0_15,sex_female,848
W02000036_age_0_15_sex_male,W02000036,age_0_15,sex_male,771
W02000036_age_16_24_sex_female,W02000036,age_16_24,sex_female,474
W02000036_age_16_24_sex_male,W02000036,age_16_24,sex_male,431
W02000036_age_25_44_sex_female,W02000036,age_25_44,sex_female,1140
W02000036_age_25_44_sex_male,W02000036,age_25_44,sex_male,1037
W02000036_age_45_64_sex_female,W02000036,age_45_64,sex_female,1507
W02000036_age_45_64_sex_male,W02000036,age_45_64,sex_male,1370
W02000036_age_65_plus_sex_female,W02000036,age_65_plus,sex_female,1941
W02000036_age_65_plus_sex_male,W02000036,age_65_plus,sex_male,1765
W02000037_age_0_15_sex_female,W02000037,age_0_15,sex_female,649
W02000037_age_0_15_sex_male,W02000037,age_0_15,sex_male,621
W02000037_age_16_24_sex_female,W02000037,age_16_24,sex_female,362
W02000037_age_16_24_sex_male,W02000037,age_16_24,sex_male,346
W02000037_age_25_44_sex_female,W02000037,age_25_44,sex_female,908
W02000037_age_25_44_sex_male,W02000037,age_25_44,sex_male,870
W02000037_age_45_64_sex_female,W02000037,age_45_64,sex_female,970
W02000037_age_45_64_sex_male,W02000037,age_45_64,sex_male,929
W02000037_age_65_plus_sex_female,W02000037,age_65_plus,sex_female,788
W02000037_age_65_plus_sex_male,W02000037,age_65_plus,sex_male,755
W02000038_age_0_15_sex_female,W02000038,age_0_15,sex_female,442
W02000038_age_0_15_sex_male,W02000038,age_0_15,sex_male,413
W02000038_age_16_24_sex_female,W02000038,age_16_24,sex_female,303
W02000038_age_16_24_sex_male,W02000038,age_16_24,sex_male,284
W02000038_age_25_44_sex_female,W02000038,age_25_44,sex_female,615
W02000038_age_25_44_sex_male,W02000038,age_25_44,sex_male,575
W02000038_age_45_64_sex_female,W02000038,age_45_64,sex_female,974
W02000038_age_45_64_sex_male,W02000038,age_45_64,sex_male,911
W02000038_age_65_plus_sex_female,W02000038,age_65_plus,sex_female,873
W02000038_age_65_plus_sex_male,W02000038,age_65_plus,sex_male,817
W02000039_age_0_15_sex_female,W02000039,age_0_15,sex_female,614
W02000039_age_0_15_sex_male,W02000039,age_0_15,sex_male,583
W02000039_age_16_24_sex_female,W02000039,age_16_24,sex_female,338
W02000039_age_16_24_sex_male,W02000039,age_16_24,sex_male,321
W02000039_age_25_44_sex_female,W02000039,age_25_44,sex_female,876
W02000039_age_25_44_sex_male,W02000039,age_25_44,sex_male,832
W02000039_age_45_64_sex_female,W02000039,age_45_64,sex_female,1219
W02000039_age_45_64_sex_male,W02000039,age_45_64,sex_male,1158
W02000039_age_65_plus_sex_female,W02000039,age_65_plus,sex_female,975
W02000039_age_65_plus_sex_male,W02000039,age_65_plus,sex_male,925
W02000040_age_0_15_sex_female,W02000040,age_0_15,sex_female,481
W02000040_age_0_15_sex_male,W02000040,age_0_15,sex_male,485
W02000040_age_16_24_sex_female,W02000040,age_16_24,sex_female,302
W02000040_age_16_24_sex_male,W02000040,age_16_24,sex_male,304
W02000040_age_25_44_sex_female,W02000040,age_25_44,sex_female,603
W02000040_age_25_44_sex_male,W02000040,age_25_44,sex_male,608
W02000040_age_45_64_sex_female,W02000040,age_45_64,sex_female,1060
W02000040_age_45_64_sex_male,W02000040,age_45_64,sex_male,1069
W02000040_age_65_plus_sex_female,W02000040,age_65_plus,sex_female,840
W02000040_age_65_plus_sex_male,W02000040,age_65_plus,sex_male,847
W02000041_age_0_15_sex_female,W02000041,age_0_15,sex_female,664
W02000041_age_0_15_sex_male,W02000041,age_0_15,sex_male,642
W02000041_age_16_24_sex_female,W02000041,age_16_24,sex_female,392
W02000041_age_16_24_sex_male,W02000041,age_16_24,sex_male,379
