cell_id,domain_id,age_group,sex,car_access,economic_status,pop_count
W02000169_age_45_64_sex_male_car_access_econ_inactive,W02000169,age_45_64,sex_male,car_access,econ_inactive,182.81707878816465
W02000169_age_65_plus_sex_female_no_car_access_econ_employed,W02000169,age_65_plus,sex_female,no_car_access,econ_employed,37.57268035850991
W02000169_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000169,age_65_plus,sex_female,no_car_access,econ_unemployed,1.8748078793961156
W02000169_age_65_plus_sex_female_no_car_access_econ_inactive,W02000169,age_65_plus,sex_female,no_car_access,econ_inactive,32.07260622252641
W02000169_age_65_plus_sex_female_car_access_econ_employed,W02000169,age_65_plus,sex_female,car_access,econ_employed,185.53245264180006
W02000169_age_65_plus_sex_female_car_access_econ_unemployed,W02000169,age_65_plus,sex_female,car_access,econ_unemployed,9.25772930697373
W02000169_age_65_plus_sex_female_car_access_econ_inactive,W02000169,age_65_plus,sex_female,car_access,econ_inactive,158.37329778715772
W02000169_age_65_plus_sex_male_no_car_access_econ_employed,W02000169,age_65_plus,sex_male,no_car_access,econ_employed,35.329654401267234
W02000169_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000169,age_65_plus,sex_male,no_car_access,econ_unemployed,1.762884995582581
W02000169_age_65_plus_sex_male_no_car_access_econ_inactive,W02000169,age_65_plus,sex_male,no_car_access,econ_inactive,30.157925460144867
W02000169_age_65_plus_sex_male_car_access_econ_employed,W02000169,age_65_plus,sex_male,car_access,econ_employed,174.4564766077347
W02000169_age_65_plus_sex_male_car_access_econ_unemployed,W02000169,age_65_plus,sex_male,car_access,econ_unemployed,8.705058405070263
W02000169_age_65_plus_sex_male_car_access_econ_inactive,W02000169,age_65_plus,sex_male,car_access,econ_inactive,148.91867771530914
W02000170_age_16_24_sex_female_no_car_access_econ_employed,W02000170,age_16_24,sex_female,no_car_access,econ_employed,19.35565383126116
W02000170_age_16_24_sex_female_no_car_access_econ_unemployed,W02000170,age_16_24,sex_female,no_car_access,econ_unemployed,0.9183882941224198
W02000170_age_16_24_sex_female_no_car_access_econ_inactive,W02000170,age_16_24,sex_female,no_car_access,econ_inactive,15.786350136807
W02000170_age_16_24_sex_female_car_access_econ_employed,W02000170,age_16_24,sex_female,car_access,econ_employed,85.96675394484423
W02000170_age_16_24_sex_female_car_access_econ_unemployed,W02000170,age_16_24,sex_female,car_access,econ_unemployed,4.078956009180862
W02000170_age_16_24_sex_female_car_access_econ_inactive,W02000170,age_16_24,sex_female,car_access,econ_inactive,70.11394653618996
W02000170_age_16_24_sex_male_no_car_access_econ_employed,W02000170,age_16_24,sex_male,no_car_access,econ_employed,18.14565537786685
W02000170_age_16_24_sex_male_no_car_access_econ_unemployed,W02000170,age_16_24,sex_male,no_car_access,econ_unemployed,0.860976210542541
W02000170_age_16_24_sex_male_no_car_access_econ_inactive,W02000170,age_16_24,sex_male,no_car_access,econ_inactive,14.79948297040692
W02000170_age_16_24_sex_male_car_access_econ_employed,W02000170,age_16_24,sex_male,car_access,econ_employed,80.59263224255434
W02000170_age_16_24_sex_male_car_access_econ_unemployed,W02000170,age_16_24,sex_male,car_access,econ_unemployed,3.823964340823943
W02000170_age_16_24_sex_male_car_access_econ_inactive,W02000170,age_16_24,sex_male,car_access,econ_inactive,65.73084650713588
W02000170_age_25_44_sex_female_no_car_access_econ_employed,W02000170,age_25_44,sex_female,no_car_access,econ_employed,42.31187552575693
W02000170_age_25_44_sex_female_no_car_access_econ_unemployed,W02000170,age_25_44,sex_female,no_car_access,econ_unemployed,2.007616561237505
W02000170_age_25_44_sex_female_no_car_access_econ_inactive,W02000170,age_25_44,sex_female,no_car_access,econ_inactive,34.5093008904609
W02000170_age_25_44_sex_female_car_access_econ_employed,W02000170,age_25_44,sex_female,car_access,econ_employed,187.92517287082615
W02000170_age_25_44_sex_female_car_access_econ_unemployed,W02000170,age_25_44,sex_female,car_access,econ_unemployed,8.916685555553434
W02000170_age_25_44_sex_female_car_access_econ_inactive,W02000170,age_25_44,sex_female,car_access,econ_inactive,153.27059495491847
W02000170_age_25_44_sex_male_no_car_access_econ_employed,W02000170,age_25_44,sex_male,no_car_access,econ_employed,39.66679288516484
W02000170_age_25_44_sex_male_no_car_access_econ_unemployed,W02000170,age_25_44,sex_male,no_car_access,econ_unemployed,1.8821125118634254
W02000170_age_25_44_sex_male_no_car_access_econ_inactive,W02000170,age_25_44,sex_male,no_car_access,econ_inactive,32.3519880417605
W02000170_age_25_44_sex_male_car_access_econ_employed,W02000170,age_25_44,sex_male,car_access,econ_employed,176.1772272571107
W02000170_age_25_44_sex_male_car_access_econ_unemployed,W02000170,age_25_44,sex_male,car_access,econ_unemployed,8.359268284833414
W02000170_age_25_44_sex_male_car_access_econ_inactive,W02000170,age_25_44,sex_male,car_access,econ_inactive,143.68904403119058
W02000170_age_45_64_sex_female_no_car_access_econ_employed,W02000170,age_45_64,sex_female,no_car_access,econ_employed,49.30488594221257
W02000170_age_45_64_sex_female_no_car_access_econ_unemployed,W02000170,age_45_64,sex_female,no_car_access,econ_unemployed,2.3394213642752826
W02000170_age_45_64_sex_female_no_car_access_econ_inactive,W02000170,age_45_64,sex_female,no_car_access,econ_inactive,40.212756423758904
W02000170_age_45_64_sex_female_car_access_econ_employed,W02000170,age_45_64,sex_female,car_access,econ_employed,218.98412913476986
W02000170_age_45_64_sex_female_car_access_econ_unemployed,W02000170,age_45_64,sex_female,car_access,econ_unemployed,10.390372887902647
W02000170_age_45_64_sex_female_car_access_econ_inactive,W02000170,age_45_64,sex_female,car_access,econ_inactive,178.60208531638062
W02000170_age_45_64_sex_male_no_car_access_econ_employed,W02000170,age_45_64,sex_male,no_car_access,econ_employed,46.22264257007158
W02000170_age_45_64_sex_male_no_car_access_econ_unemployed,W02000170,age_45_64,sex_male,no_car_access,econ_unemployed,2.1931748847046015
W02000170_age_45_64_sex_male_no_car_access_econ_inactive,W02000170,age_45_64,sex_male,no_car_access,econ_inactive,37.698898018165586
W02000170_age_45_64_sex_male_car_access_econ_employed,W02000170,age_45_64,sex_male,car_access,econ_employed,205.2945653576465
W02000170_age_45_64_sex_male_car_access_econ_unemployed,W02000170,age_45_64,sex_male,car_access,econ_unemployed,9.740829595066582
W02000170_age_45_64_sex_male_car_access_econ_inactive,W02000170,age_45_64,sex_male,car_access,econ_inactive,167.4369627692526
W02000170_age_65_plus_sex_female_no_car_access_econ_employed,W02000170,age_65_plus,sex_female,no_car_access,econ_employed,42.47837577376778
W02000170_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000170,age_65_plus,sex_female,no_car_access,econ_unemployed,2.0155166755955474
W02000170_age_65_plus_sex_female_no_car_access_econ_inactive,W02000170,age_65_plus,sex_female,no_car_access,econ_inactive,34.64509745077751
W02000170_age_65_plus_sex_female_car_access_econ_employed,W02000170,age_65_plus,sex_female,car_access,econ_employed,188.66467182949148
W02000170_age_65_plus_sex_female_car_access_econ_unemployed,W02000170,age_65_plus,sex_female,car_access,econ_unemployed,8.951773349180797
W02000170_age_65_plus_sex_female_car_access_econ_inactive,W02000170,age_65_plus,sex_female,car_access,econ_inactive,153.87372567781046
W02000170_age_65_plus_sex_male_no_car_access_econ_employed,W02000170,age_65_plus,sex_male,no_car_access,econ_employed,39.82288454432929
W02000170_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000170,age_65_plus,sex_male,no_car_access,econ_unemployed,1.8895187588358346
W02000170_age_65_plus_sex_male_no_car_access_econ_inactive,W02000170,age_65_plus,sex_male,no_car_access,econ_inactive,32.479295422151104
W02000170_age_65_plus_sex_male_car_access_econ_employed,W02000170,age_65_plus,sex_male,car_access,econ_employed,176.8704972118854
W02000170_age_65_plus_sex_male_car_access_econ_unemployed,W02000170,age_65_plus,sex_male,car_access,econ_unemployed,8.39216260174373
W02000170_age_65_plus_sex_male_car_access_econ_inactive,W02000170,age_65_plus,sex_male,car_access,econ_inactive,144.25447066781115
W02000171_age_16_24_sex_female_no_car_access_econ_employed,W02000171,age_16_24,sex_female,no_car_access,econ_employed,10.826309925570781
W02000171_age_16_24_sex_female_no_car_access_econ_unemployed,W02000171,age_16_24,sex_female,no_car_access,econ_unemployed,0.37288663462519794
W02000171_age_16_24_sex_female_no_car_access_econ_inactive,W02000171,age_16_24,sex_female,no_car_access,econ_inactive,6.009017726899305
W02000171_age_16_24_sex_female_car_access_econ_employed,W02000171,age_16_24,sex_female,car_access,econ_employed,110.73768438155257
W02000171_age_16_24_sex_female_car_access_econ_unemployed,W02000171,age_16_24,sex_female,car_access,econ_unemployed,3.8140975770234533
W02000171_age_16_24_sex_female_car_access_econ_inactive,W02000171,age_16_24,sex_female,car_access,econ_inactive,61.46366703514147
W02000171_age_16_24_sex_male_no_car_access_econ_employed,W02000171,age_16_24,sex_male,no_car_access,econ_employed,10.357345377022776
W02000171_age_16_24_sex_male_no_car_access_econ_unemployed,W02000171,age_16_24,sex_male,no_car_access,econ_unemployed,0.3567342601348315
W02000171_age_16_24_sex_male_no_car_access_econ_inactive,W02000171,age_16_24,sex_male,no_car_access,econ_inactive,5.74872439474036
W02000171_age_16_24_sex_male_car_access_econ_employed,W02000171,age_16_24,sex_male,car_access,econ_employed,105.94084699926155
W02000171_age_16_24_sex_male_car_access_econ_unemployed,W02000171,age_16_24,sex_male,car_access,econ_unemployed,3.6488818608077054
W02000171_age_16_24_sex_male_car_access_econ_inactive,W02000171,age_16_24,sex_male,car_access,econ_inactive,58.80123809477282
W02000171_age_25_44_sex_female_no_car_access_econ_employed,W02000171,age_25_44,sex_female,no_car_access,econ_employed,27.10327935177535
W02000171_age_25_44_sex_female_no_car_access_econ_unemployed,W02000171,age_25_44,sex_female,no_car_access,econ_unemployed,0.9335083416483015
W02000171_age_25_44_sex_female_no_car_access_econ_inactive,W02000171,age_25_44,sex_female,no_car_access,econ_inactive,15.043360775886482
W02000171_age_25_44_sex_female_car_access_econ_employed,W02000171,age_25_44,sex_female,car_access,econ_employed,277.2278287981593
W02000171_age_25_44_sex_female_car_access_econ_unemployed,W02000171,age_25_44,sex_female,car_access,econ_unemployed,9.548456751716913
W02000171_age_25_44_sex_female_car_access_econ_inactive,W02000171,age_25_44,sex_female,car_access,econ_inactive,153.8720902219246
W02000171_age_25_44_sex_male_no_car_access_econ_employed,W02000171,age_25_44,sex_male,no_car_access,econ_employed,25.92924339189997
W02000171_age_25_44_sex_male_no_car_access_econ_unemployed,W02000171,age_25_44,sex_male,no_car_access,econ_unemployed,0.8930714503144509
W02000171_age_25_44_sex_male_no_car_access_econ_inactive,W02000171,age_25_44,sex_male,no_car_access,econ_inactive,14.391725736486254
W02000171_age_25_44_sex_male_car_access_econ_employed,W02000171,age_25_44,sex_male,car_access,econ_employed,265.2191181228626
W02000171_age_25_44_sex_male_car_access_econ_unemployed,W02000171,age_25_44,sex_male,car_access,econ_unemployed,9.134845120359241
W02000171_age_25_44_sex_male_car_access_econ_inactive,W02000171,age_25_44,sex_male,car_access,econ_inactive,147.20679467605942
W02000171_age_45_64_sex_female_no_car_access_econ_employed,W02000171,age_45_64,sex_female,no_car_access,econ_employed,29.916119690405168
W02000171_age_45_64_sex_female_no_car_access_econ_unemployed,W02000171,age_45_64,sex_female,no_car_access,econ_unemployed,1.0303899730463033
W02000171_age_45_64_sex_female_no_car_access_econ_inactive,W02000171,age_45_64,sex_female,no_car_access,econ_inactive,16.604595173752926
W02000171_age_45_64_sex_female_car_access_econ_employed,W02000171,age_45_64,sex_female,car_access,econ_employed,305.9991671190014
W02000171_age_45_64_sex_female_car_access_econ_unemployed,W02000171,age_45_64,sex_female,car_access,econ_unemployed,10.539417438587902
W02000171_age_45_64_sex_female_car_access_econ_inactive,W02000171,age_45_64,sex_female,car_access,econ_inactive,169.84128777724425
W02000171_age_45_64_sex_male_no_car_access_econ_employed,W02000171,age_45_64,sex_male,no_car_access,econ_employed,28.6202395926276
W02000171_age_45_64_sex_male_no_car_access_econ_unemployed,W02000171,age_45_64,sex_male,no_car_access,econ_unemployed,0.9857564486173807
W02000171_age_45_64_sex_male_no_car_access_econ_inactive,W02000171,age_45_64,sex_male,no_car_access,econ_inactive,15.885331959138197
W02000171_age_45_64_sex_male_car_access_econ_employed,W02000171,age_45_64,sex_male,car_access,econ_employed,292.7441649760194
W02000171_age_45_64_sex_male_car_access_econ_unemployed,W02000171,age_45_64,sex_male,car_access,econ_unemployed,10.08288024585778
W02000171_age_45_64_sex_male_car_access_econ_inactive,W02000171,age_45_64,sex_male,car_access,econ_inactive,162.48425261061354
W02000171_age_65_plus_sex_female_no_car_access_econ_employed,W02000171,age_65_plus,sex_female,no_car_access,econ_employed,18.689761361118148
W02000171_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000171,age_65_plus,sex_female,no_car_access,econ_unemployed,0.6437246175111674
W02000171_age_65_plus_sex_female_no_car_access_econ_inactive,W02000171,age_65_plus,sex_female,no_car_access,econ_inactive,10.373535221379285
W02000171_age_65_plus_sex_female_car_access_econ_employed,W02000171,age_65_plus,sex_female,car_access,econ_employed,191.16955906515136
W02000171_age_65_plus_sex_female_car_access_econ_unemployed,W02000171,age_65_plus,sex_female,car_access,econ_unemployed,6.584383230542797
W02000171_age_65_plus_sex_female_car_access_econ_inactive,W02000171,age_65_plus,sex_female,car_access,econ_inactive,106.10644597867955
W02000171_age_65_plus_sex_male_no_car_access_econ_employed,W02000171,age_65_plus,sex_male,no_car_access,econ_employed,17.880174755945784
W02000171_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000171,age_65_plus,sex_male,no_car_access,econ_unemployed,0.6158403220572437
W02000171_age_65_plus_sex_male_no_car_access_econ_inactive,W02000171,age_65_plus,sex_male,no_car_access,econ_inactive,9.92418356828734
W02000171_age_65_plus_sex_male_car_access_econ_employed,W02000171,age_65_plus,sex_male,car_access,econ_employed,182.88864464653113
W02000171_age_65_plus_sex_male_car_access_econ_unemployed,W02000171,age_65_plus,sex_male,car_access,econ_unemployed,6.299166722756949
W02000171_age_65_plus_sex_male_car_access_econ_inactive,W02000171,age_65_plus,sex_male,car_access,econ_inactive,101.51022049848191
W02000172_age_16_24_sex_female_no_car_access_econ_employed,W02000172,age_16_24,sex_female,no_car_access,econ_employed,26.369920889006263
W02000172_age_16_24_sex_female_no_car_access_econ_unemployed,W02000172,age_16_24,sex_female,no_car_access,econ_unemployed,1.4050469356887394
W02000172_age_16_24_sex_female_no_car_access_econ_inactive,W02000172,age_16_24,sex_female,no_car_access,econ_inactive,18.979374007283493
W02000172_age_16_24_sex_female_car_access_econ_employed,W02000172,age_16_24,sex_female,car_access,econ_employed,116.74018053396019
W02000172_age_16_24_sex_female_car_access_econ_unemployed,W02000172,age_16_24,sex_female,car_access,econ_unemployed,6.220171597078014
W02000172_age_16_24_sex_female_car_access_econ_inactive,W02000172,age_16_24,sex_female,car_access,econ_inactive,84.02207793332983
W02000172_age_16_24_sex_male_no_car_access_econ_employed,W02000172,age_16_24,sex_male,no_car_access,econ_employed,25.28650162832666
W02000172_age_16_24_sex_male_no_car_access_econ_unemployed,W02000172,age_16_24,sex_male,no_car_access,econ_unemployed,1.3473199929841573
W02000172_age_16_24_sex_male_no_car_access_econ_inactive,W02000172,age_16_24,sex_male,no_car_access,econ_inactive,18.199598465229997
W02000172_age_16_24_sex_male_car_access_econ_employed,W02000172,age_16_24,sex_male,car_access,econ_employed,111.9438612496488
W02000172_age_16_24_sex_male_car_access_econ_unemployed,W02000172,age_16_24,sex_male,car_access,econ_unemployed,5.964613237939514
W02000172_age_16_24_sex_male_car_access_econ_inactive,W02000172,age_16_24,sex_male,car_access,econ_inactive,80.56999561808695
W02000172_age_25_44_sex_female_no_car_access_econ_employed,W02000172,age_25_44,sex_female,no_car_access,econ_employed,59.41808713758741
W02000172_age_25_44_sex_female_no_car_access_econ_unemployed,W02000172,age_25_44,sex_female,no_car_access,econ_unemployed,3.165925358993362
W02000172_age_25_44_sex_female_no_car_access_econ_inactive,W02000172,age_25_44,sex_female,no_car_access,econ_inactive,42.76531974928233
W02000172_age_25_44_sex_female_car_access_econ_employed,W02000172,age_25_44,sex_female,car_access,econ_employed,263.0450902230951
W02000172_age_25_44_sex_female_car_access_econ_unemployed,W02000172,age_25_44,sex_female,car_access,econ_unemployed,14.015616486737802
W02000172_age_25_44_sex_female_car_access_econ_inactive,W02000172,age_25_44,sex_female,car_access,econ_inactive,189.32294750285422
W02000172_age_25_44_sex_male_no_car_access_econ_employed,W02000172,age_25_44,sex_male,no_car_access,econ_employed,56.97687010441689
W02000172_age_25_44_sex_male_no_car_access_econ_unemployed,W02000172,age_25_44,sex_male,no_car_access,econ_unemployed,3.0358519876607466
W02000172_age_25_44_sex_male_no_car_access_econ_inactive,W02000172,age_25_44,sex_male,no_car_access,econ_inactive,41.008288649321365
W02000172_age_25_44_sex_male_car_access_econ_employed,W02000172,age_25_44,sex_male,car_access,econ_employed,252.23777235610373
W02000172_age_25_44_sex_male_car_access_econ_unemployed,W02000172,age_25_44,sex_male,car_access,econ_unemployed,13.439779004481231
W02000172_age_25_44_sex_male_car_access_econ_inactive,W02000172,age_25_44,sex_male,car_access,econ_inactive,181.54453479253246
W02000172_age_45_64_sex_female_no_car_access_econ_employed,W02000172,age_45_64,sex_female,no_car_access,econ_employed,61.84238168592623
W02000172_age_45_64_sex_female_no_car_access_econ_unemployed,W02000172,age_45_64,sex_female,no_car_access,econ_unemployed,3.2950970634018666
W02000172_age_45_64_sex_female_no_car_access_econ_inactive,W02000172,age_45_64,sex_female,no_car_access,econ_inactive,44.51017113243241
W02000172_age_45_64_sex_female_car_access_econ_employed,W02000172,age_45_64,sex_female,car_access,econ_employed,273.7774919027133
W02000172_age_45_64_sex_female_car_access_econ_unemployed,W02000172,age_45_64,sex_female,car_access,econ_unemployed,14.587462271031184
W02000172_age_45_64_sex_female_car_access_econ_inactive,W02000172,age_45_64,sex_female,car_access,econ_inactive,197.04744035708924
W02000172_age_45_64_sex_male_no_car_access_econ_employed,W02000172,age_45_64,sex_male,no_car_access,econ_employed,59.30156149435845
W02000172_age_45_64_sex_male_no_car_access_econ_unemployed,W02000172,age_45_64,sex_male,no_car_access,econ_unemployed,3.159716618412108
W02000172_age_45_64_sex_male_no_car_access_econ_inactive,W02000172,age_45_64,sex_male,no_car_access,econ_inactive,42.68145208151076
W02000172_age_45_64_sex_male_car_access_econ_employed,W02000172,age_45_64,sex_male,car_access,econ_employed,262.5292288109717
W02000172_age_45_64_sex_male_car_access_econ_unemployed,W02000172,age_45_64,sex_male,car_access,econ_unemployed,13.98813026486422
W02000172_age_45_64_sex_male_car_access_econ_inactive,W02000172,age_45_64,sex_male,car_access,econ_inactive,188.9516636177859
W02000172_age_65_plus_sex_female_no_car_access_econ_employed,W02000172,age_65_plus,sex_female,no_car_access,econ_employed,45.53557024285471
W02000172_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000172,age_65_plus,sex_female,no_car_access,econ_unemployed,2.426234561106922
W02000172_age_65_plus_sex_female_no_car_access_econ_inactive,W02000172,age_65_plus,sex_female,no_car_access,econ_inactive,32.773576451432305
W02000172_age_65_plus_sex_female_car_access_econ_employed,W02000172,age_65_plus,sex_female,car_access,econ_employed,201.58690324641353
W02000172_age_65_plus_sex_female_car_access_econ_unemployed,W02000172,age_65_plus,sex_female,car_access,econ_unemployed,10.740990155925699
W02000172_age_65_plus_sex_female_car_access_econ_inactive,W02000172,age_65_plus,sex_female,car_access,econ_inactive,145.08929502624434
W02000172_age_65_plus_sex_male_no_car_access_econ_employed,W02000172,age_65_plus,sex_male,no_car_access,econ_employed,43.66472223937414
W02000172_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000172,age_65_plus,sex_male,no_car_access,econ_unemployed,2.3265516964713417
W02000172_age_65_plus_sex_male_no_car_access_econ_inactive,W02000172,age_65_plus,sex_male,no_car_access,econ_inactive,31.427060315934884
W02000172_age_65_plus_sex_male_car_access_econ_employed,W02000172,age_65_plus,sex_male,car_access,econ_employed,193.30462077020883
W02000172_age_65_plus_sex_male_car_access_econ_unemployed,W02000172,age_65_plus,sex_male,car_access,econ_unemployed,10.299692070023914
W02000172_age_65_plus_sex_male_car_access_econ_inactive,W02000172,age_65_plus,sex_male,car_access,econ_inactive,139.12824048188304
W02000173_age_16_24_sex_female_no_car_access_econ_employed,W02000173,age_16_24,sex_female,no_car_access,econ_employed,13.232764724845639
W02000173_age_16_24_sex_female_no_car_access_econ_unemployed,W02000173,age_16_24,sex_female,no_car_access,econ_unemployed,0.47423402993144276
W02000173_age_16_24_sex_female_no_car_access_econ_inactive,W02000173,age_16_24,sex_female,no_car_access,econ_inactive,6.868216985214
W02000173_age_16_24_sex_female_car_access_econ_employed,W02000173,age_16_24,sex_female,car_access,econ_employed,108.02409062704974
W02000173_age_16_24_sex_female_car_access_econ_unemployed,W02000173,age_16_24,sex_female,car_access,econ_unemployed,3.871352728848792
W02000173_age_16_24_sex_female_car_access_econ_inactive,W02000173,age_16_24,sex_female,car_access,econ_inactive,56.06786710746527
W02000173_age_16_24_sex_male_no_car_access_econ_employed,W02000173,age_16_24,sex_male,no_car_access,econ_employed,12.633508118894946
W02000173_age_16_24_sex_male_no_car_access_econ_unemployed,W02000173,age_16_24,sex_male,no_car_access,econ_unemployed,0.4527579528521421
W02000173_age_16_24_sex_male_no_car_access_econ_inactive,W02000173,age_16_24,sex_male,no_car_access,econ_inactive,6.557184144755162
W02000173_age_16_24_sex_male_car_access_econ_employed,W02000173,age_16_24,sex_male,car_access,econ_employed,103.1321310663593
W02000173_age_16_24_sex_male_car_access_econ_unemployed,W02000173,age_16_24,sex_male,car_access,econ_unemployed,3.6960353446915715
W02000173_age_16_24_sex_male_car_access_econ_inactive,W02000173,age_16_24,sex_male,car_access,econ_inactive,53.528787750705526
W02000173_age_25_44_sex_female_no_car_access_econ_employed,W02000173,age_25_44,sex_female,no_car_access,econ_employed,38.54979006634277
W02000173_age_25_44_sex_female_no_car_access_econ_unemployed,W02000173,age_25_44,sex_female,no_car_access,econ_unemployed,1.3815421551210334
W02000173_age_25_44_sex_female_no_car_access_econ_inactive,W02000173,age_25_44,sex_female,no_car_access,econ_inactive,20.008541556925312
W02000173_age_25_44_sex_female_car_access_econ_employed,W02000173,age_25_44,sex_female,car_access,econ_employed,314.69659609087705
W02000173_age_25_44_sex_female_car_access_econ_unemployed,W02000173,age_25_44,sex_female,car_access,econ_unemployed,11.278053987438746
W02000173_age_25_44_sex_female_car_access_econ_inactive,W02000173,age_25_44,sex_female,car_access,econ_inactive,163.33733361118186
W02000173_age_25_44_sex_male_no_car_access_econ_employed,W02000173,age_25_44,sex_male,no_car_access,econ_employed,36.80403119919584
W02000173_age_25_44_sex_male_no_car_access_econ_unemployed,W02000173,age_25_44,sex_male,no_car_access,econ_unemployed,1.318977885290014
W02000173_age_25_44_sex_male_no_car_access_econ_inactive,W02000173,age_25_44,sex_male,no_car_access,econ_inactive,19.102438338682962
W02000173_age_25_44_sex_male_car_access_econ_employed,W02000173,age_25_44,sex_male,car_access,econ_employed,300.4453025782241
W02000173_age_25_44_sex_male_car_access_econ_unemployed,W02000173,age_25_44,sex_male,car_access,econ_unemployed,10.76731806076186
W02000173_age_25_44_sex_male_car_access_econ_inactive,W02000173,age_25_44,sex_male,car_access,econ_inactive,155.94046846620628
W02000173_age_45_64_sex_female_no_car_access_econ_employed,W02000173,age_45_64,sex_female,no_car_access,econ_employed,33.93912864649089
W02000173_age_45_64_sex_female_no_car_access_econ_unemployed,W02000173,age_45_64,sex_female,no_car_access,econ_unemployed,1.2163058956354866
W02000173_age_45_64_sex_female_no_car_access_econ_inactive,W02000173,age_45_64,sex_female,no_car_access,econ_inactive,17.6154646954105
W02000173_age_45_64_sex_female_car_access_econ_employed,W02000173,age_45_64,sex_female,car_access,econ_employed,277.05801357050876
W02000173_age_45_64_sex_female_car_access_econ_unemployed,W02000173,age_45_64,sex_female,car_access,econ_unemployed,9.929167564934197
W02000173_age_45_64_sex_female_car_access_econ_inactive,W02000173,age_45_64,sex_female,car_access,econ_inactive,143.80173714732288
W02000173_age_45_64_sex_male_no_car_access_econ_employed,W02000173,age_45_64,sex_male,no_car_access,econ_employed,32.40216736405886
W02000173_age_45_64_sex_male_no_car_access_econ_unemployed,W02000173,age_45_64,sex_male,no_car_access,econ_unemployed,1.161224485365431
W02000173_age_45_64_sex_male_no_car_access_econ_inactive,W02000173,age_45_64,sex_male,no_car_access,econ_inactive,16.817733925982107
W02000173_age_45_64_sex_male_car_access_econ_employed,W02000173,age_45_64,sex_male,car_access,econ_employed,264.5112141437819
W02000173_age_45_64_sex_male_car_access_econ_unemployed,W02000173,age_45_64,sex_male,car_access,econ_unemployed,9.479517066447942
W02000173_age_45_64_sex_male_car_access_econ_inactive,W02000173,age_45_64,sex_male,car_access,econ_inactive,137.28955751407366
W02000173_age_65_plus_sex_female_no_car_access_econ_employed,W02000173,age_65_plus,sex_female,no_car_access,econ_employed,20.739653895795804
W02000173_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000173,age_65_plus,sex_female,no_car_access,econ_unemployed,0.7432649072887769
W02000173_age_65_plus_sex_female_no_car_access_econ_inactive,W02000173,age_65_plus,sex_female,no_car_access,econ_inactive,10.764526243492632
W02000173_age_65_plus_sex_female_car_access_econ_employed,W02000173,age_65_plus,sex_female,car_access,econ_employed,169.3056816620176
W02000173_age_65_plus_sex_female_car_access_econ_unemployed,W02000173,age_65_plus,sex_female,car_access,econ_unemployed,6.067554088233453
W02000173_age_65_plus_sex_female_car_access_econ_inactive,W02000173,age_65_plus,sex_female,car_access,econ_inactive,87.8749212778638
W02000173_age_65_plus_sex_male_no_car_access_econ_employed,W02000173,age_65_plus,sex_male,no_car_access,econ_employed,19.800441655525916
W02000173_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000173,age_65_plus,sex_male,no_car_access,econ_unemployed,0.709605546231156
W02000173_age_65_plus_sex_male_no_car_access_econ_inactive,W02000173,age_65_plus,sex_male,no_car_access,econ_inactive,10.277045841968468
W02000173_age_65_plus_sex_male_car_access_econ_employed,W02000173,age_65_plus,sex_male,car_access,econ_employed,161.63853497947633
W02000173_age_65_plus_sex_male_car_access_econ_unemployed,W02000173,age_65_plus,sex_male,car_access,econ_unemployed,5.792779923881381
W02000173_age_65_plus_sex_male_car_access_econ_inactive,W02000173,age_65_plus,sex_male,car_access,econ_inactive,83.89543338035104
W02000174_age_16_24_sex_female_no_car_access_econ_employed,W02000174,age_16_24,sex_female,no_car_access,econ_employed,14.779503087492449
W02000174_age_16_24_sex_female_no_car_access_econ_unemployed,W02000174,age_16_24,sex_female,no_car_access,econ_unemployed,0.6106958383333956
W02000174_age_16_24_sex_female_no_car_access_econ_inactive,W02000174,age_16_24,sex_female,no_car_access,econ_inactive,10.836532131296396
W02000174_age_16_24_sex_female_car_access_econ_employed,W02000174,age_16_24,sex_female,car_access,econ_employed,99.42328725340616
W02000174_age_16_24_sex_female_car_access_econ_unemployed,W02000174,age_16_24,sex_female,car_access,econ_unemployed,4.108215776920444
W02000174_age_16_24_sex_female_car_access_econ_inactive,W02000174,age_16_24,sex_female,car_access,econ_inactive,72.8985027806807
W02000174_age_16_24_sex_male_no_car_access_econ_employed,W02000174,age_16_24,sex_male,no_car_access,econ_employed,13.887200626987772
W02000174_age_16_24_sex_male_no_car_access_econ_unemployed,W02000174,age_16_24,sex_male,no_car_access,econ_unemployed,0.5738254918854144
W02000174_age_16_24_sex_male_no_car_access_econ_inactive,W02000174,age_16_24,sex_male,no_car_access,econ_inactive,10.18228386416238
W02000174_age_16_24_sex_male_car_access_econ_employed,W02000174,age_16_24,sex_male,car_access,econ_employed,93.42067381488295
