cell_id,domain_id,age_group,sex,car_access,economic_status,pop_count
W02000064_age_25_44_sex_male_no_car_access_econ_inactive,W02000064,age_25_44,sex_male,no_car_access,econ_inactive,40.14855842505772
W02000064_age_25_44_sex_male_car_access_econ_employed,W02000064,age_25_44,sex_male,car_access,econ_employed,175.71478142182383
W02000064_age_25_44_sex_male_car_access_econ_unemployed,W02000064,age_25_44,sex_male,car_access,econ_unemployed,11.270154300974529
W02000064_age_25_44_sex_male_car_access_econ_inactive,W02000064,age_25_44,sex_male,car_access,econ_inactive,121.66785361383549
W02000064_age_45_64_sex_female_no_car_access_econ_employed,W02000064,age_45_64,sex_female,no_car_access,econ_employed,53.81682267309614
W02000064_age_45_64_sex_female_no_car_access_econ_unemployed,W02000064,age_45_64,sex_female,no_car_access,econ_unemployed,3.451752269252446
W02000064_age_45_64_sex_female_no_car_access_econ_inactive,W02000064,age_45_64,sex_female,no_car_access,econ_inactive,37.263668144305406
W02000064_age_45_64_sex_female_car_access_econ_employed,W02000064,age_45_64,sex_female,car_access,econ_employed,163.0887274613918
W02000064_age_45_64_sex_female_car_access_econ_unemployed,W02000064,age_45_64,sex_female,car_access,econ_unemployed,10.460332980337322
W02000064_age_45_64_sex_female_car_access_econ_inactive,W02000064,age_45_64,sex_female,car_access,econ_inactive,112.92536267170786
W02000064_age_45_64_sex_male_no_car_access_econ_employed,W02000064,age_45_64,sex_male,no_car_access,econ_employed,52.25691476952814
W02000064_age_45_64_sex_male_no_car_access_econ_unemployed,W02000064,age_45_64,sex_male,no_car_access,econ_unemployed,3.351701478839332
W02000064_age_45_64_sex_male_no_car_access_econ_inactive,W02000064,age_45_64,sex_male,no_car_access,econ_inactive,36.18356182128206
W02000064_age_45_64_sex_male_car_access_econ_employed,W02000064,age_45_64,sex_male,car_access,econ_employed,158.36151796975724
W02000064_age_45_64_sex_male_car_access_econ_unemployed,W02000064,age_45_64,sex_male,car_access,econ_unemployed,10.157134922936239
W02000064_age_45_64_sex_male_car_access_econ_inactive,W02000064,age_45_64,sex_male,car_access,econ_inactive,109.65216375368733
W02000064_age_65_plus_sex_female_no_car_access_econ_employed,W02000064,age_65_plus,sex_female,no_car_access,econ_employed,38.031967204018734
W02000064_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000064,age_65_plus,sex_female,no_car_access,econ_unemployed,2.43932886744415
W02000064_age_65_plus_sex_female_no_car_access_econ_inactive,W02000064,age_65_plus,sex_female,no_car_access,econ_inactive,26.333970204341814
W02000064_age_65_plus_sex_female_car_access_econ_employed,W02000064,age_65_plus,sex_female,car_access,econ_employed,115.25364795007808
W02000064_age_65_plus_sex_female_car_access_econ_unemployed,W02000064,age_65_plus,sex_female,car_access,econ_unemployed,7.39224318886043
W02000064_age_65_plus_sex_female_car_access_econ_inactive,W02000064,age_65_plus,sex_female,car_access,econ_inactive,79.80355354162032
W02000064_age_65_plus_sex_male_no_car_access_econ_employed,W02000064,age_65_plus,sex_male,no_car_access,econ_employed,36.92959134303269
W02000064_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000064,age_65_plus,sex_male,no_car_access,econ_unemployed,2.3686236828805516
W02000064_age_65_plus_sex_male_no_car_access_econ_inactive,W02000064,age_65_plus,sex_male,no_car_access,econ_inactive,25.570666720158
W02000064_age_65_plus_sex_male_car_access_econ_employed,W02000064,age_65_plus,sex_male,car_access,econ_employed,111.91296250224974
W02000064_age_65_plus_sex_male_car_access_econ_unemployed,W02000064,age_65_plus,sex_male,car_access,econ_unemployed,7.1779752703427375
W02000064_age_65_plus_sex_male_car_access_econ_inactive,W02000064,age_65_plus,sex_male,car_access,econ_inactive,77.49040706215307
W02000065_age_16_24_sex_female_no_car_access_econ_employed,W02000065,age_16_24,sex_female,no_car_access,econ_employed,14.044001519482165
W02000065_age_16_24_sex_female_no_car_access_econ_unemployed,W02000065,age_16_24,sex_female,no_car_access,econ_unemployed,0.5413025572368193
W02000065_age_16_24_sex_female_no_car_access_econ_inactive,W02000065,age_16_24,sex_female,no_car_access,econ_inactive,7.67903007059405
W02000065_age_16_24_sex_female_car_access_econ_employed,W02000065,age_16_24,sex_female,car_access,econ_employed,107.3219256517448
W02000065_age_16_24_sex_female_car_access_econ_unemployed,W02000065,age_16_24,sex_female,car_access,econ_unemployed,4.136544183812599
W02000065_age_16_24_sex_female_car_access_econ_inactive,W02000065,age_16_24,sex_female,car_access,econ_inactive,58.681871628293216
W02000065_age_16_24_sex_male_no_car_access_econ_employed,W02000065,age_16_24,sex_male,no_car_access,econ_employed,13.742267464535445
W02000065_age_16_24_sex_male_no_car_access_econ_unemployed,W02000065,age_16_24,sex_male,no_car_access,econ_unemployed,0.5296727225831046
W02000065_age_16_24_sex_male_no_car_access_econ_inactive,W02000065,age_16_24,sex_male,no_car_access,econ_inactive,7.514046830023767
W02000065_age_16_24_sex_male_car_access_econ_employed,W02000065,age_16_24,sex_male,car_access,econ_employed,105.01612414875655
W02000065_age_16_24_sex_male_car_access_econ_unemployed,W02000065,age_16_24,sex_male,car_access,econ_unemployed,4.047670920140803
W02000065_age_16_24_sex_male_car_access_econ_inactive,W02000065,age_16_24,sex_male,car_access,econ_inactive,57.421097122273316
W02000065_age_25_44_sex_female_no_car_access_econ_employed,W02000065,age_25_44,sex_female,no_car_access,econ_employed,36.05943094292744
W02000065_age_25_44_sex_female_no_car_access_econ_unemployed,W02000065,age_25_44,sex_female,no_car_access,econ_unemployed,1.3898504749400529
W02000065_age_25_44_sex_female_no_car_access_econ_inactive,W02000065,age_25_44,sex_female,no_car_access,econ_inactive,19.716706392770266
W02000065_age_25_44_sex_female_car_access_econ_employed,W02000065,age_25_44,sex_female,car_access,econ_employed,275.560178581053
W02000065_age_25_44_sex_female_car_access_econ_unemployed,W02000065,age_25_44,sex_female,car_access,econ_unemployed,10.621006351475991
W02000065_age_25_44_sex_female_car_access_econ_inactive,W02000065,age_25_44,sex_female,car_access,econ_inactive,150.67179355162838
W02000065_age_25_44_sex_male_no_car_access_econ_employed,W02000065,age_25_44,sex_male,no_car_access,econ_employed,35.28469745244844
W02000065_age_25_44_sex_male_no_car_access_econ_unemployed,W02000065,age_25_44,sex_male,no_car_access,econ_unemployed,1.3599896678907561
W02000065_age_25_44_sex_male_no_car_access_econ_inactive,W02000065,age_25_44,sex_male,no_car_access,econ_inactive,19.293094805870933
W02000065_age_25_44_sex_male_car_access_econ_employed,W02000065,age_25_44,sex_male,car_access,econ_employed,269.6397939990831
W02000065_age_25_44_sex_male_car_access_econ_unemployed,W02000065,age_25_44,sex_male,car_access,econ_unemployed,10.392815026546266
W02000065_age_25_44_sex_male_car_access_econ_inactive,W02000065,age_25_44,sex_male,car_access,econ_inactive,147.43462420417703
W02000065_age_45_64_sex_female_no_car_access_econ_employed,W02000065,age_45_64,sex_female,no_car_access,econ_employed,37.03705889341348
W02000065_age_45_64_sex_female_no_car_access_econ_unemployed,W02000065,age_45_64,sex_female,no_car_access,econ_unemployed,1.4275315097142358
W02000065_age_45_64_sex_female_no_car_access_econ_inactive,W02000065,age_45_64,sex_female,no_car_access,econ_inactive,20.251257348152986
W02000065_age_45_64_sex_female_car_access_econ_employed,W02000065,age_45_64,sex_female,car_access,econ_employed,283.03104890754656
W02000065_age_45_64_sex_female_car_access_econ_unemployed,W02000065,age_45_64,sex_female,car_access,econ_unemployed,10.908958557042597
W02000065_age_45_64_sex_female_car_access_econ_inactive,W02000065,age_45_64,sex_female,car_access,econ_inactive,154.75674311611465
W02000065_age_45_64_sex_male_no_car_access_econ_employed,W02000065,age_45_64,sex_male,no_car_access,econ_employed,36.24132115814569
W02000065_age_45_64_sex_male_no_car_access_econ_unemployed,W02000065,age_45_64,sex_male,no_car_access,econ_unemployed,1.3968611291682946
W02000065_age_45_64_sex_male_no_car_access_econ_inactive,W02000065,age_45_64,sex_male,no_car_access,econ_inactive,19.816160984132292
W02000065_age_45_64_sex_male_car_access_econ_employed,W02000065,age_45_64,sex_male,car_access,econ_employed,276.9501533775775
W02000065_age_45_64_sex_male_car_access_econ_unemployed,W02000065,age_45_64,sex_male,car_access,econ_unemployed,10.674580605993816
W02000065_age_45_64_sex_male_car_access_econ_inactive,W02000065,age_45_64,sex_male,car_access,econ_inactive,151.43180901054677
W02000065_age_65_plus_sex_female_no_car_access_econ_employed,W02000065,age_65_plus,sex_female,no_car_access,econ_employed,26.377154125613764
W02000065_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000065,age_65_plus,sex_female,no_car_access,econ_unemployed,1.0166633036188186
W02000065_age_65_plus_sex_female_no_car_access_econ_inactive,W02000065,age_65_plus,sex_female,no_car_access,econ_inactive,14.422595969268343
W02000065_age_65_plus_sex_female_car_access_econ_employed,W02000065,age_65_plus,sex_female,car_access,econ_employed,201.56982823212581
W02000065_age_65_plus_sex_female_car_access_econ_unemployed,W02000065,age_65_plus,sex_female,car_access,econ_unemployed,7.769172007883637
W02000065_age_65_plus_sex_female_car_access_econ_inactive,W02000065,age_65_plus,sex_female,car_access,econ_inactive,110.21508151873546
W02000065_age_65_plus_sex_male_no_car_access_econ_employed,W02000065,age_65_plus,sex_male,no_car_access,econ_employed,25.81044344410071
W02000065_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000065,age_65_plus,sex_male,no_car_access,econ_unemployed,0.9948203879305164
W02000065_age_65_plus_sex_male_no_car_access_econ_inactive,W02000065,age_65_plus,sex_male,no_car_access,econ_inactive,14.112727848090154
W02000065_age_65_plus_sex_male_car_access_econ_employed,W02000065,age_65_plus,sex_male,car_access,econ_employed,197.23911938514786
W02000065_age_65_plus_sex_male_car_access_econ_unemployed,W02000065,age_65_plus,sex_male,car_access,econ_unemployed,7.602252076248389
W02000065_age_65_plus_sex_male_car_access_econ_inactive,W02000065,age_65_plus,sex_male,car_access,econ_inactive,107.84712083339956
W02000066_age_16_24_sex_female_no_car_access_econ_employed,W02000066,age_16_24,sex_female,no_car_access,econ_employed,37.31620337727713
W02000066_age_16_24_sex_female_no_car_access_econ_unemployed,W02000066,age_16_24,sex_female,no_car_access,econ_unemployed,1.9092766805269161
W02000066_age_16_24_sex_female_no_car_access_econ_inactive,W02000066,age_16_24,sex_female,no_car_access,econ_inactive,24.94246557113886
W02000066_age_16_24_sex_female_car_access_econ_employed,W02000066,age_16_24,sex_female,car_access,econ_employed,107.04127379728536
W02000066_age_16_24_sex_female_car_access_econ_unemployed,W02000066,age_16_24,sex_female,car_access,econ_unemployed,5.4767470808539205
W02000066_age_16_24_sex_female_car_access_econ_inactive,W02000066,age_16_24,sex_female,car_access,econ_inactive,71.54729165200654
W02000066_age_16_24_sex_male_no_car_access_econ_employed,W02000066,age_16_24,sex_male,no_car_access,econ_employed,36.79666785810196
W02000066_age_16_24_sex_male_no_car_access_econ_unemployed,W02000066,age_16_24,sex_male,no_car_access,econ_unemployed,1.8826947412701853
W02000066_age_16_24_sex_male_no_car_access_econ_inactive,W02000066,age_16_24,sex_male,no_car_access,econ_inactive,24.595203641274335
W02000066_age_16_24_sex_male_car_access_econ_employed,W02000066,age_16_24,sex_male,car_access,econ_employed,105.55098971899383
W02000066_age_16_24_sex_male_car_access_econ_unemployed,W02000066,age_16_24,sex_male,car_access,econ_unemployed,5.400496970164065
W02000066_age_16_24_sex_male_car_access_econ_inactive,W02000066,age_16_24,sex_male,car_access,econ_inactive,70.55117318469651
W02000066_age_25_44_sex_female_no_car_access_econ_employed,W02000066,age_25_44,sex_female,no_car_access,econ_employed,106.72434165901258
W02000066_age_25_44_sex_female_no_car_access_econ_unemployed,W02000066,age_25_44,sex_female,no_car_access,econ_unemployed,5.460531306306979
W02000066_age_25_44_sex_female_no_car_access_econ_inactive,W02000066,age_25_44,sex_female,no_car_access,econ_inactive,71.33545153345713
W02000066_age_25_44_sex_female_car_access_econ_employed,W02000066,age_25_44,sex_female,car_access,econ_employed,306.13804306023604
W02000066_age_25_44_sex_female_car_access_econ_unemployed,W02000066,age_25_44,sex_female,car_access,econ_unemployed,15.66349665124221
W02000066_age_25_44_sex_female_car_access_econ_inactive,W02000066,age_25_44,sex_female,car_access,econ_inactive,204.62525412473866
W02000066_age_25_44_sex_male_no_car_access_econ_employed,W02000066,age_25_44,sex_male,no_car_access,econ_employed,105.2384700741716
W02000066_age_25_44_sex_male_no_car_access_econ_unemployed,W02000066,age_25_44,sex_male,no_car_access,econ_unemployed,5.38450696003273
W02000066_age_25_44_sex_male_no_car_access_econ_inactive,W02000066,age_25_44,sex_male,no_car_access,econ_inactive,70.3422824140446
W02000066_age_25_44_sex_male_car_access_econ_employed,W02000066,age_25_44,sex_male,car_access,econ_employed,301.8758305963224
W02000066_age_25_44_sex_male_car_access_econ_unemployed,W02000066,age_25_44,sex_male,car_access,econ_unemployed,15.445421334669227
W02000066_age_25_44_sex_male_car_access_econ_inactive,W02000066,age_25_44,sex_male,car_access,econ_inactive,201.77635530823204
W02000066_age_45_64_sex_female_no_car_access_econ_employed,W02000066,age_45_64,sex_female,no_car_access,econ_employed,92.8427140026655
W02000066_age_45_64_sex_female_no_car_access_econ_unemployed,W02000066,age_45_64,sex_female,no_car_access,econ_unemployed,4.750280381150967
W02000066_age_45_64_sex_female_no_car_access_econ_inactive,W02000066,age_45_64,sex_female,no_car_access,econ_inactive,62.05685434099349
W02000066_age_45_64_sex_female_car_access_econ_employed,W02000066,age_45_64,sex_female,car_access,econ_employed,266.31868920764595
W02000066_age_45_64_sex_female_car_access_econ_unemployed,W02000066,age_45_64,sex_female,car_access,econ_unemployed,13.626146737164554
W02000066_age_45_64_sex_female_car_access_econ_inactive,W02000066,age_45_64,sex_female,car_access,econ_inactive,178.00966163019226
W02000066_age_45_64_sex_male_no_car_access_econ_employed,W02000066,age_45_64,sex_male,no_car_access,econ_employed,91.55010963095766
W02000066_age_45_64_sex_male_no_car_access_econ_unemployed,W02000066,age_45_64,sex_male,no_car_access,econ_unemployed,4.68414451628022
W02000066_age_45_64_sex_male_no_car_access_econ_inactive,W02000066,age_45_64,sex_male,no_car_access,econ_inactive,61.19286665949054
W02000066_age_45_64_sex_male_car_access_econ_employed,W02000066,age_45_64,sex_male,car_access,econ_employed,262.6108624208567
W02000066_age_45_64_sex_male_car_access_econ_unemployed,W02000066,age_45_64,sex_male,car_access,econ_unemployed,13.436436461768196
W02000066_age_45_64_sex_male_car_access_econ_inactive,W02000066,age_45_64,sex_male,car_access,econ_inactive,175.53131888352493
W02000066_age_65_plus_sex_female_no_car_access_econ_employed,W02000066,age_65_plus,sex_female,no_car_access,econ_employed,62.094162419789136
W02000066_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000066,age_65_plus,sex_female,no_car_access,econ_unemployed,3.1770363963967876
W02000066_age_65_plus_sex_female_no_car_access_econ_inactive,W02000066,age_65_plus,sex_female,no_car_access,econ_inactive,41.50426271037506
W02000066_age_65_plus_sex_female_car_access_econ_employed,W02000066,age_65_plus,sex_female,car_access,econ_employed,178.11667959868282
W02000066_age_65_plus_sex_female_car_access_econ_unemployed,W02000066,age_65_plus,sex_female,car_access,econ_unemployed,9.113307142540924
W02000066_age_65_plus_sex_female_car_access_econ_inactive,W02000066,age_65_plus,sex_female,car_access,econ_inactive,119.05469330893887
W02000066_age_65_plus_sex_male_no_car_access_econ_employed,W02000066,age_65_plus,sex_male,no_car_access,econ_employed,61.22965531588166
W02000066_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000066,age_65_plus,sex_male,no_car_access,econ_unemployed,3.132804049473588
W02000066_age_65_plus_sex_male_no_car_access_econ_inactive,W02000066,age_65_plus,sex_male,no_car_access,econ_inactive,40.92641885908049
W02000066_age_65_plus_sex_male_car_access_econ_employed,W02000066,age_65_plus,sex_male,car_access,econ_employed,175.63684689240574
W02000066_age_65_plus_sex_male_car_access_econ_unemployed,W02000066,age_65_plus,sex_male,car_access,econ_unemployed,8.986426958353006
W02000066_age_65_plus_sex_male_car_access_econ_inactive,W02000066,age_65_plus,sex_male,car_access,econ_inactive,117.397152179335
W02000067_age_16_24_sex_female_no_car_access_econ_employed,W02000067,age_16_24,sex_female,no_car_access,econ_employed,6.58527790246825
W02000067_age_16_24_sex_female_no_car_access_econ_unemployed,W02000067,age_16_24,sex_female,no_car_access,econ_unemployed,0.25492653818656646
W02000067_age_16_24_sex_female_no_car_access_econ_inactive,W02000067,age_16_24,sex_female,no_car_access,econ_inactive,3.962064364487399
W02000067_age_16_24_sex_female_car_access_econ_employed,W02000067,age_16_24,sex_female,car_access,econ_employed,88.97130783121997
W02000067_age_16_24_sex_female_car_access_econ_unemployed,W02000067,age_16_24,sex_female,car_access,econ_unemployed,3.4442202499674406
W02000067_age_16_24_sex_female_car_access_econ_inactive,W02000067,age_16_24,sex_female,car_access,econ_inactive,53.53001854147869
W02000067_age_16_24_sex_male_no_car_access_econ_employed,W02000067,age_16_24,sex_male,no_car_access,econ_employed,6.205069877951455
W02000067_age_16_24_sex_male_no_car_access_econ_unemployed,W02000067,age_16_24,sex_male,no_car_access,econ_unemployed,0.24020808333677324
W02000067_age_16_24_sex_male_no_car_access_econ_inactive,W02000067,age_16_24,sex_male,no_car_access,econ_inactive,3.7333103639211473
W02000067_age_16_24_sex_male_car_access_econ_employed,W02000067,age_16_24,sex_male,car_access,econ_employed,83.83445473402497
W02000067_age_16_24_sex_male_car_access_econ_unemployed,W02000067,age_16_24,sex_male,car_access,econ_unemployed,3.2453645301883194
W02000067_age_16_24_sex_male_car_access_econ_inactive,W02000067,age_16_24,sex_male,car_access,econ_inactive,50.43940598063678
W02000067_age_25_44_sex_female_no_car_access_econ_employed,W02000067,age_25_44,sex_female,no_car_access,econ_employed,14.836130479098793
W02000067_age_25_44_sex_female_no_car_access_econ_unemployed,W02000067,age_25_44,sex_female,no_car_access,econ_unemployed,0.5743301101542382
W02000067_age_25_44_sex_female_no_car_access_econ_inactive,W02000067,age_25_44,sex_female,no_car_access,econ_inactive,8.926229803618542
W02000067_age_25_44_sex_female_car_access_econ_employed,W02000067,age_25_44,sex_female,car_access,econ_employed,200.44559264314327
W02000067_age_25_44_sex_female_car_access_econ_unemployed,W02000067,age_25_44,sex_female,car_access,econ_unemployed,7.759566381871091
W02000067_age_25_44_sex_female_car_access_econ_inactive,W02000067,age_25_44,sex_female,car_access,econ_inactive,120.59906224037816
W02000067_age_25_44_sex_male_no_car_access_econ_employed,W02000067,age_25_44,sex_male,no_car_access,econ_employed,13.979550704566073
W02000067_age_25_44_sex_male_no_car_access_econ_unemployed,W02000067,age_25_44,sex_male,no_car_access,econ_unemployed,0.5411705503245141
W02000067_age_25_44_sex_male_no_car_access_econ_inactive,W02000067,age_25_44,sex_male,no_car_access,econ_inactive,8.410864430997792
W02000067_age_25_44_sex_male_car_access_econ_employed,W02000067,age_25_44,sex_male,car_access,econ_employed,188.87265313615862
W02000067_age_25_44_sex_male_car_access_econ_unemployed,W02000067,age_25_44,sex_male,car_access,econ_unemployed,7.31155956289503
W02000067_age_25_44_sex_male_car_access_econ_inactive,W02000067,age_25_44,sex_male,car_access,econ_inactive,113.636147099651
W02000067_age_45_64_sex_female_no_car_access_econ_employed,W02000067,age_45_64,sex_female,no_car_access,econ_employed,18.53312859978272
W02000067_age_45_64_sex_female_no_car_access_econ_unemployed,W02000067,age_45_64,sex_female,no_car_access,econ_unemployed,0.7174467631712579
W02000067_age_45_64_sex_female_no_car_access_econ_inactive,W02000067,age_45_64,sex_female,no_car_access,econ_inactive,11.150546639821993
W02000067_age_45_64_sex_female_car_access_econ_employed,W02000067,age_45_64,sex_female,car_access,econ_employed,250.39439703961764
W02000067_age_45_64_sex_female_car_access_econ_unemployed,W02000067,age_45_64,sex_female,car_access,econ_unemployed,9.693163715186145
W02000067_age_45_64_sex_female_car_access_econ_inactive,W02000067,age_45_64,sex_female,car_access,econ_inactive,150.65100247419076
W02000067_age_45_64_sex_male_no_car_access_econ_employed,W02000067,age_45_64,sex_male,no_car_access,econ_employed,17.463098706223025
W02000067_age_45_64_sex_male_no_car_access_econ_unemployed,W02000067,age_45_64,sex_male,no_car_access,econ_unemployed,0.6760242111451586
W02000067_age_45_64_sex_male_no_car_access_econ_inactive,W02000067,age_45_64,sex_male,no_car_access,econ_inactive,10.506757968637732
W02000067_age_45_64_sex_male_car_access_econ_employed,W02000067,age_45_64,sex_male,car_access,econ_employed,235.93761017982175
W02000067_age_45_64_sex_male_car_access_econ_unemployed,W02000067,age_45_64,sex_male,car_access,econ_unemployed,9.133518597386718
W02000067_age_45_64_sex_male_car_access_econ_inactive,W02000067,age_45_64,sex_male,car_access,econ_inactive,141.95300659755233
W02000067_age_65_plus_sex_female_no_car_access_econ_employed,W02000067,age_65_plus,sex_female,no_car_access,econ_employed,14.229591724924084
W02000067_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000067,age_65_plus,sex_female,no_car_access,econ_unemployed,0.5508500342686333
W02000067_age_65_plus_sex_female_no_car_access_econ_inactive,W02000067,age_65_plus,sex_female,no_car_access,econ_inactive,8.561302822678911
W02000067_age_65_plus_sex_female_car_access_econ_employed,W02000067,age_65_plus,sex_female,car_access,econ_employed,192.2508669218467
W02000067_age_65_plus_sex_female_car_access_econ_unemployed,W02000067,age_65_plus,sex_female,car_access,econ_unemployed,7.442335569374089
W02000067_age_65_plus_sex_female_car_access_econ_inactive,W02000067,age_65_plus,sex_female,car_access,econ_inactive,115.66866579576829
W02000067_age_65_plus_sex_male_no_car_access_econ_employed,W02000067,age_65_plus,sex_male,no_car_access,econ_employed,13.408031110544222
W02000067_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000067,age_65_plus,sex_male,no_car_access,econ_unemployed,0.5190461215961268
W02000067_age_65_plus_sex_male_no_car_access_econ_inactive,W02000067,age_65_plus,sex_male,no_car_access,econ_inactive,8.067006897478736
W02000067_age_65_plus_sex_male_car_access_econ_employed,W02000067,age_65_plus,sex_male,car_access,econ_employed,181.15105862118259
W02000067_age_65_plus_sex_male_car_access_econ_unemployed,W02000067,age_65_plus,sex_male,car_access,econ_unemployed,7.012644408798735
W02000067_age_65_plus_sex_male_car_access_econ_inactive,W02000067,age_65_plus,sex_male,car_access,econ_inactive,108.99041233827653
W02000068_age_16_24_sex_female_no_car_access_econ_employed,W02000068,age_16_24,sex_female,no_car_access,econ_employed,11.49046484787965
W02000068_age_16_24_sex_female_no_car_access_econ_unemployed,W02000068,age_16_24,sex_female,no_car_access,econ_unemployed,0.6116255261493669
W02000068_age_16_24_sex_female_no_car_access_econ_inactive,W02000068,age_16_24,sex_female,no_car_access,econ_inactive,7.62733009080387
W02000068_age_16_24_sex_female_car_access_econ_employed,W02000068,age_16_24,sex_female,car_access,econ_employed,50.771216850472754
W02000068_age_16_24_sex_female_car_access_econ_unemployed,W02000068,age_16_24,sex_female,car_access,econ_unemployed,2.702499213958628
W02000068_age_16_24_sex_female_car_access_econ_inactive,W02000068,age_16_24,sex_female,car_access,econ_inactive,33.701754903484066
W02000068_age_16_24_sex_male_no_car_access_econ_employed,W02000068,age_16_24,sex_male,no_car_access,econ_employed,11.668818978230906
W02000068_age_16_24_sex_male_no_car_access_econ_unemployed,W02000068,age_16_24,sex_male,no_car_access,econ_unemployed,0.6211191315222713
W02000068_age_16_24_sex_male_no_car_access_econ_inactive,W02000068,age_16_24,sex_male,no_car_access,econ_inactive,7.7457209342777364
W02000068_age_16_24_sex_male_car_access_econ_employed,W02000068,age_16_24,sex_male,car_access,econ_employed,51.559283856300816
W02000068_age_16_24_sex_male_car_access_econ_unemployed,W02000068,age_16_24,sex_male,car_access,econ_unemployed,2.7444472033099454
W02000068_age_16_24_sex_male_car_access_econ_inactive,W02000068,age_16_24,sex_male,car_access,econ_inactive,34.22487100598285
W02000068_age_25_44_sex_female_no_car_access_econ_employed,W02000068,age_25_44,sex_female,no_car_access,econ_employed,34.08580847491815
W02000068_age_25_44_sex_female_no_car_access_econ_unemployed,W02000068,age_25_44,sex_female,no_car_access,econ_unemployed,1.814352231933021
W02000068_age_25_44_sex_female_no_car_access_econ_inactive,W02000068,age_25_44,sex_female,no_car_access,econ_inactive,22.626039598223556
W02000068_age_25_44_sex_female_car_access_econ_employed,W02000068,age_25_44,sex_female,car_access,econ_employed,150.60991844234198
W02000068_age_25_44_sex_female_car_access_econ_unemployed,W02000068,age_25_44,sex_female,car_access,econ_unemployed,8.016809748790024
W02000068_age_25_44_sex_female_car_access_econ_inactive,W02000068,age_25_44,sex_female,car_access,econ_inactive,99.97433333785206
W02000068_age_25_44_sex_male_no_car_access_econ_employed,W02000068,age_25_44,sex_male,no_car_access,econ_employed,34.61488582804067
W02000068_age_25_44_sex_male_no_car_access_econ_unemployed,W02000068,age_25_44,sex_male,no_car_access,econ_unemployed,1.8425144706902272
W02000068_age_25_44_sex_male_no_car_access_econ_inactive,W02000068,age_25_44,sex_male,no_car_access,econ_inactive,22.977239281548716
W02000068_age_25_44_sex_male_car_access_econ_employed,W02000068,age_25_44,sex_male,car_access,econ_employed,152.9476742582883
W02000068_age_25_44_sex_male_car_access_econ_unemployed,W02000068,age_25_44,sex_male,car_access,econ_unemployed,8.141246066194602
W02000068_age_25_44_sex_male_car_access_econ_inactive,W02000068,age_25_44,sex_male,car_access,econ_inactive,101.52612741372091
W02000068_age_45_64_sex_female_no_car_access_econ_employed,W02000068,age_45_64,sex_female,no_car_access,econ_employed,40.692183119001086
W02000068_age_45_64_sex_female_no_car_access_econ_unemployed,W02000068,age_45_64,sex_female,no_car_access,econ_unemployed,2.1660027022247155
W02000068_age_45_64_sex_female_no_car_access_econ_inactive,W02000068,age_45_64,sex_female,no_car_access,econ_inactive,27.011327815978802
W02000068_age_45_64_sex_female_car_access_econ_employed,W02000068,age_45_64,sex_female,car_access,econ_employed,179.80052857784872
W02000068_age_45_64_sex_female_car_access_econ_unemployed,W02000068,age_45_64,sex_female,car_access,econ_unemployed,9.570595650327759
W02000068_age_45_64_sex_female_car_access_econ_inactive,W02000068,age_45_64,sex_female,car_access,econ_inactive,119.35095752173441
W02000068_age_45_64_sex_male_no_car_access_econ_employed,W02000068,age_45_64,sex_male,no_car_access,econ_employed,41.32380412201235
W02000068_age_45_64_sex_male_no_car_access_econ_unemployed,W02000068,age_45_64,sex_male,no_car_access,econ_unemployed,2.1996232331090724
W02000068_age_45_64_sex_male_no_car_access_econ_inactive,W02000068,age_45_64,sex_male,no_car_access,econ_inactive,27.430595612889608
W02000068_age_45_64_sex_male_car_access_econ_employed,W02000068,age_45_64,sex_male,car_access,econ_employed,182.59137884681024
W02000068_age_45_64_sex_male_car_access_econ_unemployed,W02000068,age_45_64,sex_male,car_access,econ_unemployed,9.71914971552493
W02000068_age_45_64_sex_male_car_access_econ_inactive,W02000068,age_45_64,sex_male,car_access,econ_inactive,121.20351409948735
W02000068_age_65_plus_sex_female_no_car_access_econ_employed,W02000068,age_65_plus,sex_female,no_car_access,econ_employed,27.479433830835227
W02000068_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000068,age_65_plus,sex_female,no_car_access,econ_unemployed,1.4627017616413271
W02000068_age_65_plus_sex_female_no_car_access_econ_inactive,W02000068,age_65_plus,sex_female,no_car_access,econ_inactive,18.240751380468314
W02000068_age_65_plus_sex_female_car_access_econ_employed,W02000068,age_65_plus,sex_female,car_access,econ_employed,121.4193083068353
W02000068_age_65_plus_sex_female_car_access_econ_unemployed,W02000068,age_65_plus,sex_female,car_access,econ_unemployed,6.46302384725229
W02000068_age_65_plus_sex_female_car_access_econ_inactive,W02000068,age_65_plus,sex_female,car_access,econ_inactive,80.59770915396973
W02000068_age_65_plus_sex_male_no_car_access_econ_employed,W02000068,age_65_plus,sex_male,no_car_access,econ_employed,27.90596753406899
W02000068_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000068,age_65_plus,sex_male,no_car_access,econ_unemployed,1.4854057082713827
