cell_id,domain_id,age_group,sex,car_access,pop_count
W02000233_age_16_24_sex_male_no_car_access,W02000233,age_16_24,sex_male,no_car_access,24.300496963332623
W02000233_age_16_24_sex_male_car_access,W02000233,age_16_24,sex_male,car_access,104.8656176341819
W02000233_age_25_44_sex_female_no_car_access,W02000233,age_25_44,sex_female,no_car_access,63.28939383021554
W02000233_age_25_44_sex_female_car_access,W02000233,age_25_44,sex_female,car_access,273.11710471242714
W02000233_age_25_44_sex_male_no_car_access,W02000233,age_25_44,sex_male,no_car_access,61.61911729987916
W02000233_age_25_44_sex_male_car_access,W02000233,age_25_44,sex_male,car_access,265.909244715247
W02000233_age_45_64_sex_female_no_car_access,W02000233,age_45_64,sex_female,no_car_access,63.521932937981184
W02000233_age_45_64_sex_female_car_access,W02000233,age_45_64,sex_female,car_access,274.1205968301703
W02000233_age_45_64_sex_male_no_car_access,W02000233,age_45_64,sex_male,no_car_access,61.84551944550027
W02000233_age_45_64_sex_male_car_access,W02000233,age_45_64,sex_male,car_access,266.8862535751928
W02000233_age_65_plus_sex_female_no_car_access,W02000233,age_65_plus,sex_female,no_car_access,42.78719582887811
W02000233_age_65_plus_sex_female_car_access,W02000233,age_65_plus,sex_female,car_access,184.64254966473948
W02000233_age_65_plus_sex_male_no_car_access,W02000233,age_65_plus,sex_male,no_car_access,41.657994794284505
W02000233_age_65_plus_sex_male_car_access,W02000233,age_65_plus,sex_male,car_access,179.76963023002614
W02000234_age_16_24_sex_female_no_car_access,W02000234,age_16_24,sex_female,no_car_access,27.32075659263162
W02000234_age_16_24_sex_female_car_access,W02000234,age_16_24,sex_female,car_access,212.43282166923768
W02000234_age_16_24_sex_male_no_car_access,W02000234,age_16_24,sex_male,no_car_access,25.53248888838664
W02000234_age_16_24_sex_male_car_access,W02000234,age_16_24,sex_male,car_access,198.52812788725123
W02000234_age_25_44_sex_female_no_car_access,W02000234,age_25_44,sex_female,no_car_access,62.25314755473877
W02000234_age_25_44_sex_female_car_access,W02000234,age_25_44,sex_female,car_access,484.04998404807077
W02000234_age_25_44_sex_male_no_car_access,W02000234,age_25_44,sex_male,no_car_access,58.17839607842859
W02000234_age_25_44_sex_male_car_access,W02000234,age_25_44,sex_male,car_access,452.36671236492435
W02000234_age_45_64_sex_female_no_car_access,W02000234,age_45_64,sex_female,no_car_access,74.82785386418583
W02000234_age_45_64_sex_female_car_access,W02000234,age_45_64,sex_female,car_access,581.824741270506
W02000234_age_45_64_sex_male_no_car_access,W02000234,age_45_64,sex_male,no_car_access,69.93003070216639
W02000234_age_45_64_sex_male_car_access,W02000234,age_45_64,sex_male,car_access,543.7416672964366
W02000234_age_65_plus_sex_female_no_car_access,W02000234,age_65_plus,sex_female,no_car_access,42.353137949276096
W02000234_age_65_plus_sex_female_car_access,W02000234,age_65_plus,sex_female,car_access,329.3172562994733
W02000234_age_65_plus_sex_male_no_car_access,W02000234,age_65_plus,sex_male,no_car_access,39.580932556232575
W02000234_age_65_plus_sex_male_car_access,W02000234,age_65_plus,sex_male,car_access,307.76194497805324
W02000235_age_16_24_sex_female_no_car_access,W02000235,age_16_24,sex_female,no_car_access,20.00560849489155
W02000235_age_16_24_sex_female_car_access,W02000235,age_16_24,sex_female,car_access,98.51289119994983
W02000235_age_16_24_sex_male_no_car_access,W02000235,age_16_24,sex_male,no_car_access,18.494484059692017
W02000235_age_16_24_sex_male_car_access,W02000235,age_16_24,sex_male,car_access,91.07171603587472
W02000235_age_25_44_sex_female_no_car_access,W02000235,age_25_44,sex_female,no_car_access,40.3922761992096
W02000235_age_25_44_sex_female_car_access,W02000235,age_25_44,sex_female,car_access,198.90221842275582
W02000235_age_25_44_sex_male_no_car_access,W02000235,age_25_44,sex_male,no_car_access,37.34124400623531
W02000235_age_25_44_sex_male_car_access,W02000235,age_25_44,sex_male,car_access,183.8781314248137
W02000235_age_45_64_sex_female_no_car_access,W02000235,age_45_64,sex_female,no_car_access,73.08171266501198
W02000235_age_45_64_sex_female_car_access,W02000235,age_45_64,sex_female,car_access,359.87362295491874
W02000235_age_45_64_sex_male_no_car_access,W02000235,age_45_64,sex_male,no_car_access,67.56148258540553
W02000235_age_45_64_sex_male_car_access,W02000235,age_45_64,sex_male,car_access,332.6905544983995
W02000235_age_65_plus_sex_female_no_car_access,W02000235,age_65_plus,sex_female,no_car_access,87.28977747362883
W02000235_age_65_plus_sex_female_car_access,W02000235,age_65_plus,sex_female,car_access,429.8378803785566
W02000235_age_65_plus_sex_male_no_car_access,W02000235,age_65_plus,sex_male,no_car_access,80.69634065228884
W02000235_age_65_plus_sex_male_car_access,W02000235,age_65_plus,sex_male,car_access,397.3700589483676
W02000236_age_16_24_sex_female_no_car_access,W02000236,age_16_24,sex_female,no_car_access,21.094680943212055
W02000236_age_16_24_sex_female_car_access,W02000236,age_16_24,sex_female,car_access,94.0981160163077
W02000236_age_16_24_sex_male_no_car_access,W02000236,age_16_24,sex_male,no_car_access,19.739223002215677
W02000236_age_16_24_sex_male_car_access,W02000236,age_16_24,sex_male,car_access,88.05175584947402
W02000236_age_25_44_sex_female_no_car_access,W02000236,age_25_44,sex_female,no_car_access,39.01071133333737
W02000236_age_25_44_sex_female_car_access,W02000236,age_25_44,sex_female,car_access,174.01706386577453
W02000236_age_25_44_sex_male_no_car_access,W02000236,age_25_44,sex_male,no_car_access,36.50404253834406
W02000236_age_25_44_sex_male_car_access,W02000236,age_25_44,sex_male,car_access,162.83543889971222
W02000236_age_45_64_sex_female_no_car_access,W02000236,age_45_64,sex_female,no_car_access,68.90286956489051
W02000236_age_45_64_sex_female_car_access,W02000236,age_45_64,sex_female,car_access,307.35853420242967
W02000236_age_45_64_sex_male_no_car_access,W02000236,age_45_64,sex_male,no_car_access,64.47545291134679
W02000236_age_45_64_sex_male_car_access,W02000236,age_45_64,sex_male,car_access,287.60893158747524
W02000236_age_65_plus_sex_female_no_car_access,W02000236,age_65_plus,sex_female,no_car_access,66.91219952154326
W02000236_age_65_plus_sex_female_car_access,W02000236,age_65_plus,sex_female,car_access,298.4786511080445
W02000236_age_65_plus_sex_male_no_car_access,W02000236,age_65_plus,sex_male,no_car_access,62.6126951851103
W02000236_age_65_plus_sex_male_car_access,W02000236,age_65_plus,sex_male,car_access,279.2996334707821
W02000237_age_16_24_sex_female_no_car_access,W02000237,age_16_24,sex_female,no_car_access,5.149463015261183
W02000237_age_16_24_sex_female_car_access,W02000237,age_16_24,sex_female,car_access,74.76027630590032
W02000237_age_16_24_sex_male_no_car_access,W02000237,age_16_24,sex_male,no_car_access,5.036616258884206
W02000237_age_16_24_sex_male_car_access,W02000237,age_16_24,sex_male,car_access,73.12195893922251
W02000237_age_25_44_sex_female_no_car_access,W02000237,age_25_44,sex_female,no_car_access,11.79876962720038
W02000237_age_25_44_sex_female_car_access,W02000237,age_25_44,sex_female,car_access,171.2953903708007
W02000237_age_25_44_sex_male_no_car_access,W02000237,age_25_44,sex_male,no_car_access,11.54020812715216
W02000237_age_25_44_sex_male_car_access,W02000237,age_25_44,sex_male,car_access,167.54157582190788
W02000237_age_45_64_sex_female_no_car_access,W02000237,age_45_64,sex_female,no_car_access,18.958023062010103
W02000237_age_45_64_sex_female_car_access,W02000237,age_45_64,sex_female,car_access,275.23394927376114
W02000237_age_45_64_sex_male_no_car_access,W02000237,age_45_64,sex_male,no_car_access,18.54257170261059
W02000237_age_45_64_sex_male_car_access,W02000237,age_45_64,sex_male,car_access,269.2023964053706
W02000237_age_65_plus_sex_female_no_car_access,W02000237,age_65_plus,sex_female,no_car_access,15.468386960405923
W02000237_age_65_plus_sex_female_car_access,W02000237,age_65_plus,sex_female,car_access,224.57116008782094
W02000237_age_65_plus_sex_male_no_car_access,W02000237,age_65_plus,sex_male,no_car_access,15.129408451444402
W02000237_age_65_plus_sex_male_car_access,W02000237,age_65_plus,sex_male,car_access,219.64984559024705
W02000238_age_16_24_sex_female_no_car_access,W02000238,age_16_24,sex_female,no_car_access,7.126782504853593
W02000238_age_16_24_sex_female_car_access,W02000238,age_16_24,sex_female,car_access,65.04126770219015
W02000238_age_16_24_sex_male_no_car_access,W02000238,age_16_24,sex_male,no_car_access,6.459488533768146
W02000238_age_16_24_sex_male_car_access,W02000238,age_16_24,sex_male,car_access,58.95133219765244
W02000238_age_25_44_sex_female_no_car_access,W02000238,age_25_44,sex_female,no_car_access,14.997948482167713
W02000238_age_25_44_sex_female_car_access,W02000238,age_25_44,sex_female,car_access,136.87601404252007
W02000238_age_25_44_sex_male_no_car_access,W02000238,age_25_44,sex_male,no_car_access,13.593662523674547
W02000238_age_25_44_sex_male_car_access,W02000238,age_25_44,sex_male,car_access,124.0600569265877
W02000238_age_45_64_sex_female_no_car_access,W02000238,age_45_64,sex_female,no_car_access,24.04082918465119
W02000238_age_45_64_sex_female_car_access,W02000238,age_45_64,sex_female,car_access,219.40419897992192
W02000238_age_45_64_sex_male_no_car_access,W02000238,age_45_64,sex_male,no_car_access,21.789841398243027
W02000238_age_45_64_sex_male_car_access,W02000238,age_45_64,sex_male,car_access,198.86097360291265
W02000238_age_65_plus_sex_female_no_car_access,W02000238,age_65_plus,sex_female,no_car_access,29.7753388984212
W02000238_age_65_plus_sex_female_car_access,W02000238,age_65_plus,sex_female,car_access,271.73914552559137
W02000238_age_65_plus_sex_male_no_car_access,W02000238,age_65_plus,sex_male,no_car_access,26.987418245530357
W02000238_age_65_plus_sex_male_car_access,W02000238,age_65_plus,sex_male,car_access,246.29570125131386
W02000239_age_16_24_sex_female_no_car_access,W02000239,age_16_24,sex_female,no_car_access,7.177352730232269
W02000239_age_16_24_sex_female_car_access,W02000239,age_16_24,sex_female,car_access,103.34729458806923
W02000239_age_16_24_sex_male_no_car_access,W02000239,age_16_24,sex_male,no_car_access,6.829412853663154
W02000239_age_16_24_sex_male_car_access,W02000239,age_16_24,sex_male,car_access,98.3372795763699
W02000239_age_25_44_sex_female_no_car_access,W02000239,age_25_44,sex_female,no_car_access,17.6866735892439
W02000239_age_25_44_sex_female_car_access,W02000239,age_25_44,sex_female,car_access,254.67187337906697
W02000239_age_25_44_sex_male_no_car_access,W02000239,age_25_44,sex_male,no_car_access,16.829268462749496
W02000239_age_25_44_sex_male_car_access,W02000239,age_25_44,sex_male,car_access,242.32602616775534
W02000239_age_45_64_sex_female_no_car_access,W02000239,age_45_64,sex_female,no_car_access,25.50317743851875
W02000239_age_45_64_sex_female_car_access,W02000239,age_45_64,sex_female,car_access,367.2223577041759
W02000239_age_45_64_sex_male_no_car_access,W02000239,age_45_64,sex_male,no_car_access,24.26684800849068
W02000239_age_45_64_sex_male_car_access,W02000239,age_45_64,sex_male,car_access,349.4203481589552
W02000239_age_65_plus_sex_female_no_car_access,W02000239,age_65_plus,sex_female,no_car_access,20.410924260572937
W02000239_age_65_plus_sex_female_car_access,W02000239,age_65_plus,sex_female,car_access,293.89858373366263
W02000239_age_65_plus_sex_male_no_car_access,W02000239,age_65_plus,sex_male,no_car_access,19.421454363409964
W02000239_age_65_plus_sex_male_car_access,W02000239,age_65_plus,sex_male,car_access,279.65112498506363
W02000240_age_16_24_sex_female_no_car_access,W02000240,age_16_24,sex_female,no_car_access,29.01582042591503
W02000240_age_16_24_sex_female_car_access,W02000240,age_16_24,sex_female,car_access,149.19007504000135
W02000240_age_16_24_sex_male_no_car_access,W02000240,age_16_24,sex_male,no_car_access,26.920613337092792
W02000240_age_16_24_sex_male_car_access,W02000240,age_16_24,sex_male,car_access,138.41718982712786
W02000240_age_25_44_sex_female_no_car_access,W02000240,age_25_44,sex_female,no_car_access,71.67462503409382
W02000240_age_25_44_sex_female_car_access,W02000240,age_25_44,sex_female,car_access,368.5280143845252
W02000240_age_25_44_sex_male_no_car_access,W02000240,age_25_44,sex_male,no_car_access,66.49906286642943
W02000240_age_25_44_sex_male_car_access,W02000240,age_25_44,sex_male,car_access,341.9169278519378
W02000240_age_45_64_sex_female_no_car_access,W02000240,age_45_64,sex_female,no_car_access,78.30028481638938
W02000240_age_45_64_sex_female_car_access,W02000240,age_45_64,sex_female,car_access,402.5950393936594
W02000240_age_45_64_sex_male_no_car_access,W02000240,age_45_64,sex_male,no_car_access,72.64628953395457
W02000240_age_45_64_sex_male_car_access,W02000240,age_45_64,sex_male,car_access,373.5240026943529
W02000240_age_65_plus_sex_female_no_car_access,W02000240,age_65_plus,sex_female,no_car_access,59.271912141126755
W02000240_age_65_plus_sex_female_car_access,W02000240,age_65_plus,sex_female,car_access,304.75722865314106
W02000240_age_65_plus_sex_male_no_car_access,W02000240,age_65_plus,sex_male,no_car_access,54.99193905529866
W02000240_age_65_plus_sex_male_car_access,W02000240,age_65_plus,sex_male,car_access,282.75097494495407
W02000241_age_16_24_sex_female_no_car_access,W02000241,age_16_24,sex_female,no_car_access,23.311983852609867
W02000241_age_16_24_sex_female_car_access,W02000241,age_16_24,sex_female,car_access,99.65743873133442
W02000241_age_16_24_sex_male_no_car_access,W02000241,age_16_24,sex_male,no_car_access,21.993865949959908
W02000241_age_16_24_sex_male_car_access,W02000241,age_16_24,sex_male,car_access,94.02255776390842
W02000241_age_25_44_sex_female_no_car_access,W02000241,age_25_44,sex_female,no_car_access,71.41285985159743
W02000241_age_25_44_sex_female_car_access,W02000241,age_25_44,sex_female,car_access,305.28601728133003
W02000241_age_25_44_sex_male_no_car_access,W02000241,age_25_44,sex_male,no_car_access,67.37499805292066
W02000241_age_25_44_sex_male_car_access,W02000241,age_25_44,sex_male,car_access,288.0243819202462
W02000241_age_45_64_sex_female_no_car_access,W02000241,age_45_64,sex_female,no_car_access,82.09872574179995
W02000241_age_45_64_sex_female_car_access,W02000241,age_45_64,sex_female,car_access,350.96750161904725
W02000241_age_45_64_sex_male_no_car_access,W02000241,age_45_64,sex_male,no_car_access,77.45665834551097
W02000241_age_45_64_sex_male_car_access,W02000241,age_45_64,sex_male,car_access,331.122920820721
W02000241_age_65_plus_sex_female_no_car_access,W02000241,age_65_plus,sex_female,no_car_access,70.74680317009428
W02000241_age_65_plus_sex_female_car_access,W02000241,age_65_plus,sex_female,car_access,302.43866188900614
W02000241_age_65_plus_sex_male_no_car_access,W02000241,age_65_plus,sex_male,no_car_access,66.74660188292181
W02000241_age_65_plus_sex_male_car_access,W02000241,age_65_plus,sex_male,car_access,285.33802312699163
W02000242_age_16_24_sex_female_no_car_access,W02000242,age_16_24,sex_female,no_car_access,14.158918910029199
W02000242_age_16_24_sex_female_car_access,W02000242,age_16_24,sex_female,car_access,96.05435053218511
W02000242_age_16_24_sex_male_no_car_access,W02000242,age_16_24,sex_male,no_car_access,13.135702808600525
W02000242_age_16_24_sex_male_car_access,W02000242,age_16_24,sex_male,car_access,89.11283482033315
W02000242_age_25_44_sex_female_no_car_access,W02000242,age_25_44,sex_female,no_car_access,39.575160096753415
W02000242_age_25_44_sex_female_car_access,W02000242,age_25_44,sex_female,car_access,268.47856990043726
W02000242_age_25_44_sex_male_no_car_access,W02000242,age_25_44,sex_male,no_car_access,36.715200146072974
W02000242_age_25_44_sex_male_car_access,W02000242,age_25_44,sex_male,car_access,249.07655217886648
W02000242_age_45_64_sex_female_no_car_access,W02000242,age_45_64,sex_female,no_car_access,47.40728935515168
W02000242_age_45_64_sex_female_car_access,W02000242,age_45_64,sex_female,car_access,321.61187011777844
W02000242_age_45_64_sex_male_no_car_access,W02000242,age_45_64,sex_male,no_car_access,43.98132851015245
W02000242_age_45_64_sex_male_car_access,W02000242,age_45_64,sex_male,car_access,298.3700925494359
W02000242_age_65_plus_sex_female_no_car_access,W02000242,age_65_plus,sex_female,no_car_access,48.80354638171851
W02000242_age_65_plus_sex_female_car_access,W02000242,age_65_plus,sex_female,car_access,331.08410191139916
W02000242_age_65_plus_sex_male_no_car_access,W02000242,age_65_plus,sex_male,no_car_access,45.27668287032262
W02000242_age_65_plus_sex_male_car_access,W02000242,age_65_plus,sex_male,car_access,307.15779891076306
W02000243_age_16_24_sex_female_no_car_access,W02000243,age_16_24,sex_female,no_car_access,62.59516910967782
W02000243_age_16_24_sex_female_car_access,W02000243,age_16_24,sex_female,car_access,180.76142181821558
W02000243_age_16_24_sex_male_no_car_access,W02000243,age_16_24,sex_male,no_car_access,54.905838821616236
W02000243_age_16_24_sex_male_car_access,W02000243,age_16_24,sex_male,car_access,158.5562852961867
W02000243_age_25_44_sex_female_no_car_access,W02000243,age_25_44,sex_female,no_car_access,143.77780286709532
W02000243_age_25_44_sex_female_car_access,W02000243,age_25_44,sex_female,car_access,415.1994545556238
W02000243_age_25_44_sex_male_no_car_access,W02000243,age_25_44,sex_male,no_car_access,126.11581664576606
W02000243_age_25_44_sex_male_car_access,W02000243,age_25_44,sex_male,car_access,364.19542681816057
W02000243_age_45_64_sex_female_no_car_access,W02000243,age_45_64,sex_female,no_car_access,131.50196951718624
W02000243_age_45_64_sex_female_car_access,W02000243,age_45_64,sex_female,car_access,379.7494809890542
W02000243_age_45_64_sex_male_no_car_access,W02000243,age_45_64,sex_male,no_car_access,115.34797406465353
W02000243_age_45_64_sex_male_car_access,W02000243,age_45_64,sex_male,car_access,333.1002071301017
W02000243_age_65_plus_sex_female_no_car_access,W02000243,age_65_plus,sex_female,no_car_access,86.62569194086774
W02000243_age_65_plus_sex_female_car_access,W02000243,age_65_plus,sex_female,car_access,250.15641724333997
W02000243_age_65_plus_sex_male_no_car_access,W02000243,age_65_plus,sex_male,no_car_access,75.9843985912469
W02000243_age_65_plus_sex_male_car_access,W02000243,age_65_plus,sex_male,car_access,219.42664459120752
W02000244_age_16_24_sex_female_no_car_access,W02000244,age_16_24,sex_female,no_car_access,20.83607600328714
W02000244_age_16_24_sex_female_car_access,W02000244,age_16_24,sex_female,car_access,146.6299975455207
W02000244_age_16_24_sex_male_no_car_access,W02000244,age_16_24,sex_male,no_car_access,19.151875714447307
W02000244_age_16_24_sex_male_car_access,W02000244,age_16_24,sex_male,car_access,134.77775222928219
W02000244_age_25_44_sex_female_no_car_access,W02000244,age_25_44,sex_female,no_car_access,40.29834479756634
W02000244_age_25_44_sex_female_car_access,W02000244,age_25_44,sex_female,car_access,283.5920831649631
W02000244_age_25_44_sex_male_no_car_access,W02000244,age_25_44,sex_male,no_car_access,37.04099039277722
W02000244_age_25_44_sex_male_car_access,W02000244,age_25_44,sex_male,car_access,260.6690592566337
W02000244_age_45_64_sex_female_no_car_access,W02000244,age_45_64,sex_female,no_car_access,59.136155769569186
W02000244_age_45_64_sex_female_car_access,W02000244,age_45_64,sex_female,car_access,416.15966336346077
W02000244_age_45_64_sex_male_no_car_access,W02000244,age_45_64,sex_male,no_car_access,54.35612278196284
W02000244_age_45_64_sex_male_car_access,W02000244,age_45_64,sex_male,car_access,382.5210730103803
W02000244_age_65_plus_sex_female_no_car_access,W02000244,age_65_plus,sex_female,no_car_access,54.05723214838831
W02000244_age_65_plus_sex_female_car_access,W02000244,age_65_plus,sex_female,car_access,380.4176859397774
W02000244_age_65_plus_sex_male_no_car_access,W02000244,age_65_plus,sex_male,no_car_access,49.68773349692274
W02000244_age_65_plus_sex_male_car_access,W02000244,age_65_plus,sex_male,car_access,349.6681543850608
W02000245_age_16_24_sex_female_no_car_access,W02000245,age_16_24,sex_female,no_car_access,39.3267621544317
W02000245_age_16_24_sex_female_car_access,W02000245,age_16_24,sex_female,car_access,168.38418430653095
W02000245_age_16_24_sex_male_no_car_access,W02000245,age_16_24,sex_male,no_car_access,37.598317503977
W02000245_age_16_24_sex_male_car_access,W02000245,age_16_24,sex_male,car_access,160.98355616829497
W02000245_age_25_44_sex_female_no_car_access,W02000245,age_25_44,sex_female,no_car_access,90.00814267589637
W02000245_age_25_44_sex_female_car_access,W02000245,age_25_44,sex_female,car_access,385.385087791133
W02000245_age_25_44_sex_male_no_car_access,W02000245,age_25_44,sex_male,no_car_access,86.05220823881774
W02000245_age_25_44_sex_male_car_access,W02000245,age_25_44,sex_male,car_access,368.4470853504074
W02000245_age_45_64_sex_female_no_car_access,W02000245,age_45_64,sex_female,no_car_access,93.86208248660462
W02000245_age_45_64_sex_female_car_access,W02000245,age_45_64,sex_female,car_access,401.88638298660965
W02000245_age_45_64_sex_male_no_car_access,W02000245,age_45_64,sex_male,no_car_access,89.73676411644668
W02000245_age_45_64_sex_male_car_access,W02000245,age_45_64,sex_male,car_access,384.2231345850243
W02000245_age_65_plus_sex_female_no_car_access,W02000245,age_65_plus,sex_female,no_car_access,56.73165162214646
W02000245_age_65_plus_sex_female_car_access,W02000245,age_65_plus,sex_female,car_access,242.90616260868373
W02000245_age_65_plus_sex_male_no_car_access,W02000245,age_65_plus,sex_male,no_car_access,54.238247273914126
W02000245_age_65_plus_sex_male_car_access,W02000245,age_65_plus,sex_male,car_access,232.2302301310809
W02000246_age_16_24_sex_female_no_car_access,W02000246,age_16_24,sex_female,no_car_access,6.751569552920006
W02000246_age_16_24_sex_female_car_access,W02000246,age_16_24,sex_female,car_access,70.13766428761559
W02000246_age_16_24_sex_male_no_car_access,W02000246,age_16_24,sex_male,no_car_access,6.496604690129247
W02000246_age_16_24_sex_male_car_access,W02000246,age_16_24,sex_male,car_access,67.48900017901256
W02000246_age_25_44_sex_female_no_car_access,W02000246,age_25_44,sex_female,no_car_access,14.663565122748139
W02000246_age_25_44_sex_female_car_access,W02000246,age_25_44,sex_female,car_access,152.33023962466513
W02000246_age_25_44_sex_male_no_car_access,W02000246,age_25_44,sex_male,no_car_access,14.10981331137446
W02000246_age_25_44_sex_male_car_access,W02000246,age_25_44,sex_male,car_access,146.57767226379292
W02000246_age_45_64_sex_female_no_car_access,W02000246,age_45_64,sex_female,no_car_access,23.238661273666626
W02000246_age_45_64_sex_female_car_access,W02000246,age_45_64,sex_female,car_access,241.41133556139116
W02000246_age_45_64_sex_male_no_car_access,W02000246,age_45_64,sex_male,no_car_access,22.36108132182879
W02000246_age_45_64_sex_male_car_access,W02000246,age_45_64,sex_male,car_access,232.29472829472624
W02000246_age_65_plus_sex_female_no_car_access,W02000246,age_65_plus,sex_female,no_car_access,25.423879097714398
W02000246_age_65_plus_sex_female_car_access,W02000246,age_65_plus,sex_female,car_access,264.11214208305245
W02000246_age_65_plus_sex_male_no_car_access,W02000246,age_65_plus,sex_male,no_car_access,24.463777036267945
W02000246_age_65_plus_sex_male_car_access,W02000246,age_65_plus,sex_male,car_access,254.13826629909417
W02000247_age_16_24_sex_female_no_car_access,W02000247,age_16_24,sex_female,no_car_access,25.078891520021635
W02000247_age_16_24_sex_female_car_access,W02000247,age_16_24,sex_female,car_access,155.71798422887957
W02000247_age_16_24_sex_male_no_car_access,W02000247,age_16_24,sex_male,no_car_access,22.279615769418694
W02000247_age_16_24_sex_male_car_access,W02000247,age_16_24,sex_male,car_access,138.33692985346286
W02000247_age_25_44_sex_female_no_car_access,W02000247,age_25_44,sex_female,no_car_access,44.79643946281473
W02000247_age_25_44_sex_female_car_access,W02000247,age_25_44,sex_female,car_access,278.1467134706329
W02000247_age_25_44_sex_male_no_car_access,W02000247,age_25_44,sex_male,no_car_access,39.7963146924875
W02000247_age_25_44_sex_male_car_access,W02000247,age_25_44,sex_male,car_access,247.1003113795897
W02000247_age_45_64_sex_female_no_car_access,W02000247,age_45_64,sex_female,no_car_access,61.464882053629516
W02000247_age_45_64_sex_female_car_access,W02000247,age_45_64,sex_female,car_access,381.6431649945893
W02000247_age_45_64_sex_male_no_car_access,W02000247,age_45_64,sex_male,no_car_access,54.60424574085495
W02000247_age_45_64_sex_male_car_access,W02000247,age_45_64,sex_male,car_access,339.04461328827426
W02000247_age_65_plus_sex_female_no_car_access,W02000247,age_65_plus,sex_female,no_car_access,57.22154377212637
W02000247_age_65_plus_sex_female_car_access,W02000247,age_65_plus,sex_female,car_access,355.2957451706553
W02000247_age_65_plus_sex_male_no_car_access,W02000247,age_65_plus,sex_male,no_car_access,50.834543781895555
W02000247_age_65_plus_sex_male_car_access,W02000247,age_65_plus,sex_male,car_access,315.6380608206671
W02000248_age_16_24_sex_female_no_car_access,W02000248,age_16_24,sex_female,no_car_access,80.3252575224382
W02000248_age_16_24_sex_female_car_access,W02000248,age_16_24,sex_female,car_access,209.04218394983153
W02000248_age_16_24_sex_male_no_car_access,W02000248,age_16_24,sex_male,no_car_access,75.30492892728581
W02000248_age_16_24_sex_male_car_access,W02000248,age_16_24,sex_male,car_access,195.97704745296704
W02000248_age_25_44_sex_female_no_car_access,W02000248,age_25_44,sex_female,no_car_access,195.50393160593435
W02000248_age_25_44_sex_female_car_access,W02000248,age_25_44,sex_female,car_access,508.7885192558108
W02000248_age_25_44_sex_male_no_car_access,W02000248,age_25_44,sex_male,no_car_access,183.2849358805635
W02000248_age_25_44_sex_male_car_access,W02000248,age_25_44,sex_male,car_access,476.9892368023227
W02000248_age_45_64_sex_female_no_car_access,W02000248,age_45_64,sex_female,no_car_access,159.90097920485366
W02000248_age_45_64_sex_female_car_access,W02000248,age_45_64,sex_female,car_access,416.13374098877813
W02000248_age_45_64_sex_male_no_car_access,W02000248,age_45_64,sex_male,no_car_access,149.9071680045503
W02000248_age_45_64_sex_male_car_access,W02000248,age_45_64,sex_male,car_access,390.1253821769795
W02000248_age_65_plus_sex_female_no_car_access,W02000248,age_65_plus,sex_female,no_car_access,95.37843564289513
W02000248_age_65_plus_sex_female_car_access,W02000248,age_65_plus,sex_female,car_access,248.21727441010322
W02000248_age_65_plus_sex_male_no_car_access,W02000248,age_65_plus,sex_male,no_car_access,89.4172834152142
W02000248_age_65_plus_sex_male_car_access,W02000248,age_65_plus,sex_male,car_access,232.7036947594718
W02000249_age_16_24_sex_female_no_car_access,W02000249,age_16_24,sex_female,no_car_access,49.42048627100292
W02000249_age_16_24_sex_female_car_access,W02000249,age_16_24,sex_female,car_access,145.39285624941695
W02000249_age_16_24_sex_male_no_car_access,W02000249,age_16_24,sex_male,no_car_access,43.78518985886188
W02000249_age_16_24_sex_male_car_access,W02000249,age_16_24,sex_male,car_access,128.81406670290426
W02000249_age_25_44_sex_female_no_car_access,W02000249,age_25_44,sex_female,no_car_access,122.68418960257743
W02000249_age_25_44_sex_female_car_access,W02000249,age_25_44,sex_female,car_access,360.9313887595175
W02000249_age_25_44_sex_male_no_car_access,W02000249,age_25_44,sex_male,no_car_access,108.69481342156064
W02000249_age_25_44_sex_male_car_access,W02000249,age_25_44,sex_male,car_access,319.77527085019216
W02000249_age_45_64_sex_female_no_car_access,W02000249,age_45_64,sex_female,no_car_access,125.82715912419823
W02000249_age_45_64_sex_female_car_access,W02000249,age_45_64,sex_female,car_access,370.1778642666076
W02000249_age_45_64_sex_male_no_car_access,W02000249,age_45_64,sex_male,no_car_access,111.47939786433913
W02000249_age_45_64_sex_male_car_access,W02000249,age_45_64,sex_male,car_access,327.96739351331547
W02000249_age_65_plus_sex_female_no_car_access,W02000249,age_65_plus,sex_female,no_car_access,91.74219655351749
W02000249_age_65_plus_sex_female_car_access,W02000249,age_65_plus,sex_female,car_access,269.9014316121304
W02000249_age_65_plus_sex_male_no_car_access,W02000249,age_65_plus,sex_male,no_car_access,81.28105968317234
W02000249_age_65_plus_sex_male_car_access,W02000249,age_65_plus,sex_male,car_access,239.12523566668526
W02000250_age_16_24_sex_female_no_car_access,W02000250,age_16_24,sex_female,no_car_access,26.958643946722642
W02000250_age_16_24_sex_female_car_access,W02000250,age_16_24,sex_female,car_access,220.05184227211413
W02000250_age_16_24_sex_male_no_car_access,W02000250,age_16_24,sex_male,no_car_access,26.787785805916076
W02000250_age_16_24_sex_male_car_access,W02000250,age_16_24,sex_male,car_access,218.65720058590853
W02000250_age_25_44_sex_female_no_car_access,W02000250,age_25_44,sex_female,no_car_access,63.35713357030248
W02000250_age_25_44_sex_female_car_access,W02000250,age_25_44,sex_female,car_access,517.1570940577809
