cell_id,domain_id,age_group,sex,car_access,pop_count
W02000054_age_45_64_sex_female_car_access,W02000054,age_45_64,sex_female,car_access,328.72636938158774
W02000054_age_45_64_sex_male_no_car_access,W02000054,age_45_64,sex_male,no_car_access,22.705104138093105
W02000054_age_45_64_sex_male_car_access,W02000054,age_45_64,sex_male,car_access,332.283080919159
W02000054_age_65_plus_sex_female_no_car_access,W02000054,age_65_plus,sex_female,no_car_access,18.24621755215832
W02000054_age_65_plus_sex_female_car_access,W02000054,age_65_plus,sex_female,car_access,267.02847723038883
W02000054_age_65_plus_sex_male_no_car_access,W02000054,age_65_plus,sex_male,no_car_access,18.443635643706262
W02000054_age_65_plus_sex_male_car_access,W02000054,age_65_plus,sex_male,car_access,269.9176378037012
W02000055_age_16_24_sex_female_no_car_access,W02000055,age_16_24,sex_female,no_car_access,22.049596318102967
W02000055_age_16_24_sex_female_car_access,W02000055,age_16_24,sex_female,car_access,116.80469608318813
W02000055_age_16_24_sex_male_no_car_access,W02000055,age_16_24,sex_male,no_car_access,21.35650019895016
W02000055_age_16_24_sex_male_car_access,W02000055,age_16_24,sex_male,car_access,113.13311496278394
W02000055_age_25_44_sex_female_no_car_access,W02000055,age_25_44,sex_female,no_car_access,40.58897869375677
W02000055_age_25_44_sex_female_car_access,W02000055,age_25_44,sex_female,car_access,215.01451782855804
W02000055_age_25_44_sex_male_no_car_access,W02000055,age_25_44,sex_male,no_car_access,39.31312478663005
W02000055_age_25_44_sex_male_car_access,W02000055,age_25_44,sex_male,car_access,208.25585768265174
W02000055_age_45_64_sex_female_no_car_access,W02000055,age_45_64,sex_female,no_car_access,51.35817875020274
W02000055_age_45_64_sex_female_car_access,W02000055,age_45_64,sex_female,car_access,272.06287016594206
W02000055_age_45_64_sex_male_no_car_access,W02000055,age_45_64,sex_male,no_car_access,49.74381112800293
W02000055_age_45_64_sex_male_car_access,W02000055,age_45_64,sex_male,car_access,263.51098029198675
W02000055_age_65_plus_sex_female_no_car_access,W02000055,age_65_plus,sex_female,no_car_access,48.222842024908346
W02000055_age_65_plus_sex_female_car_access,W02000055,age_65_plus,sex_female,car_access,255.45385619429862
W02000055_age_65_plus_sex_male_no_car_access,W02000055,age_65_plus,sex_male,no_car_access,46.70702902861589
W02000055_age_65_plus_sex_male_car_access,W02000055,age_65_plus,sex_male,car_access,247.42404586142086
W02000056_age_16_24_sex_female_no_car_access,W02000056,age_16_24,sex_female,no_car_access,8.414026843818265
W02000056_age_16_24_sex_female_car_access,W02000056,age_16_24,sex_female,car_access,85.97683267312775
W02000056_age_16_24_sex_male_no_car_access,W02000056,age_16_24,sex_male,no_car_access,8.323657548986306
W02000056_age_16_24_sex_male_car_access,W02000056,age_16_24,sex_male,car_access,85.05341444725602
W02000056_age_25_44_sex_female_no_car_access,W02000056,age_25_44,sex_female,no_car_access,18.882433914895763
W02000056_age_25_44_sex_female_car_access,W02000056,age_25_44,sex_female,car_access,192.9458856379958
W02000056_age_25_44_sex_male_no_car_access,W02000056,age_25_44,sex_male,no_car_access,18.679630635410884
W02000056_age_25_44_sex_male_car_access,W02000056,age_25_44,sex_male,car_access,190.87358613747264
W02000056_age_45_64_sex_female_no_car_access,W02000056,age_45_64,sex_female,no_car_access,28.01102779428246
W02000056_age_45_64_sex_female_car_access,W02000056,age_45_64,sex_female,car_access,286.22436015172883
W02000056_age_45_64_sex_male_no_car_access,W02000056,age_45_64,sex_male,no_car_access,27.710180545245287
W02000056_age_45_64_sex_male_car_access,W02000056,age_45_64,sex_male,car_access,283.15022049532365
W02000056_age_65_plus_sex_female_no_car_access,W02000056,age_65_plus,sex_female,no_car_access,21.901479640172383
W02000056_age_65_plus_sex_female_car_access,W02000056,age_65_plus,sex_female,car_access,223.7953224145533
W02000056_age_65_plus_sex_male_no_car_access,W02000056,age_65_plus,sex_male,no_car_access,21.666250859994083
W02000056_age_65_plus_sex_male_car_access,W02000056,age_65_plus,sex_male,car_access,221.3916902597365
W02000057_age_16_24_sex_female_no_car_access,W02000057,age_16_24,sex_female,no_car_access,14.887793884981894
W02000057_age_16_24_sex_female_car_access,W02000057,age_16_24,sex_female,car_access,80.47991461548972
W02000057_age_16_24_sex_male_no_car_access,W02000057,age_16_24,sex_male,no_car_access,14.693337195181241
W02000057_age_16_24_sex_male_car_access,W02000057,age_16_24,sex_male,car_access,79.428727454217
W02000057_age_25_44_sex_female_no_car_access,W02000057,age_25_44,sex_female,no_car_access,36.32134581755297
W02000057_age_25_44_sex_female_car_access,W02000057,age_25_44,sex_female,car_access,196.3446587653972
W02000057_age_25_44_sex_male_no_car_access,W02000057,age_25_44,sex_male,no_car_access,35.84693512035014
W02000057_age_25_44_sex_male_car_access,W02000057,age_25_44,sex_male,car_access,193.7801060386112
W02000057_age_45_64_sex_female_no_car_access,W02000057,age_45_64,sex_female,no_car_access,57.87667929519546
W02000057_age_45_64_sex_female_car_access,W02000057,age_45_64,sex_female,car_access,312.8677253252473
W02000057_age_45_64_sex_male_no_car_access,W02000057,age_45_64,sex_male,no_car_access,57.120723942821144
W02000057_age_45_64_sex_male_car_access,W02000057,age_45_64,sex_male,car_access,308.7812083649622
W02000057_age_65_plus_sex_female_no_car_access,W02000057,age_65_plus,sex_female,no_car_access,54.649468350802664
W02000057_age_65_plus_sex_female_car_access,W02000057,age_65_plus,sex_female,car_access,295.42218146176697
W02000057_age_65_plus_sex_male_no_car_access,W02000057,age_65_plus,sex_male,no_car_access,53.9356651643156
W02000057_age_65_plus_sex_male_car_access,W02000057,age_65_plus,sex_male,car_access,291.5635292031074
W02000058_age_16_24_sex_female_no_car_access,W02000058,age_16_24,sex_female,no_car_access,10.887437204932267
W02000058_age_16_24_sex_female_car_access,W02000058,age_16_24,sex_female,car_access,84.53055178211457
W02000058_age_16_24_sex_male_no_car_access,W02000058,age_16_24,sex_male,no_car_access,10.185154382584694
W02000058_age_16_24_sex_male_car_access,W02000058,age_16_24,sex_male,car_access,79.07799638613508
W02000058_age_25_44_sex_female_no_car_access,W02000058,age_25_44,sex_female,no_car_access,21.821401919287325
W02000058_age_25_44_sex_female_car_access,W02000058,age_25_44,sex_female,car_access,169.4223452385117
W02000058_age_25_44_sex_male_no_car_access,W02000058,age_25_44,sex_male,no_car_access,20.413835065949666
W02000058_age_25_44_sex_male_car_access,W02000058,age_25_44,sex_male,car_access,158.49393292776648
W02000058_age_45_64_sex_female_no_car_access,W02000058,age_45_64,sex_female,no_car_access,38.26887650024269
W02000058_age_45_64_sex_female_car_access,W02000058,age_45_64,sex_female,car_access,297.12127709738985
W02000058_age_45_64_sex_male_no_car_access,W02000058,age_45_64,sex_male,no_car_access,35.8003823917774
W02000058_age_45_64_sex_male_car_access,W02000058,age_45_64,sex_male,car_access,277.9557778957099
W02000058_age_65_plus_sex_female_no_car_access,W02000058,age_65_plus,sex_female,no_car_access,31.894607709320805
W02000058_age_65_plus_sex_female_car_access,W02000058,age_65_plus,sex_female,car_access,247.63116772068176
W02000058_age_65_plus_sex_male_no_car_access,W02000058,age_65_plus,sex_male,no_car_access,29.837279184879513
W02000058_age_65_plus_sex_male_car_access,W02000058,age_65_plus,sex_male,car_access,231.6579765927162
W02000059_age_16_24_sex_female_no_car_access,W02000059,age_16_24,sex_female,no_car_access,18.762815412539112
W02000059_age_16_24_sex_female_car_access,W02000059,age_16_24,sex_female,car_access,129.18924193791256
W02000059_age_16_24_sex_male_no_car_access,W02000059,age_16_24,sex_male,no_car_access,18.860061711933366
W02000059_age_16_24_sex_male_car_access,W02000059,age_16_24,sex_male,car_access,129.85882032600537
W02000059_age_25_44_sex_female_no_car_access,W02000059,age_25_44,sex_female,no_car_access,36.24758397813714
W02000059_age_25_44_sex_female_car_access,W02000059,age_25_44,sex_female,car_access,249.57863696121362
W02000059_age_25_44_sex_male_no_car_access,W02000059,age_25_44,sex_male,no_car_access,36.43545255363358
W02000059_age_25_44_sex_male_car_access,W02000059,age_25_44,sex_male,car_access,250.8721847747321
W02000059_age_45_64_sex_female_no_car_access,W02000059,age_45_64,sex_female,no_car_access,54.46654966857368
W02000059_age_45_64_sex_female_car_access,W02000059,age_45_64,sex_female,car_access,375.0232631907809
W02000059_age_45_64_sex_male_no_car_access,W02000059,age_45_64,sex_male,no_car_access,54.74884581014859
W02000059_age_45_64_sex_male_car_access,W02000059,age_45_64,sex_male,car_access,376.96698132317204
W02000059_age_65_plus_sex_female_no_car_access,W02000059,age_65_plus,sex_female,no_car_access,39.02121756086032
W02000059_age_65_plus_sex_female_car_access,W02000059,age_65_plus,sex_female,car_access,268.6761770737746
W02000059_age_65_plus_sex_male_no_car_access,W02000059,age_65_plus,sex_male,no_car_access,39.22346167626722
W02000059_age_65_plus_sex_male_car_access,W02000059,age_65_plus,sex_male,car_access,270.06870604031553
W02000060_age_16_24_sex_female_no_car_access,W02000060,age_16_24,sex_female,no_car_access,63.8499560926208
W02000060_age_16_24_sex_female_car_access,W02000060,age_16_24,sex_female,car_access,227.33597936222213
W02000060_age_16_24_sex_male_no_car_access,W02000060,age_16_24,sex_male,no_car_access,61.03902478928912
W02000060_age_16_24_sex_male_car_access,W02000060,age_16_24,sex_male,car_access,217.32773722912086
W02000060_age_25_44_sex_female_no_car_access,W02000060,age_25_44,sex_female,no_car_access,136.00772152953516
W02000060_age_25_44_sex_female_car_access,W02000060,age_25_44,sex_female,car_access,484.2516810800853
W02000060_age_25_44_sex_male_no_car_access,W02000060,age_25_44,sex_male,no_car_access,130.02011581548246
W02000060_age_25_44_sex_male_car_access,W02000060,age_25_44,sex_male,car_access,462.9329787294611
W02000060_age_45_64_sex_female_no_car_access,W02000060,age_45_64,sex_female,no_car_access,152.93684245752954
W02000060_age_45_64_sex_female_car_access,W02000060,age_45_64,sex_female,car_access,544.527341729316
W02000060_age_45_64_sex_male_no_car_access,W02000060,age_45_64,sex_male,no_car_access,146.20394890200433
W02000060_age_45_64_sex_male_car_access,W02000060,age_45_64,sex_male,car_access,520.5550629047765
W02000060_age_65_plus_sex_female_no_car_access,W02000060,age_65_plus,sex_female,no_car_access,106.27725915907587
W02000060_age_65_plus_sex_female_car_access,W02000060,age_65_plus,sex_female,car_access,378.39720296461525
W02000060_age_65_plus_sex_male_no_car_access,W02000060,age_65_plus,sex_male,no_car_access,101.5985077098315
W02000060_age_65_plus_sex_male_car_access,W02000060,age_65_plus,sex_male,car_access,361.73863954503423
W02000061_age_16_24_sex_female_no_car_access,W02000061,age_16_24,sex_female,no_car_access,59.696068052999
W02000061_age_16_24_sex_female_car_access,W02000061,age_16_24,sex_female,car_access,149.11606188290708
W02000061_age_16_24_sex_male_no_car_access,W02000061,age_16_24,sex_male,no_car_access,56.261416479684904
W02000061_age_16_24_sex_male_car_access,W02000061,age_16_24,sex_male,car_access,140.5365735973834
W02000061_age_25_44_sex_female_no_car_access,W02000061,age_25_44,sex_female,no_car_access,163.87718681856938
W02000061_age_25_44_sex_female_car_access,W02000061,age_25_44,sex_female,car_access,409.3522660343267
W02000061_age_25_44_sex_male_no_car_access,W02000061,age_25_44,sex_male,no_car_access,154.44840773990424
W02000061_age_25_44_sex_male_car_access,W02000061,age_25_44,sex_male,car_access,385.79992078897084
W02000061_age_45_64_sex_female_no_car_access,W02000061,age_45_64,sex_female,no_car_access,128.0021459213344
W02000061_age_45_64_sex_female_car_access,W02000061,age_45_64,sex_female,car_access,319.7392480758489
W02000061_age_45_64_sex_male_no_car_access,W02000061,age_45_64,sex_male,no_car_access,120.63746033624744
W02000061_age_45_64_sex_male_car_access,W02000061,age_45_64,sex_male,car_access,301.342845309774
W02000061_age_65_plus_sex_female_no_car_access,W02000061,age_65_plus,sex_female,no_car_access,90.83560355179895
W02000061_age_65_plus_sex_female_car_access,W02000061,age_65_plus,sex_female,car_access,226.90016147086578
W02000061_age_65_plus_sex_male_no_car_access,W02000061,age_65_plus,sex_male,no_car_access,85.609318826059
W02000061_age_65_plus_sex_male_car_access,W02000061,age_65_plus,sex_male,car_access,213.8453151133262
W02000062_age_16_24_sex_female_no_car_access,W02000062,age_16_24,sex_female,no_car_access,15.722836445847275
W02000062_age_16_24_sex_female_car_access,W02000062,age_16_24,sex_female,car_access,140.87408879793279
W02000062_age_16_24_sex_male_no_car_access,W02000062,age_16_24,sex_male,no_car_access,14.744837098533386
W02000062_age_16_24_sex_male_car_access,W02000062,age_16_24,sex_male,car_access,132.11137175432924
W02000062_age_25_44_sex_female_no_car_access,W02000062,age_25_44,sex_female,no_car_access,35.04517757882015
W02000062_age_25_44_sex_female_car_access,W02000062,age_25_44,sex_female,car_access,313.9991613588263
W02000062_age_25_44_sex_male_no_car_access,W02000062,age_25_44,sex_male,no_car_access,32.86528078242259
W02000062_age_25_44_sex_male_car_access,W02000062,age_25_44,sex_male,car_access,294.46763624732847
W02000062_age_45_64_sex_female_no_car_access,W02000062,age_45_64,sex_female,no_car_access,44.4188877015431
W02000062_age_45_64_sex_female_car_access,W02000062,age_45_64,sex_female,car_access,397.98609824153675
W02000062_age_45_64_sex_male_no_car_access,W02000062,age_45_64,sex_male,no_car_access,41.65592293178669
W02000062_age_45_64_sex_male_car_access,W02000062,age_45_64,sex_male,car_access,373.2303777542815
W02000062_age_65_plus_sex_female_no_car_access,W02000062,age_65_plus,sex_female,no_car_access,33.62037364016627
W02000062_age_65_plus_sex_female_car_access,W02000062,age_65_plus,sex_female,car_access,301.2331469526544
W02000062_age_65_plus_sex_male_no_car_access,W02000062,age_65_plus,sex_male,no_car_access,31.529103175719246
W02000062_age_65_plus_sex_male_car_access,W02000062,age_65_plus,sex_male,car_access,282.4956995382716
W02000063_age_16_24_sex_female_no_car_access,W02000063,age_16_24,sex_female,no_car_access,9.475143479721158
W02000063_age_16_24_sex_female_car_access,W02000063,age_16_24,sex_female,car_access,134.6532243648304
W02000063_age_16_24_sex_male_no_car_access,W02000063,age_16_24,sex_male,no_car_access,9.223672664213582
W02000063_age_16_24_sex_male_car_access,W02000063,age_16_24,sex_male,car_access,131.0795205772077
W02000063_age_25_44_sex_female_no_car_access,W02000063,age_25_44,sex_female,no_car_access,17.9143379389928
W02000063_age_25_44_sex_female_car_access,W02000063,age_25_44,sex_female,car_access,254.5843628657727
W02000063_age_25_44_sex_male_no_car_access,W02000063,age_25_44,sex_male,no_car_access,17.43889045047315
W02000063_age_25_44_sex_male_car_access,W02000063,age_25_44,sex_male,car_access,247.82768023797402
W02000063_age_45_64_sex_female_no_car_access,W02000063,age_45_64,sex_female,no_car_access,33.0493004572674
W02000063_age_45_64_sex_female_car_access,W02000063,age_45_64,sex_female,car_access,469.6704465845285
W02000063_age_45_64_sex_male_no_car_access,W02000063,age_45_64,sex_male,no_car_access,32.17217025277698
W02000063_age_45_64_sex_male_car_access,W02000063,age_45_64,sex_male,car_access,457.20536777330045
W02000063_age_65_plus_sex_female_no_car_access,W02000063,age_65_plus,sex_female,no_car_access,28.90550437546935
W02000063_age_65_plus_sex_female_car_access,W02000063,age_65_plus,sex_female,car_access,410.782103128976
W02000063_age_65_plus_sex_male_no_car_access,W02000063,age_65_plus,sex_male,no_car_access,28.13835074096091
W02000063_age_65_plus_sex_male_car_access,W02000063,age_65_plus,sex_male,car_access,399.879924107535
W02000064_age_16_24_sex_female_no_car_access,W02000064,age_16_24,sex_female,no_car_access,46.583802203462696
W02000064_age_16_24_sex_female_car_access,W02000064,age_16_24,sex_female,car_access,141.16948278096535
W02000064_age_16_24_sex_male_no_car_access,W02000064,age_16_24,sex_male,no_car_access,45.233547067130445
W02000064_age_16_24_sex_male_car_access,W02000064,age_16_24,sex_male,car_access,137.0776137148504
W02000064_age_25_44_sex_female_no_car_access,W02000064,age_25_44,sex_female,no_car_access,104.891091246412
W02000064_age_25_44_sex_female_car_access,W02000064,age_25_44,sex_female,car_access,317.8663054362349
W02000064_age_25_44_sex_male_no_car_access,W02000064,age_25_44,sex_male,no_car_access,101.85076976100876
W02000064_age_25_44_sex_male_car_access,W02000064,age_25_44,sex_male,car_access,308.6527893366339
W02000064_age_45_64_sex_female_no_car_access,W02000064,age_45_64,sex_female,no_car_access,94.53224308665399
W02000064_age_45_64_sex_female_car_access,W02000064,age_45_64,sex_female,car_access,286.474423113437
W02000064_age_45_64_sex_male_no_car_access,W02000064,age_45_64,sex_male,no_car_access,91.79217806964954
W02000064_age_45_64_sex_male_car_access,W02000064,age_45_64,sex_male,car_access,278.17081664638084
W02000064_age_65_plus_sex_female_no_car_access,W02000064,age_65_plus,sex_female,no_car_access,66.8052662758047
W02000064_age_65_plus_sex_female_car_access,W02000064,age_65_plus,sex_female,car_access,202.44944468055883
W02000064_age_65_plus_sex_male_no_car_access,W02000064,age_65_plus,sex_male,no_car_access,64.86888174607124
W02000064_age_65_plus_sex_male_car_access,W02000064,age_65_plus,sex_male,car_access,196.58134483474555
W02000065_age_16_24_sex_female_no_car_access,W02000065,age_16_24,sex_female,no_car_access,22.264334147313036
W02000065_age_16_24_sex_female_car_access,W02000065,age_16_24,sex_female,car_access,170.14034146385063
W02000065_age_16_24_sex_male_no_car_access,W02000065,age_16_24,sex_male,no_car_access,21.785987017142318
W02000065_age_16_24_sex_male_car_access,W02000065,age_16_24,sex_male,car_access,166.48489219117067
W02000065_age_25_44_sex_female_no_car_access,W02000065,age_25_44,sex_female,no_car_access,57.165987810637766
W02000065_age_25_44_sex_female_car_access,W02000065,age_25_44,sex_female,car_access,436.85297848415735
W02000065_age_25_44_sex_male_no_car_access,W02000065,age_25_44,sex_male,no_car_access,55.937781926210135
W02000065_age_25_44_sex_male_car_access,W02000065,age_25_44,sex_male,car_access,427.4672332298064
W02000065_age_45_64_sex_female_no_car_access,W02000065,age_45_64,sex_female,no_car_access,58.715847751280705
W02000065_age_45_64_sex_female_car_access,W02000065,age_45_64,sex_female,car_access,448.69675058070385
W02000065_age_45_64_sex_male_no_car_access,W02000065,age_45_64,sex_male,no_car_access,57.45434327144628
W02000065_age_45_64_sex_male_car_access,W02000065,age_45_64,sex_male,car_access,439.0565429941181
W02000065_age_65_plus_sex_female_no_car_access,W02000065,age_65_plus,sex_female,no_car_access,41.81641339850093
W02000065_age_65_plus_sex_female_car_access,W02000065,age_65_plus,sex_female,car_access,319.5540817587449
W02000065_age_65_plus_sex_male_no_car_access,W02000065,age_65_plus,sex_male,no_car_access,40.91799168012138
W02000065_age_65_plus_sex_male_car_access,W02000065,age_65_plus,sex_male,car_access,312.6884922947958
W02000066_age_16_24_sex_female_no_car_access,W02000066,age_16_24,sex_female,no_car_access,64.1679456289429
W02000066_age_16_24_sex_female_car_access,W02000066,age_16_24,sex_female,car_access,184.0653125301458
W02000066_age_16_24_sex_male_no_car_access,W02000066,age_16_24,sex_male,no_car_access,63.27456624064648
W02000066_age_16_24_sex_male_car_access,W02000066,age_16_24,sex_male,car_access,181.5026598738544
W02000066_age_25_44_sex_female_no_car_access,W02000066,age_25_44,sex_female,no_car_access,183.5203244987767
W02000066_age_25_44_sex_female_car_access,W02000066,age_25_44,sex_female,car_access,526.4267938362169
W02000066_age_25_44_sex_male_no_car_access,W02000066,age_25_44,sex_male,no_car_access,180.96525944824893
W02000066_age_25_44_sex_male_car_access,W02000066,age_25_44,sex_male,car_access,519.0976072392236
W02000066_age_45_64_sex_female_no_car_access,W02000066,age_45_64,sex_female,no_car_access,159.64984872480994
W02000066_age_45_64_sex_female_car_access,W02000066,age_45_64,sex_female,car_access,457.95449757500273
W02000066_age_45_64_sex_male_no_car_access,W02000066,age_45_64,sex_male,no_car_access,157.42712080672842
W02000066_age_45_64_sex_male_car_access,W02000066,age_45_64,sex_male,car_access,451.5786177661498
W02000066_age_65_plus_sex_female_no_car_access,W02000066,age_65_plus,sex_female,no_car_access,106.77546152656097
W02000066_age_65_plus_sex_female_car_access,W02000066,age_65_plus,sex_female,car_access,306.2846800501626
W02000066_age_65_plus_sex_male_no_car_access,W02000066,age_65_plus,sex_male,no_car_access,105.28887822443573
W02000066_age_65_plus_sex_male_car_access,W02000066,age_65_plus,sex_male,car_access,302.02042603009374
W02000067_age_16_24_sex_female_no_car_access,W02000067,age_16_24,sex_female,no_car_access,10.802268805142216
W02000067_age_16_24_sex_female_car_access,W02000067,age_16_24,sex_female,car_access,145.94554662266611
W02000067_age_16_24_sex_male_no_car_access,W02000067,age_16_24,sex_male,no_car_access,10.178588325209375
W02000067_age_16_24_sex_male_car_access,W02000067,age_16_24,sex_male,car_access,137.51922524485008
W02000067_age_25_44_sex_female_no_car_access,W02000067,age_25_44,sex_female,no_car_access,24.336690392871574
W02000067_age_25_44_sex_female_car_access,W02000067,age_25_44,sex_female,car_access,328.8042212653925
W02000067_age_25_44_sex_male_no_car_access,W02000067,age_25_44,sex_male,no_car_access,22.93158568588838
W02000067_age_25_44_sex_male_car_access,W02000067,age_25_44,sex_male,car_access,309.82035979870466
W02000067_age_45_64_sex_female_no_car_access,W02000067,age_45_64,sex_female,no_car_access,30.401122002775974
W02000067_age_45_64_sex_female_car_access,W02000067,age_45_64,sex_female,car_access,410.73856322899456
W02000067_age_45_64_sex_male_no_car_access,W02000067,age_45_64,sex_male,no_car_access,28.64588088600592
W02000067_age_45_64_sex_male_car_access,W02000067,age_45_64,sex_male,car_access,387.0241353747608
W02000067_age_65_plus_sex_female_no_car_access,W02000067,age_65_plus,sex_female,no_car_access,23.34174458187163
W02000067_age_65_plus_sex_female_car_access,W02000067,age_65_plus,sex_female,car_access,315.3618682869891
W02000067_age_65_plus_sex_male_no_car_access,W02000067,age_65_plus,sex_male,no_car_access,21.994084129619086
W02000067_age_65_plus_sex_male_car_access,W02000067,age_65_plus,sex_male,car_access,297.15411536825786
W02000068_age_16_24_sex_female_no_car_access,W02000068,age_16_24,sex_female,no_car_access,19.729420464832888
W02000068_age_16_24_sex_female_car_access,W02000068,age_16_24,sex_female,car_access,87.17547096791546
W02000068_age_16_24_sex_male_no_car_access,W02000068,age_16_24,sex_male,no_car_access,20.035659044030915
W02000068_age_16_24_sex_male_car_access,W02000068,age_16_24,sex_male,car_access,88.52860206559362
W02000068_age_25_44_sex_female_no_car_access,W02000068,age_25_44,sex_female,no_car_access,58.52620030507473
W02000068_age_25_44_sex_female_car_access,W02000068,age_25_44,sex_female,car_access,258.6010615289841
W02000068_age_25_44_sex_male_no_car_access,W02000068,age_25_44,sex_male,no_car_access,59.434639580279615
W02000068_age_25_44_sex_male_car_access,W02000068,age_25_44,sex_male,car_access,262.6150477382038
W02000068_age_45_64_sex_female_no_car_access,W02000068,age_45_64,sex_female,no_car_access,69.8695136372046
W02000068_age_45_64_sex_female_car_access,W02000068,age_45_64,sex_female,car_access,308.7220817499109
W02000068_age_45_64_sex_male_no_car_access,W02000068,age_45_64,sex_male,no_car_access,70.95402296801103
W02000068_age_45_64_sex_male_car_access,W02000068,age_45_64,sex_male,car_access,313.51404266182254
W02000068_age_65_plus_sex_female_no_car_access,W02000068,age_65_plus,sex_female,no_car_access,47.18288697294487
W02000068_age_65_plus_sex_female_car_access,W02000068,age_65_plus,sex_female,car_access,208.48004130805734
W02000068_age_65_plus_sex_male_no_car_access,W02000068,age_65_plus,sex_male,no_car_access,47.915256192548206
W02000068_age_65_plus_sex_male_car_access,W02000068,age_65_plus,sex_male,car_access,211.7160528145852
W02000069_age_16_24_sex_female_no_car_access,W02000069,age_16_24,sex_female,no_car_access,9.581492418227326
W02000069_age_16_24_sex_female_car_access,W02000069,age_16_24,sex_female,car_access,110.69493775343736
W02000069_age_16_24_sex_male_no_car_access,W02000069,age_16_24,sex_male,no_car_access,8.991177560262237
W02000069_age_16_24_sex_male_car_access,W02000069,age_16_24,sex_male,car_access,103.87503291971164
W02000069_age_25_44_sex_female_no_car_access,W02000069,age_25_44,sex_female,no_car_access,21.806155158724255
W02000069_age_25_44_sex_female_car_access,W02000069,age_25_44,sex_female,car_access,251.92641005954704
W02000069_age_25_44_sex_male_no_car_access,W02000069,age_25_44,sex_male,no_car_access,20.462679964734743
W02000069_age_25_44_sex_male_car_access,W02000069,age_25_44,sex_male,car_access,236.40524733451613
W02000069_age_45_64_sex_female_no_car_access,W02000069,age_45_64,sex_female,no_car_access,31.2554890608381
W02000069_age_45_64_sex_female_car_access,W02000069,age_45_64,sex_female,car_access,361.09452108535083
W02000069_age_45_64_sex_male_no_car_access,W02000069,age_45_64,sex_male,no_car_access,29.329841282786465
W02000069_age_45_64_sex_male_car_access,W02000069,age_45_64,sex_male,car_access,338.8475211794732
W02000069_age_65_plus_sex_female_no_car_access,W02000069,age_65_plus,sex_female,no_car_access,24.56496418259316
W02000069_age_65_plus_sex_female_car_access,W02000069,age_65_plus,sex_female,car_access,283.7989179988989
W02000069_age_65_plus_sex_male_no_car_access,W02000069,age_65_plus,sex_male,no_car_access,23.051519020879216
W02000069_age_65_plus_sex_male_car_access,W02000069,age_65_plus,sex_male,car_access,266.31409302001936
W02000070_age_16_24_sex_female_no_car_access,W02000070,age_16_24,sex_female,no_car_access,19.77638587133219
W02000070_age_16_24_sex_female_car_access,W02000070,age_16_24,sex_female,car_access,214.45345419732976
W02000070_age_16_24_sex_male_no_car_access,W02000070,age_16_24,sex_male,no_car_access,18.96345793597605
W02000070_age_16_24_sex_male_car_access,W02000070,age_16_24,sex_male,car_access,205.63813248562388
W02000070_age_25_44_sex_female_no_car_access,W02000070,age_25_44,sex_female,no_car_access,39.30556691927274
W02000070_age_25_44_sex_female_car_access,W02000070,age_25_44,sex_female,car_access,426.226240217193
W02000070_age_25_44_sex_male_no_car_access,W02000070,age_25_44,sex_male,no_car_access,37.6898726477524
W02000070_age_25_44_sex_male_car_access,W02000070,age_25_44,sex_male,car_access,408.7057883151775
W02000070_age_45_64_sex_female_no_car_access,W02000070,age_45_64,sex_female,no_car_access,56.41567219545212
W02000070_age_45_64_sex_female_car_access,W02000070,age_45_64,sex_female,car_access,611.7667733575614
W02000070_age_45_64_sex_male_no_car_access,W02000070,age_45_64,sex_male,no_car_access,54.09665009414597
W02000070_age_45_64_sex_male_car_access,W02000070,age_45_64,sex_male,car_access,586.6194940103289
W02000070_age_65_plus_sex_female_no_car_access,W02000070,age_65_plus,sex_female,no_car_access,42.25436731258745
W02000070_age_65_plus_sex_female_car_access,W02000070,age_65_plus,sex_female,car_access,458.20278204840196
W02000070_age_65_plus_sex_male_no_car_access,W02000070,age_65_plus,sex_male,no_car_access,40.5174596792774
W02000070_age_65_plus_sex_male_car_access,W02000070,age_65_plus,sex_male,car_access,439.3679027125874
W02000071_age_16_24_sex_female_no_car_access,W02000071,age_16_24,sex_female,no_car_access,12.605850872749084
W02000071_age_16_24_sex_female_car_access,W02000071,age_16_24,sex_female,car_access,127.96986517751056
W02000071_age_16_24_sex_male_no_car_access,W02000071,age_16_24,sex_male,no_car_access,12.200574705467526
W02000071_age_16_24_sex_male_car_access,W02000071,age_16_24,sex_male,car_access,123.85565368871725
W02000071_age_25_44_sex_female_no_car_access,W02000071,age_25_44,sex_female,no_car_access,29.007011685680688
W02000071_age_25_44_sex_female_car_access,W02000071,age_25_44,sex_female,car_access,294.4682919138415
W02000071_age_25_44_sex_male_no_car_access,W02000071,age_25_44,sex_male,no_car_access,28.074440720108065
W02000071_age_25_44_sex_male_car_access,W02000071,age_25_44,sex_male,car_access,285.0011816062956
W02000071_age_45_64_sex_female_no_car_access,W02000071,age_45_64,sex_female,no_car_access,37.27536548393547
W02000071_age_45_64_sex_female_car_access,W02000071,age_45_64,sex_female,car_access,378.40551530984305
W02000071_age_45_64_sex_male_no_car_access,W02000071,age_45_64,sex_male,no_car_access,36.076968215092144
W02000071_age_45_64_sex_male_car_access,W02000071,age_45_64,sex_male,car_access,366.23983617631444
W02000071_age_65_plus_sex_female_no_car_access,W02000071,age_65_plus,sex_female,no_car_access,38.22419296898109
