area_id,msoa_name,time_id,n,direct_estimate,variance,direct_ci_width,mrp_estimate,mrp_variance,mrp_lower,mrp_upper,mrp_ci_width
W02000043,Denbighshire 002,2021,6,0.09760301676463667,0.00939359001374457,0.3799215140856506,0.11873492758758371,5.104521324204302e-4,0.07772204284891206,0.1675066368781008,0.08978459402918874
W02000043,Denbighshire 002,2023,7,0,0,0,0.1438359168877125,7.486243467692192e-4,0.09277316807747203,0.1937788723351309,0.10100570425765885
W02000043,Denbighshire 002,2025,16,0,0,0,0.1400780650746511,6.810984319352603e-4,0.08958878986635932,0.19112894470469877,0.10154015483833945
W02000044,Denbighshire 003,2021,5,0,0,0,0.11286399545177492,4.581572660026172e-4,0.07592435846302695,0.15812874684886458,0.08220438838583763
W02000044,Denbighshire 003,2023,3,0.3625484086399611,0.08063175449769942,1.113092205602448,0.13702704740396646,6.672648424429186e-4,0.089275464051121,0.19052796725003024,0.10125250319890924
W02000044,Denbighshire 003,2025,15,0.02013667279109238,4.4661742640228816e-4,0.08284111182568178,0.13330534715747674,5.752013785381276e-4,0.09274362441672732,0.18355502442232036,0.09081140000559304
W02000045,Denbighshire 004,2021,2,0.5055304661328172,0.1252931707786196,1.3875280985410903,0.15922435260776902,8.202609603866651e-4,0.10879592614481895,0.22463506959676757,0.11583914345194862
W02000045,Denbighshire 004,2023,3,0.25041531385433663,0.05323223089066296,0.9044101346185002,0.19054892147724897,0.00119120322187252,0.12865396271361879,0.264380427919428,0.13572646520580922
W02000045,Denbighshire 004,2025,15,0.1348182443700502,0.00934615869473055,0.3789611260141586,0.1856916279479121,9.596739571664892e-4,0.12797146239952167,0.25292265877417075,0.12495119637464908
W02000047,Denbighshire 006,2021,7,0.7664673715912351,0.01979925801996805,0.5515724226754095,0.16044577168712146,0.0012508238231758956,0.10030844244135646,0.23368022335275584,0.1333717809113994
W02000047,Denbighshire 006,2023,6,0,0,0,0.19176456151920956,0.0016224219797540402,0.1220490269015212,0.2762676899168074,0.1542186630152862
W02000047,Denbighshire 006,2025,17,0.02206805432667437,5.004318845318209e-4,0.08769010153925805,0.18697270807983635,0.001431852527317625,0.12162069875639145,0.26757086814015607,0.14595016938376462
